Date,Close,Volume,Open,High,Low,12 EMA,26 EMA,MACD,9 EMA MACD,Histogram
01/29/2020,81.085,216599720,81.1125,81.9625,80.345,78.69339895,76.00089649,2.692502459,3.017665342,-0.325162883
01/30/2020,80.9675,126743240,80.136,81.0225,79.6875,79.04326065,76.36879304,2.674467603,2.949025795,-0.274558191
01/31/2020,77.3775,199588400,80.2325,80.67,77.0725,78.78698978,76.44351208,2.3434777,2.827916176,-0.484438475
02/03/2020,77.165,173985600,76.075,78.3725,75.555,78.53745289,76.49695563,2.040497262,2.670432393,-0.629935131
02/04/2020,79.7125,136616520,78.8275,79.91,78.4086,78.71822937,76.7351441,1.983085268,2.532962968,-0.5498777
02/05/2020,80.3625,118826880,80.88,81.19,79.7375,78.97119408,77.00383713,1.967356951,2.419841765,-0.452484813
02/06/2020,81.3025,105425560,80.6425,81.305,80.0662,79.32985653,77.3222566,2.007599928,2.337393397,-0.329793469
02/07/2020,80.0075,117684040,80.5925,80.85,79.5,79.43410937,77.52116352,1.912945851,2.252503888,-0.339558037
02/10/2020,80.3875,109348880,78.545,80.3875,78.4625,79.58078485,77.73348474,1.847300112,2.171463133,-0.324163021
02/11/2020,79.9025,94323120,80.9,80.975,79.6775,79.63027949,77.89415254,1.736126953,2.084395897,-0.348268944
02/12/2020,81.8,113730280,80.3675,81.805,80.3675,79.96408265,78.18347457,1.780608074,2.023638332,-0.243030258
02/13/2020,81.2175,94747560,81.0475,81.555,80.8375,80.15691609,78.4082172,1.748698889,1.968650444,-0.219951555
02/14/2020,81.2375,80113800,81.185,81.495,80.7125,80.32315976,78.6177937,1.705366064,1.915993568,-0.210627504
02/18/2020,79.75,152762200,78.84,79.9375,78.6525,80.23498134,78.70166083,1.533320505,1.839458955,-0.30613845
02/19/2020,80.905,93983960,80,81.1425,80,80.33806113,78.86487114,1.473189991,1.766205162,-0.293015172
02/20/2020,80.075,100565960,80.6575,81.1625,79.5525,80.29759019,78.95451032,1.343079873,1.681580104,-0.338500232
02/21/2020,78.2625,129705680,79.655,80.1125,77.625,79.98449939,78.90325029,1.081249098,1.561513903,-0.480264805
02/24/2020,74.545,222195320,74.315,76.045,72.3075,79.14765333,78.58041694,0.567236393,1.362658401,-0.795422008
02/25/2020,72.02,230673440,75.2375,75.6325,71.5325,78.05109128,78.09446013,-0.043368848,1.081452951,-1.124821799
02/26/2020,73.1625,198713720,71.6325,74.47,71.625,77.29900031,77.72912975,-0.430129434,0.779136474,-1.209265908
02/27/2020,68.38,320605520,70.275,71.5,68.24,75.92684642,77.03660162,-1.109755199,0.401358139,-1.511113339
02/28/2020,68.34,426884800,64.315,69.6025,64.0925,74.75963928,76.39240891,-1.632769628,-0.005467414,-1.627302214
03/02/2020,74.7025,341397360,70.57,75.36,69.43,74.75084862,76.26723047,-1.516381849,-0.307650301,-1.208731548
03/03/2020,72.33,319475400,75.9175,76,71.45,74.37841037,75.97558377,-1.597173397,-0.56555492,-1.031618477
03/04/2020,75.685,219178280,74.11,75.85,73.2825,74.57942416,75.95405904,-1.374634884,-0.727370913,-0.647263971
03/05/2020,73.23,187572880,73.88,74.8875,72.8525,74.37182044,75.75227689,-1.38045645,-0.85798802,-0.522468429
03/06/2020,72.2575,226177000,70.5,72.705,70.3075,74.04654037,75.49340453,-1.446864155,-0.975763247,-0.471100908
03/09/2020,66.5425,286744840,65.9375,69.5225,65.75,72.89207262,74.83037456,-1.93830194,-1.168270986,-0.770030954
03/10/2020,71.335,285290080,69.285,71.61,67.3425,72.65252299,74.57145793,-1.91893494,-1.318403777,-0.600531163
03/11/2020,68.8575,256379880,69.3475,70.305,67.965,72.0686733,74.14820179,-2.079528488,-1.470628719,-0.608899769
03/12/2020,62.0575,418474000,63.985,67.5,62,70.52849279,73.25259425,-2.724101456,-1.721323266,-1.002778189
03/13/2020,69.4925,370732120,66.2225,69.98,63.2375,70.36910929,72.97406875,-2.604959462,-1.898050506,-0.706908957
03/16/2020,60.5525,322423480,60.4875,64.77,60,68.8588617,72.05395254,-3.195090841,-2.157458573,-1.037632269
03/17/2020,63.215,324055880,61.8775,64.4025,59.6,67.99057529,71.39921532,-3.408640032,-2.407694864,-1.000945167
03/18/2020,61.6675,300233640,59.9425,62.5,59.28,67.01779447,70.67834752,-3.660553044,-2.6582665,-1.002286543
03/19/2020,61.195,271857040,61.8462,63.21,60.6525,66.12197994,69.97587733,-3.853897392,-2.897392679,-0.956504713
03/20/2020,57.31,401693200,61.795,62.9575,57,64.76629072,69.0376642,-4.271373477,-3.172188838,-1.099184639
03/23/2020,56.0925,336752840,57.02,57.1249,53.1525,63.43186138,68.07876314,-4.646901767,-3.467131424,-1.179770343
03/24/2020,61.72,287531080,59.09,61.9225,58.575,63.16849809,67.60774365,-4.439245564,-3.661554252,-0.777691312
03/25/2020,61.38,303602040,62.6875,64.5625,61.075,62.89334454,67.14642931,-4.253084771,-3.779860356,-0.473224415
03/26/2020,64.61,252560680,61.63,64.67,61.59,63.15744538,66.95854565,-3.801100278,-3.78410834,-0.016991938
03/27/2020,61.935,204216600,63.1875,63.9675,61.7625,62.96937686,66.58643116,-3.617054305,-3.750697533,0.133643229
03/30/2020,63.7025,167976440,62.685,63.88,62.35,63.08216503,66.37280663,-3.290641598,-3.658686346,0.368044748
03/31/2020,63.5725,197002000,63.9,65.6225,63,63.15760118,66.16537651,-3.007775329,-3.528504143,0.520728814
04/01/2020,60.2275,176218560,61.625,62.18,59.7825,62.70681638,65.72553381,-3.018717421,-3.426546798,0.407829377
04/02/2020,61.2325,165933960,60.085,61.2875,59.225,62.47999848,65.39271649,-2.912718008,-3.32378104,0.411063033
04/03/2020,60.3525,129880080,60.7,61.425,59.7435,62.15269102,65.01936712,-2.866676097,-3.232360052,0.365683955
04/06/2020,65.6175,201820280,62.725,65.7775,62.345,62.68573856,65.06367326,-2.377934701,-3.061474981,0.683540281
04/07/2020,64.8575,202887320,67.7,67.925,64.75,63.0198557,65.04840116,-2.028545463,-2.854889078,0.826343615
04/08/2020,66.5175,168895280,65.685,66.8425,65.3075,63.55795482,65.1572233,-1.599268476,-2.603764957,1.004496482
04/09/2020,66.9975,162116480,67.175,67.5175,66.175,64.08711562,65.29354009,-1.206424472,-2.32429686,1.117872388
04/13/2020,68.3125,131022920,67.0775,68.425,66.4575,64.73717476,65.51716675,-0.779991997,-2.015435887,1.235443891
04/14/2020,71.7625,194994680,70,72.0625,69.5125,65.81799402,65.97978403,-0.161790006,-1.644706711,1.482916705
