Date,Open,High,Low,Close,Volume,Avg,MA7,MA20,MA50
11/05/2015,0.7043,0.7061,0.6907,0.6928,477219200,0.995,0.843,,
08/06/2015,0.5133,0.517,0.5028,0.5112,645698400,0.999,0,,
07/07/2015,0.5013,0.5032,0.479,0.4948,594228400,0.998,0,,
08/07/2015,0.5615,0.5843,0.547,0.5745,1405060800,0.984,0,,
23/07/2015,0.4863,0.4985,0.4853,0.4912,169854600,0.153,0,,
31/07/2015,0.5025,0.5028,0.4957,0.4988,218368440,0.831,0,,
28/08/2015,0.5657,0.5718,0.5616,0.5683,320924880,0.802,0,,
16/09/2015,0.5725,0.5807,0.5681,0.5775,173493720,0.996,0.823,,
29/09/2015,0.5888,0.5938,0.5805,0.5928,380678920,0.973,0.94,,
11/10/2015,0.775,0.7793,0.7538,0.7702,552215600,0.998,0.845,,
12/10/2015,0.8203,0.829,0.8175,0.8245,236515080,0.992,0.854,,
22/10/2015,0.6933,0.7123,0.6923,0.71,306727520,0.153,0.843,,
11/11/2015,0.7708,0.7763,0.76,0.7628,619958400,0.869,0.854,,
16/11/2015,0.7548,0.7605,0.7488,0.76,344213520,0.979,0.852,,
19/11/2015,0.7785,0.7858,0.7722,0.778,254056120,0.995,0.852,,
23/12/2015,0.8245,0.8296,0.823,0.8264,122517480,0.934,0.966,,
31/12/2015,0.8335,0.8373,0.824,0.824,148527920,0.929,0.957,,
27/01/2016,0.7165,0.7186,0.6954,0.709,231675120,0.818,0.951,,
05/02/2016,0.8967,0.9055,0.8925,0.9,256073520,0.951,0.932,,
17/02/2016,0.6833,0.698,0.6805,0.6915,766285600,0.998,0.951,0.86735,
18/02/2016,0.7483,0.7744,0.7475,0.751,1068628000,0.955,0.946,0.86535,
14/03/2016,0.8018,0.8108,0.798,0.8075,190310560,0.966,0.951,0.8637,
15/03/2016,0.8033,0.8085,0.7893,0.8035,226200200,0.934,0.951,0.8605,
16/03/2016,0.7975,0.8303,0.7938,0.8275,363546800,0.982,0.949,0.8604,
30/03/2016,0.888,0.9063,0.8875,0.894,376477680,0.934,0.941,0.89945,
31/03/2016,0.898,0.9,0.8838,0.8908,379809880,0.957,0.961,0.90575,
01/04/2016,0.8073,0.8145,0.801,0.8093,358017560,0.998,0.957,0.91555,
28/04/2016,0.927,0.9325,0.9028,0.905,381208120,0.746,0.93,0.90305,
01/05/2016,0.8245,0.836,0.8125,0.8223,489483200,0.99,0.974,0.9039,
04/05/2016,0.887,0.902,0.8835,0.8938,339313880,0.992,0.96,0.9036,
10/05/2016,1.722,1.7395,1.7005,1.7058,301787600,0.993,0.978,0.90365,
13/05/2016,0.9798,1.025,0.975,1.0245,2109569600,0.918,0.938,0.9419,
18/05/2016,1.05,1.0963,1.05,1.084,540958800,0.993,0.938,0.9481,
31/05/2016,1.1525,1.1704,1.1518,1.168,411656000,0.994,0.942,0.94885,
04/06/2016,0.8825,0.8955,0.8658,0.895,453261600,0.963,0.961,0.94725,
20/06/2016,1.1868,1.2043,1.186,1.189,292967840,0.993,0.984,0.9502,
21/06/2016,1.194,1.1973,1.18,1.1818,211690640,0.97,0.98,0.95225,
07/07/2016,1.1992,1.2265,1.1938,1.2223,395044800,0.992,0.98,0.96095,
28/07/2016,1.4047,1.415,1.4003,1.4045,220847800,0.884,0.975,0.9576,
06/08/2016,1.1585,1.1628,1.145,1.1545,234317240,0.999,0.978,0.95765,
16/08/2016,1.5723,1.5748,1.5602,1.565,287623520,0.995,0.976,0.95965,
31/08/2016,1.5438,1.548,1.529,1.5335,388270440,0.918,0.964,0.95725,
13/09/2016,1.515,1.5325,1.4883,1.4968,470934400,0.984,0.963,0.95975,
14/09/2016,1.5003,1.515,1.4878,1.51,319212480,0.972,0.963,0.95925,
28/09/2016,1.666,1.6708,1.6483,1.6695,319770240,0.987,0.963,0.9619,
11/10/2016,1.7873,1.7875,1.669,1.6943,827492400,0.997,0.962,0.9639,
27/10/2016,1.8178,1.8213,1.7596,1.767,388540040,0.884,0.962,0.9582,
08/11/2016,1.4705,1.4988,1.4675,1.4925,668833600,0.998,0.976,0.9708,
15/11/2016,2.1073,2.1863,2.0983,2.1547,623836000,0.001,0.831,0.92135,
16/11/2016,2.1835,2.3139,2.1586,2.2908,987376000,0.908,0.82,0.91715,0.90288
05/12/2016,0.908,0.912,0.8733,0.8893,659067600,0.996,0.943,0.9173,0.9029
18/01/2017,2.506,2.5808,2.4778,2.5738,653419200,0.969,0.812,0.91985,0.9023
26/01/2017,2.6975,2.7488,2.6675,2.7413,458380400,0.66,0.78,0.9032,0.89554
27/01/2017,2.7483,2.7973,2.7212,2.7942,471272400,0.66,0.732,0.8865,0.88906
04/03/2017,2.7238,2.7413,2.6855,2.7095,444970800,0.97,0.972,0.88685,0.9054
15/03/2017,2.5563,2.5747,2.508,2.5638,614077600,0.982,0.881,0.8863,0.90842
24/03/2017,2.7243,2.7323,2.6605,2.6868,439087200,0.987,0.928,0.88715,0.91212
01/04/2017,2.585,2.6375,2.5383,2.6098,1197514400,0.942,0.816,0.88465,0.91104
12/04/2017,5.0013,5.0075,4.6125,4.6665,1238404000,0.994,0.968,0.89015,0.91146
17/04/2017,2.4003,2.481,2.395,2.4808,496577200,0.977,0.942,0.88905,0.91104
01/05/2017,2.6133,2.6455,2.5263,2.5435,983486400,0.984,0.816,0.8885,0.91088
04/05/2017,2.5004,2.5593,2.4875,2.5008,746040000,0.802,0.944,0.8827,0.92386
07/05/2017,3.5475,3.6055,3.5282,3.5763,818977600,0.99,0.976,0.883,0.92628
15/05/2017,3.239,3.3603,3.2345,3.3578,1083581600,0.875,0.94,0.87815,0.9242
30/05/2017,3.5925,3.6573,3.5763,3.6218,987585600,0.992,0.971,0.8784,0.92414
13/06/2017,3.86,3.8693,3.6413,3.785,1669565200,0.994,0.974,0.87825,0.92534
19/06/2017,3.8353,3.9383,3.8315,3.933,773330000,0.997,0.974,0.8839,0.9267
27/06/2017,3.786,3.7948,3.6587,3.6645,997923200,0.988,0.974,0.8834,0.9301
27/07/2017,4.2068,4.2185,3.939,4.0435,762868800,0.66,0.945,0.91635,0.92428
31/07/2017,4.1235,4.16,4.0155,4.0628,558067600,0.986,0.944,0.92025,0.92404
03/08/2017,2.5175,2.5325,2.4618,2.464,621000000,0.99,0.879,0.91995,0.92474
05/08/2017,2.6085,2.61,2.5578,2.5693,364509960,0.994,0.957,0.9212,0.9253
12/08/2017,4.8503,4.8695,4.7788,4.7873,461277200,0.991,0.984,0.93775,0.92644
17/08/2017,4.1203,4.1375,4.0345,4.0368,521602000,0.995,0.945,0.9545,0.9267
21/08/2017,4.0623,4.0737,3.9343,3.9788,622507200,0.993,0.944,0.95565,0.92788
24/08/2017,4.1775,4.182,4.103,4.1298,468862000,0.869,0.927,0.95,0.92612
02/09/2017,2.9715,2.9765,2.89,2.9095,798053600,0.994,0.886,0.95035,0.92604
05/09/2017,2.575,2.6233,2.5665,2.5735,746988000,0.988,0.957,0.95265,0.93088
11/09/2017,5.1318,5.1583,5.0093,5.133,950681200,0.997,0.959,0.9528,0.93102
26/09/2017,4.4112,4.467,4.2588,4.299,1112039200,0.993,0.928,0.9536,0.93104
27/09/2017,4.3905,4.4068,4.3188,4.3933,710247600,0.996,0.976,0.9542,0.9311
02/10/2017,2.9983,3.0175,2.815,2.8405,1649957600,0.884,0.878,0.9583,0.93042
05/10/2017,2.8573,3.0455,2.8505,3.0323,2125258800,0.976,0.956,0.9576,0.93008
