Date,Close,Volume,Open,High,Low
07/01/2021,89.3625,45300440,87.003,89.42,86.8525
08/01/2021,90.3605,41020040,89.399,90.492,88.6768
11/01/2021,88.336,24194700,89.3035,89.7158,88.026
12/01/2021,87.3275,27153820,87.696,88.902,86.2655
13/01/2021,87.72,21882620,86.929,88.2518,86.9005
14/01/2021,87.009,23589540,87.681,88.7505,86.67
15/01/2021,86.8095,26843400,86.9095,87.8,86.0775
19/01/2021,89.543,34692280,87.6125,90.4638,87.073
20/01/2021,94.345,49805160,91.573,95.1855,91.2765
21/01/2021,94.5625,41278640,94.9,96.743,94.3555
22/01/2021,95.0525,25444640,94.784,95.5475,94.088
25/01/2021,94.97,38546400,96.0335,96.479,93.3765
26/01/2021,95.862,26262780,94.442,96.25,94.2122
27/01/2021,91.5395,54965840,94.1265,94.5,90.45
28/01/2021,93.1555,35462760,92.197,94.9415,92.132
01/02/2021,95.0675,32043640,92.6785,96.1196,92.5465
02/02/2021,96.3755,45474460,96.128,97.788,95.7245
03/02/2021,103.5035,82363400,103.65,105.825,100.919
04/02/2021,103.1185,37046580,103.4445,103.9275,102.1295
05/02/2021,104.9,30702700,103.5,105.1255,102.9665
08/02/2021,104.6455,24848220,105.2955,106.1773,103.6
09/02/2021,104.1755,17797000,103.927,105.2565,103.927
10/02/2021,104.769,22709280,104.7105,105.4185,103.1545
11/02/2021,104.7945,18913000,104.9755,105.1015,103.866
12/02/2021,105.2055,17117300,104.5125,105.441,104.1565
16/02/2021,106.095,22676760,105.218,107.634,105.218
17/02/2021,106.4155,21418820,105,106.683,104.946
18/02/2021,105.86,22437100,105.5195,106.6368,105.1855
19/02/2021,105.057,29152240,105.9635,106.5265,104.8705
22/02/2021,103.244,27350660,103.35,104.571,103.107
23/02/2021,103.543,33347540,101.2505,104.1005,100.101
24/02/2021,104.7585,24966980,102.0915,105.039,101.9065
25/02/2021,101.568,36568640,103.3725,104.744,101.0645
26/02/2021,101.843,41676020,102.526,103.5505,100.803
01/03/2021,104.0755,28102300,102.826,104.326,102.305
02/03/2021,103.792,22691900,103.8095,105.2185,103.563
03/03/2021,101.3355,29683620,103.3605,104.4259,100.5
04/03/2021,102.4545,42360120,101.1685,104.462,101.0135
05/03/2021,105.427,43904360,103.656,105.9055,102.3208
08/03/2021,101.2085,32948580,105.0565,106.4405,101.0805
09/03/2021,102.635,33946120,103.5,103.902,102.3915
10/03/2021,102.7515,25371840,103.588,103.75,101.6685
11/03/2021,105.7385,24781600,103.703,106.285,103.619
12/03/2021,103.096,34515880,104.25,104.513,102.3775
15/03/2021,103.3245,25966500,103.115,103.353,102.1755
16/03/2021,104.626,29831280,103.9495,106.178,103.5
17/03/2021,104.554,25980320,103.8015,105.489,102.7
18/03/2021,101.811,27248600,103.05,103.775,101.6775
19/03/2021,102.16,46297860,102.1025,102.655,100.884
22/03/2021,101.9295,39096320,102.092,102.8995,101.3035
23/03/2021,102.648,27339940,102.585,103.6151,101.961
24/03/2021,102.253,23080580,103.2685,103.9105,102.0778
25/03/2021,102.218,28378140,102.2405,102.9435,100.5365
26/03/2021,101.7775,29876000,101.943,102.5495,100.701
29/03/2021,102.7975,24595540,101.394,102.9215,100.781
30/03/2021,102.777,20735480,102.8815,103.539,102.2015
31/03/2021,103.4315,29198600,102.956,104.6664,102.8373
01/04/2021,106.8875,33979560,104.8975,107.147,104.8445
05/04/2021,111.2775,43297500,107.647,111.8655,107.581
06/04/2021,111.2375,27060720,111.125,111.883,110.74
07/04/2021,112.484,25797220,111.3065,112.75,111.2665
08/04/2021,113.272,27165180,113.898,114.2003,112.884
09/04/2021,114.294,20887300,112.835,114.452,112.6857
12/04/2021,112.7395,31317020,113.3125,113.766,111.9233
13/04/2021,113.3635,23316080,113.0735,113.8605,112.8045
14/04/2021,112.742,20219340,113.758,113.8995,112.4595
15/04/2021,114.833,27472240,113.849,115.3298,113.3
16/04/2021,114.888,22601800,115.15,115.322,114.2225
19/04/2021,115.12,24688900,114.599,115.9225,114.3922
20/04/2021,114.6815,21774980,115.3945,115.48,113.5855
21/04/2021,114.6645,23934620,114.2625,114.766,112.9285
22/04/2021,113.396,21096160,114.6615,115.1881,112.8225
23/04/2021,115.765,28703240,114.1735,116.291,113.9105
26/04/2021,116.337,20833000,115.9965,117.063,115.692
27/04/2021,115.356,31971660,116.8,116.8725,115.2135
28/04/2021,118.9955,59728780,120.3573,122.6189,118.7425
29/04/2021,121.4945,39553540,120.5165,121.826,120.114
30/04/2021,120.506,39142600,120.2245,121.357,120.108
03/05/2021,119.7585,33787780,120.136,120.985,119.225
04/05/2021,117.7125,35120300,118.487,118.963,115.585
05/05/2021,117.837,21805500,118.421,119.11,117.5705
06/05/2021,119.0675,20617180,117.532,119.1355,117.1169
07/05/2021,119.9345,23277840,120,120.8205,119.5
10/05/2021,117.083,26005420,118.7445,118.9,116.7365
11/05/2021,115.438,32110960,114.593,116.1,114.15
12/05/2021,111.954,34933280,113.0855,114.2685,111.5025
13/05/2021,113.0985,26670160,113.0545,113.8301,112.136
14/05/2021,115.808,26624960,114.5915,116.057,114.166
17/05/2021,116.0705,19835840,115.466,116.167,114.75
18/05/2021,115.1715,17302380,116.8453,117.1575,115.158
19/05/2021,115.4355,19350880,113.22,115.838,113.176
20/05/2021,117.8045,23831860,116.402,118.017,116.0545
21/05/2021,117.255,22832640,118.2995,118.45,117.1185
24/05/2021,120.3335,21243780,118.35,120.924,118.0055
25/05/2021,120.4535,18838560,121,121.6445,120.1495
26/05/2021,121.6765,21856380,120.6418,122.1472,120.6258
27/05/2021,120.1255,38962260,121.847,122,120.1
28/05/2021,120.578,24107640,121.098,121.407,120.3845
01/06/2021,121.4905,19165780,121.1,121.8985,120.244
02/06/2021,121.064,17162100,121.7655,122.1,120.21
03/06/2021,120.2305,18345820,119.751,120.4873,119.1415
04/06/2021,122.588,25948680,121.126,122.693,120.8885
07/06/2021,123.3045,23849060,122.566,123.4,122.0536
08/06/2021,124.1425,25065060,123.995,124.7248,123.412
09/06/2021,124.57,20126740,124.975,125.25,124.3665
10/06/2021,126.08,31234660,124.7005,126.163,124.7
11/06/2021,125.6965,25246180,126.246,126.3495,124.9145
14/06/2021,126.352,22550440,125.6695,126.4115,125.047
15/06/2021,126.033,22182600,126.522,126.862,125.6485
16/06/2021,125.6965,26316760,126.2475,126.5235,124.15
17/06/2021,126.371,25755820,125.523,127.1965,125.515
18/06/2021,125.5675,53306200,125.7055,126.389,124.603
21/06/2021,126.455,26256520,125.74,127.0367,125.1343
22/06/2021,126.9995,20986200,126.45,127.27,126.0265
23/06/2021,126.4615,19693160,126.55,127.796,126.252
24/06/2021,127.282,18933240,127.0535,127.5355,126.96
25/06/2021,126.995,33485940,126.957,127.505,126.444
28/06/2021,126.8195,28110860,127,127.337,125.9738
29/06/2021,126.0185,20949560,126.7725,127,125.437
30/06/2021,125.316,24009560,125.6536,125.8,124.7575
01/07/2021,126.3685,17124600,124.8498,126.4625,124.8498
02/07/2021,128.719,21165120,126.8395,128.848,126.769
06/07/2021,129.771,21350340,129.4495,129.8845,128.409
07/07/2021,130.0775,16683720,130.341,130.6399,129.76
08/07/2021,129.177,19779500,128.25,130.0325,128.04
09/07/2021,129.5745,15109320,128.9445,129.8495,128.9435
12/07/2021,130.564,16950920,129.8335,130.77,129.6
13/07/2021,130.9945,16617960,130.8815,132.042,130.637
14/07/2021,132.0825,17918540,131.9015,132.996,131.898
15/07/2021,131.2665,16586320,132.5,132.595,130.598
16/07/2021,131.8455,14861180,131.641,132.183,130.8215
19/07/2021,129.254,25709320,131.1555,131.247,128.537
20/07/2021,131.1015,19083120,130.004,132.0014,129.1884
21/07/2021,132.6005,14741640,130.787,132.6172,130.6015
22/07/2021,133.3285,13608140,132.65,133.5045,132.4
23/07/2021,137.816,26377740,135.26,138.8085,134.7005
26/07/2021,139.6445,23052460,138.25,139.713,137.651
27/07/2021,136.7965,42163060,140.011,140.011,135.1
28/07/2021,136.3815,54688340,138.562,139.676,136.35
29/07/2021,136.5405,19283340,136.3806,137.1515,136.138
30/07/2021,135.221,23954500,135.511,135.7714,134.8142
02/08/2021,135.9895,20140040,135.4845,136.0205,134.6695
03/08/2021,136.28,19064000,136,136.3355,134.1835
04/08/2021,136.0285,16527140,136.2495,136.538,135.415
05/08/2021,136.94,11871780,136.0285,136.95,135.6
06/08/2021,137.036,13565020,136.295,137.08,136.0465
09/08/2021,138.002,12379560,136.949,138.3215,136.4288
10/08/2021,138.0965,16039080,138.0795,138.5515,137.2265
11/08/2021,137.6895,15209660,138.283,138.8477,137.35
12/08/2021,138.3895,14649400,137.713,138.418,136.779
13/08/2021,138.406,12580580,138.3575,138.674,138.005
16/08/2021,138.916,18050840,138,138.9905,136.1658
17/08/2021,137.3005,21274020,138.191,138.7185,136.7875
18/08/2021,136.57,14934460,137.1155,138.294,136.421
19/08/2021,136.9135,18295920,135.4675,137.452,135.356
20/08/2021,138.437,15566740,137.083,138.6145,136.467
23/08/2021,141.0995,21089680,138.9985,142.177,138.7479
24/08/2021,142.3985,15126260,141.5435,143.0075,141.3535
25/08/2021,142.95,12843060,142.883,143.313,142.4395
26/08/2021,142.123,14922000,142.6185,143.1348,142.0915
27/08/2021,144.5505,24568240,142.1125,145.011,142.02
30/08/2021,145.4695,16915900,144.7045,146.4895,144.6
31/08/2021,145.462,26756420,145.8845,146.112,145
01/09/2021,145.842,15824680,145.65,146.8205,145.6145
02/09/2021,144.219,21855800,145.9495,146.325,144.1065
03/09/2021,144.775,19110480,144.146,145.377,143.505
07/09/2021,145.519,15172600,144.7495,145.824,144.541
08/09/2021,144.8835,15491660,145.3935,145.551,144.2
09/09/2021,144.9135,14798560,144.8835,145.6695,144.434
10/09/2021,141.921,32896620,145.4435,146.019,141.7415
13/09/2021,143.465,20175620,143.201,144.191,142.2825
14/09/2021,143.406,18919140,144.161,144.7275,142.9055
15/09/2021,145.206,20653420,143.759,145.5815,142.256
16/09/2021,144.3735,20298840,145.121,145.2,143.4164
17/09/2021,141.4635,60039820,143.7985,144.2495,141.0615
20/09/2021,139.017,34917720,139.0002,139.3625,137.053
21/09/2021,139.6465,18129380,140.117,140.8116,138.9055
22/09/2021,140.9385,22067800,140.0505,141.5835,139.4718
23/09/2021,141.8265,17276100,141.6095,142.2525,141.0965
24/09/2021,142.633,14949340,140.946,142.9035,140.8505
27/09/2021,141.501,18844080,141.5855,142.5,140.5
28/09/2021,136.184,42189660,139.0885,139.6065,135.7
29/09/2021,134.521,26337220,137.1097,137.3985,134.25
30/09/2021,133.2655,35363980,134.325,135.59,133
01/10/2021,136.4625,28387300,133.5545,137.071,133.3775
04/10/2021,133.765,31529900,135.6995,135.7,131.1665
05/10/2021,136.177,24126740,134,137.362,134
06/10/2021,137.354,19764320,134.6255,137.852,134.4865
07/10/2021,139.1855,18250460,138.863,140.1545,138.563
08/10/2021,140.056,18928420,139.906,140.317,139.4293
11/10/2021,138.8475,16584760,139.8,140.7636,138.8065
12/10/2021,136.713,22535020,139.6375,139.695,136.25
13/10/2021,137.9,16393280,137.75,138.55,136.9765
14/10/2021,141.412,21437560,139.952,141.6515,139.339
15/10/2021,141.675,21253360,142.2,142.2,141.0645
18/10/2021,142.9605,16567200,141.2135,142.9988,141.2135
19/10/2021,143.822,15315840,143.2915,144.107,143.096
20/10/2021,142.415,17939500,144.2225,144.2478,141.912
21/10/2021,142.7805,14849920,142.192,142.8495,141.637
22/10/2021,138.625,30182640,140.351,141.5585,137.1705
25/10/2021,138.773,21081700,138.8105,139.2058,136.7485
26/10/2021,139.672,28258740,140.606,140.8395,139.0055
27/10/2021,146.4275,51850920,139.9025,149.118,139.9025
28/10/2021,146.129,32418060,147.299,147.4245,144.7635
29/10/2021,148.2705,28954500,145.52,148.613,145.1665
01/11/2021,143.774,32272100,148.165,148.3995,143.5795
02/11/2021,145.863,21150580,144.8094,146.9205,144.641
03/11/2021,146.79,17886600,146.275,146.9105,145.0535
04/11/2021,148.683,24700800,147.2,149.95,146.635
05/11/2021,149.241,20408140,149.3535,150.5707,148.652
08/11/2021,149.3515,18388140,150,151.0345,149.12
09/11/2021,149.2485,16875560,149.746,150.3785,147.507
10/11/2021,146.626,22708320,148.0098,148.7,145.325
11/11/2021,146.748,12463100,147.107,148.5023,146.6945
12/11/2021,149.6455,17047660,147.8315,149.8595,146.454
15/11/2021,149.388,16247340,150,150.477,148.6525
16/11/2021,149.076,17254860,149.1705,149.8325,148.35
17/11/2021,149.062,15290820,149.229,149.626,148.563
18/11/2021,150.709,26682400,149.146,151.61,148.9985
19/11/2021,149.9525,19782960,151,151.85,149.8875
22/11/2021,147.0785,24627700,150.1418,150.7445,147.0055
23/11/2021,146.757,18133140,147.113,147.694,144.8895
24/11/2021,146.7175,16464060,146.35,147,145.199
26/11/2021,142.806,16992120,145.0155,145.297,142.4855
29/11/2021,146.114,26276120,144.2985,146.862,144.2985
30/11/2021,142.452,41590520,145.4503,146.6285,142.066
01/12/2021,141.618,28545780,144.2125,146.4991,141.5
02/12/2021,143.7765,21250700,141.824,144.675,140.982
03/12/2021,142.5205,26687480,144.4955,145.213,141.15
06/12/2021,143.7965,22197700,143.574,144.3515,140.647
07/12/2021,148.0365,23258280,145.95,148.3,145.7025
08/12/2021,148.7205,18963940,148.3315,149.1565,147.2
09/12/2021,148.106,18580600,148.176,149.605,147.529
10/12/2021,148.675,21638460,149.1,149.4,147.3575
13/12/2021,146.7045,24103920,148.444,148.5625,146.36
14/12/2021,144.9705,24778800,144.77,145.442,142.2425
15/12/2021,147.3685,27280960,144.366,147.5172,142.7055
16/12/2021,144.8385,27399740,148.077,148.5515,144.0925
17/12/2021,142.803,43404700,142.7145,144.4601,141.788
20/12/2021,142.4015,20263520,140.6796,142.6105,140.25
21/12/2021,144.2205,19551940,143.15,144.6921,141.735
22/12/2021,146.949,18440480,144.1,147.303,143.963
23/12/2021,147.1425,13818680,147.0895,148.5726,146.9508
27/12/2021,148.064,13259320,147.4635,148.4265,147.25
28/12/2021,146.448,18635840,148.3745,148.3745,145.9355
29/12/2021,146.5045,17024720,146.4295,147.1838,145.5045
30/12/2021,146.0025,12977020,146.45,147.0625,145.7585
31/12/2021,144.6795,17297700,145.544,146.365,144.6775
03/01/2022,145.0745,25224500,144.4755,145.55,143.5025
04/01/2022,144.4165,22927780,145.5505,146.61,143.8161
05/01/2022,137.6535,49641520,144.181,144.298,137.5235
06/01/2022,137.551,29049040,137.4975,139.686,136.7635
07/01/2022,137.0045,19408240,137.905,138.2547,135.789
10/01/2022,138.574,34095680,135.099,138.64,133.1405
11/01/2022,140.0175,23501240,138.1805,140.3295,136.8135
12/01/2022,141.648,23641580,141.5545,142.8142,141.112
13/01/2022,139.131,26565080,141.8405,143.1855,138.914
14/01/2022,139.7865,23825920,137.5,141.2005,137.5
18/01/2022,136.2905,27401960,136.6,137.3915,135.617
19/01/2022,135.652,20795280,136.9385,138.3995,135.5
20/01/2022,133.5065,21930560,136.514,137.912,133.1445
21/01/2022,130.092,41919220,133.012,134.7605,130.001
24/01/2022,130.372,55292040,126.0275,130.7785,124.642
25/01/2022,126.7355,36008600,128.4355,129.3385,126.378
26/01/2022,129.24,39630880,130.5925,132.8075,127.1535
27/01/2022,129.121,30285020,131.361,132.6099,128.945
28/01/2022,133.2895,30517560,130,133.3705,128.6945
31/01/2022,135.6985,34055560,134.198,135.8435,132.274
01/02/2022,137.8785,51203200,137.835,138.2,134.5682
02/02/2022,148.0365,89750760,151.8635,152.1,145.5575
03/02/2022,142.6505,56930140,145.295,149.1177,142.205
04/02/2022,143.016,49224400,143.017,144.5352,139.8175
07/02/2022,138.938,44610740,143.709,143.8465,138.699
08/02/2022,139.213,34255040,138.9913,139.8371,136.873
09/02/2022,141.453,28627160,140.8498,142.1755,140.377
10/02/2022,138.6025,33017700,139.5,141.431,138.05
11/02/2022,134.13,38808800,138.75,139.2833,133.2885
14/02/2022,135.3,26792800,133.3655,136.1665,133.302
15/02/2022,136.4255,26577560,137.4715,137.9,135.5395
16/02/2022,137.4875,25609660,136.4305,137.946,134.8236
17/02/2022,132.3085,30968120,136.15,136.8395,132.202
18/02/2022,130.4675,31858600,133.0375,133.824,130.307
22/02/2022,129.4025,38906580,129.985,131.9007,127.741
23/02/2022,127.585,26431280,131.0785,131.749,127.5035
24/02/2022,132.6735,43165080,125,133.037,124.7645
25/02/2022,134.5195,26235860,133.5255,135.389,131.765
28/02/2022,134.891,29675680,133.2845,135.6405,132.8253
01/03/2022,134.168,24639920,134.48,136.111,133.3785
02/03/2022,134.7515,23966740,134.6083,135.6155,133.4325
03/03/2022,134.308,19779300,135.9785,136.7138,133.431
04/03/2022,132.122,24472240,133.3825,134.199,130.4085
07/03/2022,126.4645,39177900,131.904,131.904,126.41
08/03/2022,127.2785,35249560,126.2505,131.2465,125.8608
09/03/2022,133.866,32257440,131.4,134.1985,130.088
10/03/2022,132.682,24265200,131.4625,133.5385,131.401
11/03/2022,130.4755,26599800,133.9995,134.2,130.2965
14/03/2022,126.741,30253860,130.573,131.026,126.413
15/03/2022,129.6605,30292600,127.7415,130.5172,126.568
16/03/2022,133.6905,32058200,131,133.771,129.201
17/03/2022,134.6005,23994380,133.321,134.7395,132.719
18/03/2022,136.8015,45899700,133.884,136.9135,132.932
21/03/2022,136.4785,26632460,136.8475,137.5825,134.6115
22/03/2022,140.2775,29776860,136.5,141.5,136.5
23/03/2022,138.5035,25302320,139.1385,140.025,138.1665
24/03/2022,141.312,20544720,139.2725,141.3965,138.0394
25/03/2022,141.5215,19289080,141.754,141.9595,139.6995
28/03/2022,141.95,23773080,140.6845,141.9765,139.8281
29/03/2022,143.25,28678420,143.1605,144.1625,142.484
30/03/2022,142.6445,21046380,142.87,143.4805,142.168
31/03/2022,139.6495,29516320,142.4485,142.6445,139.619
01/04/2022,140.7,23480020,140.01,140.95,138.797
04/04/2022,143.6425,19084900,140.8245,144.0438,140.8245
05/04/2022,141.063,19255560,143.3995,143.59,140.9435
06/04/2022,137.176,23574600,139.1615,139.8485,136.4181
07/04/2022,136.465,19448540,136.618,137.7015,134.8572
08/04/2022,134.0105,16434480,136.25,136.25,133.7525
11/04/2022,129.7965,24187340,132.9,132.9392,129.6175
12/04/2022,128.3745,23003220,132.4235,132.4235,127.576
13/04/2022,130.286,19542960,128.6265,130.6557,128.4386
14/04/2022,127.253,23483360,130.6495,130.7103,127.1115
18/04/2022,127.961,14917200,127.41,128.712,126.5785
19/04/2022,130.531,22719300,128.077,130.9038,127.4515
20/04/2022,128.2455,22609380,131.284,131.9235,127.8941
21/04/2022,124.9375,30157540,129.35,130.3075,124.65
22/04/2022,119.614,46410300,125,125.452,119.1405
25/04/2022,123.25,34521800,119.4295,123.278,118.7693
26/04/2022,119.506,49393040,122.75,122.75,119.1619
27/04/2022,115.0205,62238120,114.373,117.5,113.1243
28/04/2022,119.4115,36790940,117.115,120.4385,115.1439
29/04/2022,114.9665,33693100,117.578,118.96,114.694
02/05/2022,117.157,30279640,113.9065,117.3395,113.3995
03/05/2022,118.1295,21215740,116.765,119.3,116.627
04/05/2022,122.575,33231460,118.0035,123.143,115.7385
05/05/2022,116.7465,43089040,120.2205,121.2333,115.1825
06/05/2022,115.66,35309480,115.519,117.4985,114.143
09/05/2022,113.084,34520960,113.3035,115.5629,112.5515
10/05/2022,114.5845,31157780,116.0405,116.691,113.3833
11/05/2022,113.961,36501640,113.7105,116.671,113.65
12/05/2022,113.161,41464880,111.938,114.8565,110.1135
13/05/2022,116.5155,29737560,114.8455,118.085,114
16/05/2022,114.7925,23282380,115.384,116.6075,114.335
17/05/2022,116.7015,21576080,117.2275,117.2275,115.3375
18/05/2022,112.401,27982760,115.2375,115.6957,112.142
19/05/2022,110.7455,29191740,111.841,113.5875,110.468
20/05/2022,109.313,37586020,112.0855,112.55,106.373
23/05/2022,111.6665,31558220,110.104,112.0055,109.1543
24/05/2022,105.926,60386380,106.3775,106.395,102.208
25/05/2022,105.8395,37899340,105.142,106.5447,104.2113
26/05/2022,108.296,30287480,106.0505,108.9553,105.488
27/05/2022,112.799,29924420,109.7885,112.868,109.55
31/05/2022,114.039,51301920,113.079,116.4335,112.5725
01/06/2022,114.137,28629280,114.9315,117.399,113.5505
02/06/2022,117.746,27495400,114.188,117.898,113.308
03/06/2022,114.564,24952080,115.9925,116.3645,113.668
06/06/2022,117.0105,23786720,116.7425,119.3985,116.5283
07/06/2022,117.2295,26413540,115.648,117.7486,115.1255
08/06/2022,117.238,22544260,116.8765,118.646,116.6968
09/06/2022,114.918,23141600,116.3415,118.35,114.867
10/06/2022,111.4275,31349740,112.7813,113.497,110.861
13/06/2022,106.8765,36756200,107.446,109.2185,106.5881
14/06/2022,107.194,25480940,106.89,108.4575,106.352
15/06/2022,110.3905,33192020,108.8995,112.063,108.1188
16/06/2022,106.636,35313240,108.1495,109.2905,105.7925
17/06/2022,107.8655,43516660,106.535,109.2495,105.6285
21/06/2022,112.015,39010280,109.702,112.673,109.2935
22/06/2022,112.034,23921720,111.163,113.7695,110.7243
23/06/2022,112.6845,24709720,112.95,113.1965,111.029
24/06/2022,118.538,39122760,113.603,118.6375,113.603
27/06/2022,116.6225,32839300,118.935,119.25,116.0008
28/06/2022,112.5715,28316220,116.351,117.8565,112.444
29/06/2022,112.2565,18627860,112.1485,113.6645,111.554
30/06/2022,109.3725,38046040,110.4995,111.3298,107.31
01/07/2022,109.081,31027880,108.337,109.8064,107.105
05/07/2022,113.887,36429380,107.5145,114.0526,106.2495
06/07/2022,115.2135,28852680,114.092,116.352,112.2505
07/07/2022,119.306,32183940,116.008,119.862,115.534
08/07/2022,120.1685,29082200,117.55,120.435,117.514
11/07/2022,116.5225,26830460,118.65,118.7945,116.2345
12/07/2022,114.8495,24970160,116.8385,117.8495,114.615
13/07/2022,112.187,38958860,112.639,115.157,111.823
14/07/2022,111.44,32365540,110.826,111.9875,109.3255
15/07/2022,112.767,34330760,112.963,114.0005,111.8225
18/07/2022,109.91,33353990,113.44,114.8,109.3
19/07/2022,114.62,30992330,111.73,114.81,110.5
20/07/2022,114.7,26780090,114.06,116.33,113.26
21/07/2022,115.04,27267850,115.09,115.21,111.91
