Date,Open,High,Low,Close/Last,Volume
29/09/2020,212.18,216,211.77,213.56,637356
30/09/2020,212.5,215.77,210.04,213.85,759234
01/10/2020,216,220.8,213.62,219.3,924105
02/10/2020,212.97,220.71,211.8,219.06,1133919
05/10/2020,219.41,228,219,227.26,1492359
06/10/2020,226.5,235.38,226.355,232.49,2025217
07/10/2020,231.9,240.33,229.01,236.6,1825412
08/10/2020,236.6,239,232.6833,237.57,1593025
09/10/2020,236.98,240,234.55,236.45,1131263
12/10/2020,240,246.51,239,245.55,1624929
13/10/2020,246.05,249.54,242.6,246.95,1293808
14/10/2020,246.9,251.18,240.5071,243.11,923578
15/10/2020,237.153,247.8,235.01,246.31,919788
16/10/2020,248,248.05,243.23,243.95,769926
19/10/2020,245,248.44,240.37,242.09,729208
20/10/2020,242,245,230.695,231.68,1317341
21/10/2020,233.55,233.78,220.29,220.81,1397705
22/10/2020,222.32,223.6,215.785,216.55,1155417
23/10/2020,218.56,219.83,214.6906,219.51,1969743
26/10/2020,220.67,225.44,216.4101,219.2,1017442
27/10/2020,223.01,224.3,219.735,221.33,830712
28/10/2020,221.88,223.435,216.5,221.35,958512
29/10/2020,223.68,226.19,217.02,218.35,959277
30/10/2020,218,219.06,207.39,209.83,1002479
02/11/2020,210.005,212.43,200.62,203.86,1242466
03/11/2020,204.41,210.388,202.56,208.5,1091519
04/11/2020,217.78,230,217.01,228.82,1824604
05/11/2020,232.99,234.28,226,233.19,1319927
06/11/2020,233.38,237.52,226.4,233.26,945830
09/11/2020,219.29,228.98,209.53,217.39,1501355
10/11/2020,218.38,218.85,203.42,213.34,1374474
11/11/2020,217.03,220.99,216.16,219.41,665321
12/11/2020,222.27,226.93,220.4458,224.26,695294
13/11/2020,224.94,226.89,218.5,221.8,933867
16/11/2020,214.6,224.903,214.015,222.77,1100344
17/11/2020,224.17,229.18,223.2001,226.33,668479
18/11/2020,227.26,230.08,220.135,223.84,924279
19/11/2020,223.84,237.27,222.52,232.45,1181492
20/11/2020,237.98,241.9,232.61,232.65,1385189
23/11/2020,234.98,234.98,224.09,227.83,1808258
24/11/2020,230,231.79,226.3,229.52,1166597
25/11/2020,230.75,239.7,230.75,237.67,965355
27/11/2020,240,241.97,235.17,236.04,904374
30/11/2020,239,246.64,236.525,245.04,2218864
01/12/2020,244.12,244.27,235.14,236.99,1496701
02/12/2020,234.69,235.095,227.3,230.21,1768503
03/12/2020,246.39,258.7528,239.3,242.35,4154423
04/12/2020,241.27,245.6,238.59,240.98,1327082
07/12/2020,243.769,247.87,240.01,246.05,1113003
08/12/2020,245,254.07,244.9,251.13,1090464
09/12/2020,249.15,249.86,230.0701,232.38,2804967
10/12/2020,231.93,250.32,231,247.79,2245792
11/12/2020,247.98,252.99,243.6501,252.35,1484504
14/12/2020,253.22,255.99,248.29,251.54,1909216
15/12/2020,253.5,266.24,252.4074,255.15,2135217
16/12/2020,255,262.42,252.21,259.93,2396611
17/12/2020,262.609,273.23,262,271.37,2596880
18/12/2020,274.749,274.99,266.12,271.81,5752060
21/12/2020,271,278.99,269.33,275.54,1694529
22/12/2020,277.225,285.91,275,285.6,1746232
23/12/2020,287,287.35,272.27,272.52,1670933
24/12/2020,276.16,280.615,273.77,275.6,713557
28/12/2020,278.79,280,262.375,262.75,1504644
29/12/2020,265.78,267.13,258.42,261.75,1429579
30/12/2020,261.82,263.18,258.9,260.52,1228987
31/12/2020,261.53,261.833,253.68,254.26,1604235
04/01/2021,257.35,259.59,246.03,250.67,2186998
05/01/2021,245.23,251.25,242.5,249.55,2588132
06/01/2021,241.84,246.5,238.8184,239.72,1773448
07/01/2021,244,251.69,243.255,250.83,1406322
08/01/2021,251.64,254.76,247.34,253.12,1628128
11/01/2021,251.413,253.679,245.2,252.2,1420604
12/01/2021,254.58,257.99,253.1376,256.14,1149911
13/01/2021,260.33,262.05,255.41,256.6,1052864
14/01/2021,260,262.68,255.71,259.11,1028902
15/01/2021,260.99,263.82,251.52,252.99,1178486
19/01/2021,255.52,262.29,253.51,260.84,1049021
20/01/2021,265,265.3,259.36,264.09,998337
21/01/2021,265.99,266.1287,259.81,262.24,1024858
22/01/2021,264.48,265.2112,259.88,264,1049523
25/01/2021,267.95,270.99,255.5,263.46,1492751
26/01/2021,264.78,264.89,254.76,257.48,1471817
27/01/2021,253.44,257.3703,246.01,251.33,1374219
28/01/2021,251.13,261.55,250.51,258.48,1157123
29/01/2021,254.92,260.3,252.66,259.01,1025671
01/02/2021,260.71,267.3899,259,266.37,846774
02/02/2021,266.93,276.87,266.42,276.33,979305
03/02/2021,276,277.8,270.34,276.25,978857
04/02/2021,277.69,284,276.45,283.62,1031953
05/02/2021,282.27,284.37,278.74,282.94,813836
08/02/2021,283.29,286,280.0184,281.15,772258
09/02/2021,281.34,287.9548,279.33,279.89,1166370
10/02/2021,281,289.98,278.6,286.5,973466
11/02/2021,289.38,292.19,285.2507,286.64,646820
12/02/2021,286.8959,294,283.2032,291.78,724531
16/02/2021,292.235,292.5,281.33,285.07,815939
17/02/2021,279.45,284.6,275.1879,284.09,652906
18/02/2021,280.08,286.62,273.96,284.64,862755
19/02/2021,286.78,290.6,283.95,288.36,958655
22/02/2021,283,285.34,273.09,274.47,952237
23/02/2021,263.83,271.35,252,270.58,1387272
24/02/2021,267.99,270.66,259.4381,269.9,840022
25/02/2021,267.73,273.185,255.33,256.28,1105373
26/02/2021,264.51,266.2094,255.26,261.45,1327842
01/03/2021,269.66,271.505,262.085,269.81,1162208
02/03/2021,274.11,280.0986,257.47,259.06,1393332
03/03/2021,256.42,258.92,238.5,241.22,3325016
04/03/2021,220,239.51,218,226.22,9011479
05/03/2021,228.5,228.51,199.0801,215.96,6903123
08/03/2021,217,220.8,207,208.51,2701977
09/03/2021,218.99,224.14,215.7982,219.98,2190954
10/03/2021,232.5,232.5,221.74,225.21,2520826
11/03/2021,234.43,244.5652,232.8212,239.21,3150405
12/03/2021,234.28,236.25,221.16,227,2586434
15/03/2021,226.41,228.75,222,228.72,1782375
16/03/2021,230.99,232.98,222.15,227,1917615
17/03/2021,224.32,229.81,218.55,224.89,1750603
18/03/2021,221.94,221.94,208.2,209.04,2533552
19/03/2021,210.15,215.16,208.51,213.53,1887922
22/03/2021,217.4,224.83,217,222.5,1800580
23/03/2021,225,228.55,221.59,225.62,1150003
24/03/2021,226,227.97,217.64,218.59,1661586
25/03/2021,214.25,221.35,212.1465,217.61,1279515
26/03/2021,218,218.26,206.535,212.45,1959397
29/03/2021,212.01,217.74,210.93,215.82,1595155
30/03/2021,212.67,215.18,208.9,213.55,1681071
31/03/2021,217.13,225.29,215.8001,220.43,1604667
01/04/2021,225.99,232.75,225.665,229.7,1807995
05/04/2021,231.05,231.94,226.45,226.83,1266105
06/04/2021,226.28,232.07,224.61,228.55,1472105
07/04/2021,228.99,228.99,220.14,222.56,1781579
08/04/2021,227.7,242.88,227.3201,238.48,4077391
09/04/2021,241.3,246.42,235.765,244.26,2620141
12/04/2021,241.25,251.85,240.7901,248.96,2553877
13/04/2021,251.99,267.21,251.92,265.32,2697905
14/04/2021,264.81,268.14,258.77,259.91,1863978
15/04/2021,263.64,276.98,262.7,274.25,2184036
16/04/2021,273.71,273.8,264.68,269.98,2028353
19/04/2021,268.47,274.14,263.8,266.01,1096073
20/04/2021,263.68,268.81,261.24,265.8,980705
21/04/2021,262,277.07,260.6,274.54,1933921
22/04/2021,275.6,287.44,274.24,274.96,2574770
23/04/2021,276.48,282.73,276.38,279.3,1170819
26/04/2021,278.13,285.735,277.892,285.35,875526
27/04/2021,284,286.26,279.5701,283,861255
28/04/2021,282.68,285.09,278.1586,281.84,877537
29/04/2021,282.99,282.99,271,273.62,1579611
30/04/2021,269.15,276.775,268.11,269.7,1345541
03/05/2021,269.95,270.4599,255.54,255.92,2173226
04/05/2021,250.054,250.61,235.38,244.07,3219966
05/05/2021,246.98,249.3795,240.38,242.06,1088285
06/05/2021,241.24,241.54,230.43,234.39,2483455
07/05/2021,241.99,245.28,235.5418,237.27,1463529
10/05/2021,236.1,236.54,228.9,230.75,1439687
11/05/2021,219.45,240.53,218.55,237.9,2463363
12/05/2021,233.4,234.75,221.4694,225.6,2475907
13/05/2021,229.94,234.28,218.63,221.96,1944018
14/05/2021,227.64,231.3,223.28,229.25,1494551
17/05/2021,226.78,230.63,222.045,224.94,1505447
18/05/2021,228.08,232.2549,224.89,227.35,1334289
19/05/2021,222.7,230,221.1,228.42,1125034
20/05/2021,230.5,234.55,229.18,234.03,1387808
21/05/2021,239.12,243.19,238.09,238.31,1746170
24/05/2021,240.35,243.61,239.55,242.56,1299140
25/05/2021,242.79,245,239.13,244.15,1549999
26/05/2021,246.12,248,242.025,246.53,2389379
27/05/2021,226.89,229.67,215.62,222.4,10042560
28/05/2021,223.53,225.85,219.33,222.44,2993209
01/06/2021,223.1,223.595,216.73,218.64,2565031
02/06/2021,218,221.7,214.5,215.75,2012778
03/06/2021,215.11,216.9999,209.65,210.72,2947328
04/06/2021,213,215.69,212.25,213.36,1696945
07/06/2021,213.05,217.15,210.86,216.44,1935478
08/06/2021,217.08,221.97,214.5,217.3,1507926
09/06/2021,219.65,220.76,216.1,217.16,1298828
10/06/2021,216.01,222.14,215,222.12,1721775
11/06/2021,220.89,226.78,219,226.38,1684770
14/06/2021,226.79,231.82,225.71,227.79,2126348
15/06/2021,227.03,230,223.772,224.36,1220255
16/06/2021,225.26,227.36,219.24,223.22,2891647
17/06/2021,223,233.75,222,232.16,2917704
18/06/2021,233.4,242.6,232.4212,239.26,4426312
21/06/2021,238.4,239.06,232.32,233.18,1908094
22/06/2021,235.14,242,234.56,241.36,1930823
23/06/2021,241.79,245.205,240.5,242.49,1006737
24/06/2021,245,249,244,244.98,1120437
25/06/2021,246.81,246.9,241.63,246.13,1858480
28/06/2021,247.99,250.68,246.78,247.41,936978
29/06/2021,248.04,249.58,245.39,248.04,941060
30/06/2021,248.86,248.98,243.6,244.68,1148484
01/07/2021,243.75,246,239.5,240.74,1613687
02/07/2021,243,244.37,240.89,242.56,973693
06/07/2021,243.76,252.71,243.19,249.54,1566786
07/07/2021,252.49,253.64,248.1,250.27,1015271
08/07/2021,244.884,251.65,243.14,251.26,1368425
09/07/2021,247.22,252.1,244.12,251.84,1449688
12/07/2021,254.315,256.61,245.18,245.55,1799570
13/07/2021,248.46,252.3999,246.2001,249.09,1719304
14/07/2021,250,251.31,241.97,242.1,1082979
