Date,Open,High,Low,Close,Volume,Average Score,7 MA
24/09/2020,102.67,107.63,102.5,105.64,167743349,0.73,0.85
28/09/2020,112.27,112.58,110.1,112.22,136441425,0.984,0.879
29/09/2020,111.82,112.57,110.87,111.37,98636389,0.561,0.835
06/10/2020,84.75,86.42,84.31,85.95,165423144,0.996,0.967
08/10/2020,109.92,111.07,107.38,110.04,212403424,0.991,0.967
09/10/2020,117.5,117.63,109.82,110.79,182274391,0.982,0.714
11/10/2020,112.99,114.99,111.61,113.41,133345001,0.993,0.607
12/10/2020,117.84,121.13,117.49,120.51,81312170,0.991,0.936
13/10/2020,122.29,122.41,116.8,118.22,260497701,-0.05,0.744
16/10/2020,118.39,118.66,115.98,116.19,115393808,0.989,0.79
20/10/2020,113.43,116.15,112.88,114.71,124423728,0.979,0.792
21/10/2020,113.89,115.88,113.68,114.09,89945980,0.994,0.794
22/10/2020,114.65,115.23,111.86,113,101354341,0.202,0.681
23/10/2020,113.62,113.78,111.56,112.3,82572645,0.994,0.68
26/10/2020,111.3,113.78,110.19,112.31,109974392,0.997,0.826
27/10/2020,112.74,114.49,111.81,113.82,90967291,0.971,0.824
28/10/2020,112.31,112.68,108.46,108.55,142355296,0.956,0.821
29/10/2020,109.7,114.15,109.53,112.58,146129173,0.986,0.819
30/10/2020,108.42,109.32,105.16,106.27,190573476,0.378,0.845
08/11/2020,109.3,109.81,106.51,106.77,185915844,0.998,0.969
09/11/2020,111.84,112.49,107.38,109.33,180860325,0.78,0.683
11/11/2020,114.6,116.98,113.87,116.85,112294954,0.988,0.611
12/11/2020,119.72,120.05,117.88,119.7,86939786,0.997,0.937
13/11/2020,116.8,117.03,115.26,116.62,81688586,0.992,0.612
23/11/2020,114.59,115.02,111.23,111.33,125934410,0.993,0.774
25/11/2020,112.99,114.17,112.62,113.46,76499234,0.865,0.757
30/11/2020,114.38,118.29,114.23,116.42,169410176,0.06,0.836
05/12/2020,77.42,77.88,75.74,75.86,162301052,0.997,0.941
10/12/2020,117.2,122.2,116.45,121.44,236262242,0.653,0.831
14/12/2020,119.89,120.62,118.85,119.09,79075988,-0.1,0.782
15/12/2020,121.59,125.07,121.38,125.05,157572262,0.217,0.704
16/12/2020,124.59,125.53,123.76,124.98,98208591,0.923,0.715
17/12/2020,126.05,126.71,125.21,125.85,94359811,-0.002,0.573
21/12/2020,122.26,125.47,120.72,125.39,121251553,-0.883,0.034
22/12/2020,128.7,131.43,126.78,128.96,169351825,0.971,0.03
23/12/2020,129.24,129.5,127.89,128.06,87689496,0.99,0.186
24/12/2020,128.42,130.51,128.2,129.05,54930064,-0.064,0.145
28/12/2020,131.03,134.3,130.56,133.67,124486237,0.507,0.229
29/12/2020,135,135.72,131.37,131.89,120520930,0.875,0.485
30/12/2020,132.58,132.98,130.45,130.76,96452124,0.914,0.742
02/01/2021,130.79,132.39,128.03,131.17,105920089,0.991,0.661
03/01/2021,121.19,125.29,120.25,125.15,116307892,0.782,0.554
04/01/2021,121.11,121.62,119.96,120.46,75089134,0.721,0.592
06/01/2021,122.7,122.97,121.59,121.92,67637118,0.743,0.586
07/01/2021,134.01,134.72,133.18,134.66,52485781,0.749,0.63
09/01/2021,150.15,152.27,149.67,149.84,79894928,0.507,0.544
10/01/2021,139.41,140.42,136.67,140.15,93898379,0.663,0.553
11/01/2021,146.38,147.08,145.21,146.35,73492793,0.471,0.486
12/01/2021,164.79,167.56,161.88,162.12,148754266,0.464,0.635
13/01/2021,125.91,128.54,125.65,128,88172900,0.156,0.755
14/01/2021,127.91,128.1,125.91,126.06,90221755,0.998,0.781
15/01/2021,125.93,127.34,124.19,124.33,111598531,0.86,0.774
19/01/2021,124.95,125.86,124.13,125,89857877,0.239,0.729
20/01/2021,125.81,129.56,125.71,129.11,103818252,0.855,0.72
21/01/2021,130.84,136.58,130.64,133.84,120529544,0.067,0.707
22/01/2021,133.27,136.76,132.03,135.99,114459360,0.995,0.707
25/01/2021,139.91,141.88,133.52,139.76,156955243,0.61,0.548
26/01/2021,140.42,141.11,138.24,139.99,98390555,0.958,0.549
27/01/2021,140.26,141.11,137.3,138.92,140843759,0.996,0.657
28/01/2021,136.43,138.85,133.68,134.06,140350959,0.524,0.61
29/01/2021,132.83,133.72,127.33,129.04,177523812,0.432,0.662
02/02/2021,132.73,133.3,131.63,132,82321579,0.371,0.697
03/02/2021,125.76,126.06,122.43,122.54,102260945,0.813,0.611
06/02/2021,121.92,122.86,121.69,122.68,58847659,0.594,0.587
07/02/2021,135.28,137.34,135.13,137.3,78945572,0.638,0.639
08/02/2021,143.58,144.16,142.49,142.76,62738871,0.637,0.538
09/02/2021,151.17,152.01,149.73,150.96,70831215,0.521,0.512
11/02/2021,146.06,148.91,146.05,147.39,69032831,0.593,0.481
12/02/2021,156.18,161.56,155.26,161.13,136341329,0.092,0.508
16/02/2021,132.69,133.2,130.05,130.44,80576316,0.766,0.798
17/02/2021,128.54,129.49,126.8,128.14,98085249,0.857,0.797
18/02/2021,126.53,127.31,124.78,127.03,96856748,0.176,0.68
19/02/2021,127.55,128.01,126.14,127.19,87668834,0.067,0.549
22/02/2021,125.37,127.04,123.01,123.4,103916419,0.416,0.534
23/02/2021,121.2,124.09,115.95,123.26,158273022,0.271,0.463
24/02/2021,122.36,122.97,119.71,122.76,111039904,0.497,0.412
25/02/2021,122.11,123.85,118.05,118.49,148199540,0.709,0.488
26/02/2021,120.06,122.27,118.7,118.76,164560394,0.599,0.564
02/03/2021,132.76,132.77,130.66,130.98,89880937,0.925,0.742
03/03/2021,122.23,123.11,119.32,119.54,111513849,0.159,0.595
05/03/2021,129.31,131.3,129.11,129.8,75135100,0.458,0.403
06/03/2021,122.31,122.48,120.79,121.19,75331115,0.712,0.596
08/03/2021,143.04,145.23,142.42,144.56,64786618,0.672,0.567
09/03/2021,151.07,151.92,150.41,151.6,57866066,0.134,0.459
11/03/2021,147.76,149.31,147.2,148.84,54003704,0.699,0.5
12/03/2021,161.38,162.31,157.15,159.24,117715751,0.554,0.529
15/03/2021,118.9,121.44,117.93,121.43,91641641,0.651,0.718
16/03/2021,123.1,124.59,122.14,122.98,114737887,0.462,0.696
17/03/2021,121.49,123.26,119.81,122.18,111434831,0.233,0.633
18/03/2021,120.34,120.64,117.84,118.04,121469755,0.729,0.633
19/03/2021,117.42,118.92,117.2,117.51,185549522,0.516,0.603
22/03/2021,117.85,121.31,117.78,120.84,111912284,0.579,0.443
23/03/2021,120.78,121.67,119.62,120.01,95243836,0.637,0.468
24/03/2021,120.28,120.36,117.59,117.61,87949436,0.458,0.5
25/03/2021,117.07,119.15,116.54,118.1,98844681,0.782,0.508
26/03/2021,117.86,118.97,116.46,118.71,94071234,0.709,0.535
29/03/2021,119.14,120.05,118.24,118.88,80819203,0.492,0.615
30/03/2021,117.63,117.92,116.41,117.42,84778972,0.406,0.582
31/03/2021,119.14,120.97,118.65,119.63,118323826,0.583,0.6
01/04/2021,130.57,130.66,123.96,126.55,143301887,0.963,0.733
02/04/2021,133.29,134.36,131.61,134.35,84183061,0.999,0.748
03/04/2021,119.24,121.05,116.17,117.65,178154975,0.826,0.642
05/04/2021,128.48,128.77,124.08,125.21,137564718,0.431,0.392
06/04/2021,121.71,123.76,121.5,123.5,74505841,0.525,0.554
08/04/2021,144.47,144.98,143.5,144.16,56368271,0.393,0.557
10/04/2021,139.28,139.72,135.85,136.7,97898428,0.513,0.476
11/04/2021,148.92,149.76,148,148.32,60056640,0.547,0.506
13/04/2021,129.71,131.88,129.21,131.65,91266545,0.565,0.472
14/04/2021,132.15,132.21,128.94,129.3,87222782,0.499,0.471
15/04/2021,131.06,132.21,130.88,131.72,89347102,0.622,0.531
16/04/2021,131.53,131.89,130.53,131.39,84922386,0.521,0.534
19/04/2021,130.75,132.67,130.59,132.06,94264215,0.343,0.533
20/04/2021,132.23,132.73,129.09,130.36,94812349,0.635,0.543
21/04/2021,129.63,130.99,128.59,130.74,68847136,0.182,0.498
22/04/2021,130.29,131.38,128.7,129.22,84566456,0.497,0.48
23/04/2021,129.43,132.33,129.43,131.55,78756779,0.721,0.509
26/04/2021,132.05,132.27,130.8,131.94,65335049,0.482,0.468
27/04/2021,132.22,132.61,131.34,131.62,66015804,0.505,0.45
28/04/2021,131.54,132.23,130.33,130.82,107760097,0.607,0.51
29/04/2021,133.65,134.24,129.72,130.72,151100953,0.517,0.513
30/04/2021,129.06,130.8,128.36,128.75,109839466,0.213,0.441
01/05/2021,126.04,128.83,125.59,128.11,96942904,0.821,0.86
02/05/2021,134.51,134.58,133.05,133.94,75693830,0.767,0.716
03/05/2021,118.48,119.42,115.14,118.91,153766601,0.73,0.645
04/05/2021,121.31,123.56,120.53,123.3,87551744,0.734,0.658
05/05/2021,126.53,127.76,125.33,125.45,84000900,0.638,0.397
08/05/2021,144.19,145.03,143.39,144.27,46397674,0.224,0.513
10/05/2021,137.05,139.75,136.92,138.64,80568717,0.387,0.465
11/05/2021,149.45,149.75,147.65,148.85,65275966,0.499,0.536
13/05/2021,122.21,123.75,121.9,122.6,105861339,0.67,0.513
14/05/2021,123.85,125.46,123.46,125.03,81163792,0.46,0.507
17/05/2021,124.41,124.52,122.79,123.87,73810407,0.463,0.407
18/05/2021,124.16,124.58,122.41,122.48,62455311,0.642,0.486
19/05/2021,120.82,122.54,120.53,122.32,90595813,0.429,0.517
20/05/2021,122.85,125.29,122.72,124.89,76857123,0.449,0.485
21/05/2021,125.39,125.57,122.83,123.05,79295436,0.483,0.488
24/05/2021,123.62,125.51,123.55,124.69,62823701,0.499,0.441
25/05/2021,125.39,125.88,123.92,124.49,72009482,0.584,0.433
26/05/2021,124.54,124.97,124.02,124.44,54464024,0.655,0.465
27/05/2021,124.04,125.22,122.7,122.9,93505088,0.818,0.518
28/05/2021,123.18,123.41,122.18,122.24,71311109,0.517,0.523
01/06/2021,124.9,128.15,123.59,123.8,155087970,0.906,0.846
04/06/2021,123.89,124.5,123.06,123.6,80171253,0.574,0.682
05/06/2021,125.25,127.07,124.5,127.06,78128334,0.655,0.416
07/06/2021,137.41,140.43,137.41,139.32,108058862,0.318,0.579
08/06/2021,143.79,144.53,143.08,143.58,54126813,0.402,0.515
10/06/2021,137.03,139.66,135.95,139.51,82621764,0.351,0.488
12/06/2021,161.65,165.18,161.64,162.66,106617239,0.55,0.51
14/06/2021,125.39,128.06,124.66,128,96906490,0.537,0.596
15/06/2021,127.47,128.12,126.93,127.18,62273981,0.674,0.605
16/06/2021,127.89,128.4,126.02,127.68,91339351,0.792,0.601
17/06/2021,127.33,130.03,127.19,129.29,96721669,0.688,0.64
18/06/2021,128.23,129.01,127.77,127.98,108953309,0.793,0.67
21/06/2021,127.83,129.9,126.76,129.79,79421396,0.589,0.601
22/06/2021,129.62,131.53,129.12,131.44,74475383,0.742,0.611
23/06/2021,131.23,131.77,130.7,131.16,60214200,0.581,0.581
24/06/2021,131.9,132.08,130.41,130.88,68359872,0.689,0.581
25/06/2021,130.93,131.35,130.29,130.58,70783746,0.576,0.55
28/06/2021,130.88,132.68,130.82,132.22,61910976,0.796,0.69
29/06/2021,132.24,133.9,131.8,133.74,63671672,0.298,0.627
30/06/2021,133.58,134.8,133.29,134.36,63261393,0.542,0.621
01/07/2021,125.52,128.72,125.03,128.02,108247276,0.543,0.851
04/07/2021,123.23,125.28,122.56,125.26,83466716,0.506,0.671
05/07/2021,128.36,128.77,127.02,127.74,78973273,0.502,0.458
06/07/2021,123.77,123.92,122.46,123.51,70340619,0.647,0.636
07/07/2021,140.81,142.14,139.95,141.82,104465976,0.512,0.575
09/07/2021,152.26,154.51,151.69,153.95,81667653,0.584,0.508
10/07/2021,140.55,141.69,140.22,140.78,61405239,0.475,0.486
12/07/2021,166.36,168.82,165.63,168.43,120405352,0.529,0.53
13/07/2021,141.29,144.66,140.9,142.87,100827099,0.412,0.463
14/07/2021,145.29,146.73,144.88,146.32,127050785,0.548,0.468
15/07/2021,146.41,147.15,144.3,145.66,106820297,0.651,0.549
16/07/2021,145.64,146.92,143.11,143.61,92858286,0.648,0.576
19/07/2021,141.02,141.33,138.98,139.74,121434571,0.628,0.562
20/07/2021,140.74,144.31,140.24,143.37,95244324,0.432,0.564
21/07/2021,142.77,143.35,141.88,142.64,74993460,0.506,0.558
22/07/2021,143.16,145.38,143.04,144.01,77338156,0.571,0.547
23/07/2021,144.75,145.89,144.13,145.74,71447416,0.637,0.545
26/07/2021,145.45,146.98,144.89,146.16,71514639,0.516,0.582
27/07/2021,146.29,146.38,142.79,143.98,98534796,0.467,0.587
28/07/2021,142.06,144.18,139.83,142.23,118931191,0.467,0.582
29/07/2021,141.94,143.77,141.83,142.87,56699475,0.532,0.576
30/07/2021,141.64,143.55,141.37,143.09,70440626,0.386,0.54
01/08/2021,129.5,129.7,127.35,129.13,105158245,0.947,0.862
02/08/2021,133.22,134.13,132.13,134.08,71137698,0.494,0.791
03/08/2021,118.43,118.5,113.81,113.96,154376610,0.48,0.594
04/08/2021,126.29,127.7,125.87,127.67,88844591,0.202,0.597
06/08/2021,124.2,126.02,123.81,124.33,74403774,0.616,0.618
07/08/2021,138.89,141.32,137.99,140.52,105317116,0.083,0.479
09/08/2021,154.23,154.29,151.28,152.39,74099374,0.287,0.477
10/08/2021,141.51,141.65,140.06,140.4,58566686,0.464,0.457
11/08/2021,148.97,149.13,147.74,148.02,54753483,0.776,0.589
12/08/2021,169.36,173.13,167.95,172.26,116385861,0.44,0.526
13/08/2021,146.36,146.83,145.67,146.49,59375009,0.403,0.504
16/08/2021,145.93,148.54,143.9,148.47,103558782,0.413,0.456
17/08/2021,147.6,149.02,146.48,147.56,91713192,0.683,0.461
18/08/2021,147.18,148.08,143.59,143.8,84585569,0.164,0.396
19/08/2021,142.49,145.41,141.97,144.13,85916703,0.254,0.383
20/08/2021,144.86,145.9,144.21,145.59,59545586,0.416,0.385
23/08/2021,145.71,147.56,145.3,147.09,59080596,0.443,0.501
24/08/2021,146.83,148.22,146.54,147,48483941,0.624,0.492
25/08/2021,147.19,147.69,145.21,145.76,58871490,0.564,0.55
26/08/2021,145.75,146.51,144.93,144.96,48242838,0.743,0.619
27/08/2021,144.9,146.14,144.26,146,55130670,0.504,0.632
30/08/2021,146.39,150.8,146.01,150.44,90935977,0.566,0.567
31/08/2021,149.99,150.12,148.64,149.17,86333932,0.519,0.552
02/09/2021,133.8,135.03,133.04,133.2,76774213,0.302,0.693
03/09/2021,116.57,119.54,116.34,118.58,129525780,0.615,0.565
04/09/2021,127.12,130.29,126.8,130.25,106686703,0.5,0.576
06/09/2021,124.79,125.32,124.12,124.72,55584187,0.814,0.65
07/09/2021,140.04,142.88,139.94,142.35,99890800,0.457,0.454
08/09/2021,143.64,144.13,142.97,143.53,48908689,0.414,0.458
09/09/2021,152.77,153.38,151.25,151.37,56205329,0.79,0.515
11/09/2021,147.78,148.99,147.65,148.38,56573449,0.526,0.579
12/09/2021,172.1,173.91,171.12,171.75,108705546,0.537,0.59
13/09/2021,147.99,148.77,146.14,146.93,95129792,0.153,0.413
14/09/2021,147.72,148.42,144.34,145.53,109038136,0.341,0.378
15/09/2021,145.96,146.82,143.81,146.42,81629656,0.358,0.388
16/09/2021,145.84,146.36,144.64,146.18,67882103,0.392,0.332
17/09/2021,146.21,146.21,143.21,143.5,129814894,0.432,0.328
20/09/2021,141.28,142.3,138.8,140.44,123039667,0.304,0.345
21/09/2021,141.41,142.07,140.28,140.92,75167095,0.49,0.367
22/09/2021,141.92,143.87,141.18,143.3,75476410,0.204,0.345
23/09/2021,144.08,144.5,143.09,144.26,64589748,0.278,0.328
24/09/2021,143.11,144.89,143.01,144.35,53194322,0.692,0.365
27/09/2021,142.92,143.4,141.3,142.82,74131810,0.603,0.532
28/09/2021,140.74,142.21,139.21,139.42,108444422,0.465,0.529
29/09/2021,139.97,141.92,139.54,140.33,74299723,0.191,0.527
30/09/2021,141.14,141.85,138.81,139.02,88765409,0.49,0.557
02/10/2021,133.66,134.16,131.62,132.59,72647988,0.865,0.763
03/10/2021,119.18,119.65,116.98,117.5,111943326,0.678,0.639
05/10/2021,126.95,127.08,124.4,124.44,87457656,0.668,0.62
06/10/2021,124.61,125.76,123.55,123.71,70606505,0.418,0.608
08/10/2021,143.87,145.12,142.75,143.05,69023081,0.642,0.454
09/10/2021,152.28,152.76,146.1,146.36,140155940,0.459,0.562
11/10/2021,147.61,147.71,145.47,145.54,65070159,0.256,0.516
12/10/2021,172.39,176.74,171.88,176.56,112749865,0.594,0.595
13/10/2021,138.76,138.92,136.76,138.44,77572276,0.045,0.329
14/10/2021,139.62,141.36,139.03,141.24,67204566,0.615,0.349
15/10/2021,141.25,142.36,141,142.3,67681353,0.423,0.343
18/10/2021,140.93,144.27,140.65,143.98,82914914,0.561,0.408
19/10/2021,144.43,146.56,143.98,146.15,74778881,0.39,0.379
20/10/2021,146.1,147.13,145.53,146.65,58085532,0.648,0.447
21/10/2021,146.2,147.02,145.28,146.86,61247633,0.389,0.496
22/10/2021,147.07,147.55,146.04,146.09,58703843,0.337,0.456
25/10/2021,146.08,146.75,145.04,146.04,50376102,0.626,0.507
26/10/2021,146.71,148.2,146.4,146.7,60630899,0.63,0.541
27/10/2021,146.74,147.11,145.89,146.24,55786500,0.566,0.529
28/10/2021,147.2,150.48,147.1,149.9,95522214,0.507,0.546
29/10/2021,144.64,147.31,143.85,147.18,120521424,0.286,0.539
02/11/2021,133.09,133.57,131.01,132.34,63734349,0.997,0.773
03/11/2021,120.01,120.67,118.76,119.44,103026514,0.727,0.625
05/11/2021,121.15,123.87,120.44,123.52,125668247,0.092,0.572
06/11/2021,124.13,125.02,123.7,124.93,52839952,0.586,0.616
08/11/2021,143.49,144.15,142.98,143.31,48493463,0.619,0.486
10/11/2021,139.78,142.27,139.33,140.31,64254640,0.598,0.404
11/11/2021,146.56,147.03,145.31,145.49,40840550,0.763,0.547
15/11/2021,147.95,149.44,147.03,147.59,55985956,0.82,0.488
16/11/2021,147.53,149.05,146.94,148.57,58616372,0.555,0.493
17/11/2021,148.57,152.51,148.56,151.02,88107637,0.358,0.507
18/11/2021,151.24,156.12,150.59,155.33,137214082,0.476,0.466
19/11/2021,155.11,158.43,154.01,157.97,116744360,0.458,0.48
22/11/2021,159.08,163.03,158.41,158.43,116197266,0.664,0.588
23/11/2021,158.53,159.2,156.5,158.81,95434007,0.45,0.573
24/11/2021,158.16,159.53,157.07,159.33,69463623,-0.019,0.519
26/11/2021,157,157.87,153.84,154.29,76083252,0.407,0.584
29/11/2021,156.81,158.6,156.24,157.66,87418284,0.598,0.574
30/11/2021,157.41,162.86,157.35,162.64,169984434,0.39,0.566
01/12/2021,125.66,126.82,124.05,125.95,90440255,0.918,0.871
02/12/2021,131.58,132.73,130.93,132.57,60145130,0.982,0.771
03/12/2021,117.91,118.67,116.7,118.53,88105050,0.73,0.625
04/12/2021,129.78,130.11,127.93,128.53,91419983,0.691,0.473
05/12/2021,121.06,122.27,119.93,120.44,112172282,0.212,0.511
07/12/2021,143.43,143.54,141.26,141.76,76299719,0.622,0.449
08/12/2021,143.63,146.44,143.29,146.28,73779113,0.345,0.504
10/12/2021,140.72,140.74,138.57,139.03,71977582,0.17,0.373
11/12/2021,146.04,147.98,145.11,147.58,63245197,0.359,0.527
13/12/2021,178.2,179.2,172.71,172.91,150646373,0.623,0.577
14/12/2021,172.43,174.88,169.44,171.53,132804392,0.487,0.571
15/12/2021,172.29,176.61,169.54,176.42,124270351,0.37,0.561
16/12/2021,176.4,178.23,168,169.49,148691636,0.292,0.526
17/12/2021,167.2,170.68,166.96,168.39,194409928,0.474,0.509
20/12/2021,165.57,167.84,164.77,167.02,105925359,0.227,0.352
21/12/2021,168.8,170.41,166.4,170.21,85114809,0.75,0.39
22/12/2021,170.26,173.03,169.38,172.81,90665524,0.6,0.423
23/12/2021,173.02,174,172.45,173.44,68356567,0.706,0.482
27/12/2021,174.24,177.52,174.22,177.43,73003211,0.673,0.621
28/12/2021,177.26,178.41,175.66,176.41,76892695,0.636,0.679
29/12/2021,176.44,177.72,175.27,176.49,61073305,0.374,0.626
30/12/2021,176.58,177.66,175.22,175.33,59354351,0.426,0.601
31/12/2021,175.22,176.35,174.41,174.71,61661433,0.458,0.565
02/01/2022,171.21,172.03,169.54,171.8,85300875,0.654,0.543
03/01/2022,162.25,164.13,159.57,160.78,83063644,-0.02,0.416
04/01/2022,171.45,172.29,169.39,171.72,75755805,0.464,0.566
06/01/2022,147.89,149.71,145.7,146.72,74046038,0.542,0.56
07/01/2022,134.22,137.18,133.84,137.07,71051552,0.414,0.419
08/01/2022,158.85,161.4,158.74,159.35,64516062,0.56,0.362
09/01/2022,154.76,156.52,152.81,156.06,73649928,0.357,0.415
11/01/2022,153.22,153.58,147.34,148.84,78929507,0.326,0.382
12/01/2022,146.67,147.58,145.09,146.77,71072573,-0.071,0.196
13/01/2022,172.95,173.78,169.03,169.42,82273231,0.677,0.596
14/01/2022,168.58,170.98,168.34,170.29,80440780,0.594,0.597
18/01/2022,168.75,169.76,166.68,167.07,90500236,0.644,0.618
19/01/2022,167.27,168.33,163.27,163.56,92914792,0.675,0.623
20/01/2022,164.29,166.95,161.54,161.86,91673327,0.483,0.596
21/01/2022,161.77,163.65,159.69,159.8,121664716,0.601,0.597
24/01/2022,157.45,159.69,152.21,159.02,161418376,0.485,0.556
25/01/2022,156.42,160.14,154.49,157.21,112684500,0.599,0.55
26/01/2022,160.87,161.74,155.28,157.12,107673206,0.443,0.517
27/01/2022,159.84,161.2,155.73,156.66,108389363,0.522,0.522
28/01/2022,163.04,167.61,160.18,167.59,175205170,0.454,0.501
31/01/2022,167.42,172.18,166.78,171.97,114773499,0.589,0.535
02/02/2022,171.93,173.05,170.54,173.01,76403783,0.598,0.565
03/02/2022,161.95,164.88,160.53,164.09,79505054,0.264,0.356
05/02/2022,154.39,155.88,151,155.62,122369159,0.123,0.371
06/02/2022,145.85,149.24,144.89,149.19,72095989,0.333,0.559
08/02/2022,157.96,160.24,157.49,157.87,58686282,0.395,0.374
09/02/2022,157.83,158.43,153.1,153.94,76957768,0.544,0.41
11/02/2022,147.15,150.34,143.26,143.29,92887619,0.284,0.371
12/02/2022,144.45,146.46,144.14,146.28,65334794,0.368,0.194
14/02/2022,164.89,167.06,164.09,166.38,85987949,0.496,0.537
15/02/2022,168.43,170.38,167.72,170.23,62467548,0.323,0.496
16/02/2022,169.3,170.77,167.53,169.99,61077508,0.641,0.497
17/02/2022,168.49,169.36,165.97,166.38,69229966,0.435,0.456
18/02/2022,167.3,168.01,163.73,164.82,82772674,0.294,0.402
22/02/2022,162.53,164.22,159.74,161.88,90457637,0.615,0.404
23/02/2022,163.08,163.69,157.38,157.7,88340259,0.684,0.41
24/02/2022,150.32,160.43,149.75,160.33,140071076,0.413,0.407
25/02/2022,161.41,162.67,158.49,162.4,90836505,0.546,0.443
28/02/2022,160.64,162.97,160.02,162.67,92550987,0.492,0.507
01/03/2022,174.97,179.94,174.85,179.08,96490749,0.739,0.514
02/03/2022,171.67,173.4,169.35,170.12,86758023,0.296,0.533
03/03/2022,165.97,166.4,163.09,163.76,75286261,0.294,0.339
05/03/2022,155.8,158.33,154,157.11,88721066,0.399,0.391
06/03/2022,144.93,145.99,142.53,143.43,87217120,0.347,0.547
08/03/2022,158.69,164.36,158.6,163.91,82314204,0.499,0.403
10/03/2022,136.55,141.35,136.03,140.74,113664225,0.519,0.422
11/03/2022,140.35,141.08,137.08,137.21,96746389,0.348,0.343
14/03/2022,149.2,151.83,147.87,148.39,107612320,0.016,0.305
15/03/2022,148.66,153.26,148.15,152.79,91851992,0.529,0.335
16/03/2022,154.72,157.63,152.17,157.22,101030439,0.334,0.327
17/03/2022,156.26,158.61,155.29,158.24,74392384,0.536,0.352
18/03/2022,158.13,162.04,157.39,161.55,123247366,0.544,0.356
21/03/2022,161.08,163.88,160.6,162.93,89029269,0.002,0.322
22/03/2022,163.06,166.91,162.46,166.32,81343431,0.597,0.332
23/03/2022,165.5,170.08,165.16,167.69,97142423,0.564,0.365
24/03/2022,168.52,171.56,167.69,171.49,89638657,0.523,0.363
25/03/2022,171.3,172.68,170.19,172.13,80281664,0.494,0.356
28/03/2022,169.62,173.12,169.45,173,90059845,0.565,0.604
29/03/2022,174.07,176.35,173.72,176.31,97849001,0.526,0.594
30/03/2022,175.9,176.95,174.08,175.13,89592832,0.64,0.605
31/03/2022,175.2,175.39,171.81,172.02,99941081,0.278,0.57
01/04/2022,179.69,180,176.24,176.81,92663116,0.601,0.509
02/04/2022,169.13,171.52,168.15,169.83,82465400,0.577,0.55
03/04/2022,162.05,163.09,159.7,160.75,83212402,0.169,0.285
04/04/2022,171.98,175.84,171.85,175.79,76204847,0.542,0.465
05/04/2022,157.3,164.01,156.9,163.56,107774959,0.382,0.397
08/04/2022,163.78,164.95,162.23,163.59,55242231,0.337,0.402
10/04/2022,143.29,144.46,142.53,144.34,87624512,0.448,0.398
11/04/2022,140.62,141.19,132.99,136.94,140634485,0.444,0.346
13/04/2022,164.91,168.5,164.3,167.87,70185112,0.477,0.4
14/04/2022,168.09,168.73,162.59,162.84,75329376,0.396,0.397
18/04/2022,161.49,164.13,161.14,162.62,67372249,0.753,0.451
19/04/2022,162.57,165.33,161.48,164.92,67422765,0.552,0.467
20/04/2022,166.26,166.38,163.64,164.75,67718110,0.557,0.483
21/04/2022,166.4,168.99,163.45,163.95,86931211,0.599,0.5
22/04/2022,163.99,165.38,159.1,159.39,84168799,0.443,0.507
25/04/2022,158.73,160.75,156.11,160.46,95355796,0.378,0.49
26/04/2022,159.84,159.93,154.4,154.47,94023694,0.262,0.448
27/04/2022,153.6,157.42,153.08,154.25,87210886,0.338,0.417
28/04/2022,156.89,162.07,156.57,161.21,115108073,0.323,0.378
29/04/2022,159.44,163.73,154.92,155.31,131145395,0.204,0.343
01/05/2022,176.72,177.27,171.83,172.11,94031550,0.432,0.517
04/05/2022,174.87,175.66,171.83,172.46,70902999,0.515,0.463
05/05/2022,161.42,161.65,152.65,154.44,129696442,0.25,0.387
07/05/2022,135.93,139.71,135.1,139.66,70944743,0.336,0.298
08/05/2022,161.25,163.86,161.04,163.36,56512825,0.354,0.376
10/05/2022,142.34,145.61,141.29,144.64,79143320,0.666,0.437
12/05/2022,146.24,149.35,144.26,145.11,68378455,0.152,0.147
13/05/2022,142.65,146.12,141.19,145.14,113127950,0.32,0.292
16/05/2022,143.6,145.54,142.25,143.59,85562821,0.312,0.4
17/05/2022,146.87,147.76,144.72,147.24,76165406,0.575,0.447
18/05/2022,144.88,145.39,138.03,138.93,108921523,0.288,0.419
19/05/2022,138.01,139.76,134.77,135.51,135333187,0.463,0.442
20/05/2022,137.23,138.82,130.83,135.75,135716107,0.412,0.455
23/05/2022,135.94,141.34,135.81,141.19,115753806,0.557,0.488
24/05/2022,138.92,140.07,135.49,138.48,103551905,0.459,0.472
25/05/2022,136.58,139.89,136.49,138.64,91841653,0.247,0.466
26/05/2022,135.55,142.41,135.3,141.85,90053257,0.34,0.448
27/05/2022,143.44,147.68,143.31,147.64,90978503,0.431,0.451
31/05/2022,147.07,148.64,144.87,146.85,103318020,0.279,0.518
01/06/2022,169.92,172.48,168.88,169.23,95415144,0.587,0.54
04/06/2022,169.8,171.05,167.61,169.28,88671014,0.457,0.437
05/06/2022,153.92,157.3,152.12,155.17,115897949,0.156,0.38
06/06/2022,145.06,146.58,142.96,144.18,71001995,0.602,0.398
07/06/2022,139.46,142.19,139.19,141.01,73550171,0.424,0.301
09/06/2022,154.59,155.2,151.84,152.67,73295539,0.392,0.421
10/06/2022,144.06,145.77,143.47,143.68,68104809,0.383,0.464
12/06/2022,145.55,145.77,140.45,141.43,64584423,0.364,0.193
