Date,Close,Volume,Open,High,Low,Avg,7MA
13/09/2019,294.15,6583124,290.61,296.62,290.04,-0.957,0.289
15/09/2019,#N/A,#N/A,#N/A,#N/A,#N/A,-0.883,0.165
17/09/2019,298.6,4817119,294.5,299.15,291.79,0.884,0.197
20/09/2019,270.75,23954190,280.26,282.5,266,-0.883,-0.061
27/03/2020,357.12,7948775,359.09,368.56,353,0.999,0.154
15/04/2020,426.75,13561220,413,434.98,412.25,0.997,0.157
21/04/2020,433.83,23177550,444.77,447,425.6,0.918,0.154
22/04/2020,421.42,21123770,429.725,433,413,0.635,0.381
23/04/2020,426.7,13952330,419.26,438.413,419.26,0.666,0.602
24/04/2020,424.99,8670362,425,427.17,415.88,0.603,0.562
25/04/2020,#N/A,#N/A,#N/A,#N/A,#N/A,0.954,0.825
27/04/2020,421.38,6277480,425,429,420.84,0.865,0.805
28/04/2020,403.83,10101230,419.99,421,402.9101,0.986,0.804
29/04/2020,411.89,9693137,399.53,415.86,393.6,0.998,0.815
30/04/2020,419.85,7953975,410.31,424.44,408,0.994,0.867
06/05/2020,434.26,6660737,429.3,439.77,426.385,0.991,0.913
07/05/2020,436.53,5650281,436.89,438.88,430.66,1,0.97
13/05/2020,438.27,7014563,435.69,447,427.27,0.949,0.969
21/05/2020,436.25,9117325,448.56,448.96,430.25,0.995,0.988
22/05/2020,429.32,5422334,437,439.09,427.18,0.999,0.989
10/06/2020,434.48,4896893,436,439.69,430.55,0.926,0.979
11/06/2020,425.56,7462868,428.2,445.57,424.1601,0.771,0.947
16/06/2020,436.13,5514016,425.76,437.96,425.18,0.9,0.934
26/06/2020,443.4,6804726,466.39,468.03,442.24,0.997,0.934
29/06/2020,447.24,4843978,445.23,447.67,432.14,0.918,0.929
02/07/2020,476.89,6351485,485.64,492.28,475.5258,0.999,0.93
07/07/2020,493.16,5669870,497.311,504.82,490.83,0.836,0.907
14/07/2020,524.88,15083300,517.08,525.5,490.49,0.995,0.917
15/07/2020,523.26,10066650,516.3,529,510.18,0.984,0.947
04/08/2020,509.64,5607968,498.65,510.4436,498.65,0.974,0.958
18/08/2020,491.87,3505518,484.35,495.3,482.8,-0.599,0.73
25/08/2020,490.58,5727721,488.19,492.47,485.09,0.991,0.74
31/08/2020,529.56,4941409,521.16,531.99,517.58,0.997,0.74
03/09/2020,525.75,9071089,545,554,521.32,-0.763,0.511
04/09/2020,516.05,8270118,520.18,527.36,485.98,0,0.369
09/09/2020,500.19,6848127,519.21,520,492.5743,0.999,0.371
11/09/2020,482.03,5035200,486.485,493.73,476.81,0.995,0.374
23/09/2020,470.61,3726423,491.04,491.04,469,0.993,0.602
01/10/2020,527.51,8153710,506.03,529.55,503.6,0.527,0.535
07/10/2020,534.66,7988683,518,536.49,515.815,-0.843,0.273
18/10/2020,#N/A,#N/A,#N/A,#N/A,#N/A,0.994,0.524
19/10/2020,530.72,7567506,537.07,541.8,525.38,0.999,0.666
20/10/2020,525.42,10047180,528.14,533.78,522.26,0.979,0.663
27/10/2020,488.93,3627175,490.01,490.49,482.93,0.999,0.664
29/10/2020,504.21,11120690,488.5,513.8999,479.34,0.986,0.663
30/10/2020,475.74,7813897,502.01,505.88,472.21,0.999,0.73
09/11/2020,470.5,10419680,485.54,495.85,467.26,0.997,0.993
10/11/2020,480.24,8306142,470.95,484.6,463.41,1,0.994
12/11/2020,486.77,5071155,491,496.52,480.4255,1,0.994
13/11/2020,482.84,3006510,486.77,488.94,477.8,0.999,0.997
14/11/2020,#N/A,#N/A,#N/A,#N/A,#N/A,0.977,0.994
19/11/2020,484.67,2254653,482,487.8,480.47,1,0.996
23/11/2020,476.62,5416571,490.46,491.15,475.84,1,0.996
03/12/2020,497.52,2826116,502.99,508.77,496.04,0.988,0.995
04/12/2020,498.31,3666243,497.5,504.5,493.64,0.69,0.951
05/12/2020,#N/A,#N/A,#N/A,#N/A,#N/A,0.974,0.947
11/12/2020,503.22,3210928,495,503.34,494.85,0.999,0.947
14/12/2020,522.42,5770424,505.44,524.1603,501.18,0.992,0.949
18/12/2020,534.45,4502692,533.2,536.37,526.02,0.976,0.946
21/12/2020,528.91,3893964,530.05,532.62,521.15,0.999,0.945
24/12/2020,513.97,1143952,515.12,519.345,512.2104,0.999,0.947
28/12/2020,519.12,2891867,516.43,523.66,507.13,0.996,0.991
31/12/2020,540.73,5392322,525.53,545.5,523.1502,1,0.994
05/01/2021,520.8,3133872,521.55,526.78,515.89,0.983,0.992
07/01/2021,508.89,3686448,508.28,516.44,506.42,0.992,0.992
12/01/2021,494.25,5990425,500,501.09,485.6701,0.64,0.944
13/01/2021,507.79,5032099,495.5012,512.3542,493.01,-0.811,0.686
14/01/2021,500.86,4177357,507.35,514.5,499.58,1,0.686
15/01/2021,497.98,5895788,500,506.32,495.1,0.986,0.684
16/01/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.978,0.681
19/01/2021,501.77,12315810,501,509.25,493.5427,0.52,0.615
20/01/2021,586.34,32637450,565.42,593.2877,556.86,0.664,0.568
21/01/2021,579.84,11840630,582.45,588.75,570.4,0.996,0.619
22/01/2021,565.17,7550822,582.1,583.99,564.35,0.992,0.877
24/01/2021,#N/A,#N/A,#N/A,#N/A,#N/A,-0.94,0.599
27/01/2021,523.28,8670277,550.71,556.4187,515.73,0.999,0.601
01/02/2021,539.04,3547507,536.79,545.06,531.73,0.987,0.603
03/02/2021,539.45,3172288,550.17,550.48,538.243,0.982,0.669
04/02/2021,552.16,5164537,539.81,559.48,537.51,1,0.717
05/02/2021,550.79,2376175,552.26,554.44,545.4778,0,0.574
07/02/2021,#N/A,#N/A,#N/A,#N/A,#N/A,1,0.575
11/02/2021,557.59,2730587,564.442,565.93,554.22,0,0.71
12/02/2021,556.52,2197128,556.94,561.2499,550.85,0.998,0.71
13/02/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.886,0.695
14/02/2021,#N/A,#N/A,#N/A,#N/A,#N/A,1,0.698
17/02/2021,551.34,2071590,550.99,555.25,543.03,0.997,0.697
18/02/2021,548.22,2457604,549,550,538.2265,0.064,0.706
20/02/2021,#N/A,#N/A,#N/A,#N/A,#N/A,1,0.706
22/02/2021,533.78,3078594,534.99,541.79,530.79,0.586,0.79
23/02/2021,546.15,4136532,525.004,548.54,518.28,0.54,0.725
25/02/2021,546.7,4252879,550.27,556.48,535.75,0.92,0.73
26/02/2021,538.85,3755574,546.51,553.09,538,0.894,0.714
27/02/2021,#N/A,#N/A,#N/A,#N/A,#N/A,1,0.715
28/02/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.997,0.848
01/03/2021,550.64,3042180,545.573,552.14,542,0.812,0.821
02/03/2021,547.82,3042226,553.34,556.99,546.02,0.552,0.816
03/03/2021,520.7,5362443,545.93,548.005,517.81,0.891,0.867
04/03/2021,511.29,5034792,521.5,531.5,507.68,0.793,0.848
05/03/2021,516.39,5069973,511.98,517.76,498.7901,0.998,0.863
06/03/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.994,0.862
07/03/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.968,0.858
08/03/2021,493.33,3981758,514.46,518.84,492.85,0.409,0.801
09/03/2021,506.44,3470042,507.31,513.11,503.8221,0.513,0.795
10/03/2021,504.54,3771484,513.5,518.97,504.25,0.226,0.7
11/03/2021,523.06,4714469,512.205,530.235,510.71,0.994,0.729
12/03/2021,518.02,3981743,512.5,526.51,506.59,0.825,0.704
13/03/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.897,0.69
14/03/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.934,0.685
15/03/2021,520.25,3485519,516.32,520.729,508.03,0.993,0.769
16/03/2021,524.03,3238888,524.47,533.42,523.21,0.814,0.812
17/03/2021,524.44,2817376,522,528.3654,514.3,0.568,0.861
18/03/2021,504.79,4096606,516.396,517.9,503.85,0.605,0.805
19/03/2021,512.18,4386360,504.96,513.19,501.63,0.447,0.751
20/03/2021,#N/A,#N/A,#N/A,#N/A,#N/A,-0.093,0.61
21/03/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.999,0.619
22/03/2021,523.11,3360587,509.13,529.31,509.13,0.722,0.58
23/03/2021,535.09,5583461,529.87,543.12,529.4,0.472,0.531
24/03/2021,520.81,4102211,533.78,534.42,520,0.558,0.53
25/03/2021,502.86,4926764,516.99,518.53,497,0.256,0.48
26/03/2021,508.05,3467797,502.82,508.72,496.68,0.644,0.508
27/03/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.457,0.587
28/03/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.351,0.494
29/03/2021,513.95,3330049,505.66,518,504.4,0.609,0.478
30/03/2021,513.39,2418129,510.505,514.41,506.91,0.319,0.456
31/03/2021,521.66,3503111,515.675,528.13,515.44,0.508,0.449
01/04/2021,539.42,3938637,529.93,540.5,527.03,0.615,0.5
02/04/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.39,0.464
03/04/2021,#N/A,#N/A,#N/A,#N/A,#N/A,-0.242,0.364
04/04/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.606,0.401
05/04/2021,540.67,3355904,540.01,542.85,529.23,0.419,0.374
06/04/2021,544.53,3474205,544.81,554.165,543.3,0.824,0.446
07/04/2021,546.99,2151319,543.5,549.64,541.45,0.31,0.417
08/04/2021,554.58,4309829,551.13,556.899,547.57,0.559,0.409
09/04/2021,555.31,2894034,552.69,556.9,547.11,0.512,0.427
10/04/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.625,0.551
11/04/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.998,0.607
12/04/2021,552.78,2944060,551.05,557.98,549.58,0.728,0.651
13/04/2021,553.73,2720344,557,559.75,550.3,0.812,0.649
14/04/2021,540.02,3740294,554.87,554.87,538.53,0.394,0.661
15/04/2021,549.22,3139050,544.17,553.49,542.66,0.755,0.689
16/04/2021,546.54,3209075,550.54,551.98,539.51,0.406,0.674
17/04/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.449,0.649
18/04/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.592,0.591
19/04/2021,554.44,4288715,546.9,556.44,545.53,0.619,0.575
20/04/2021,549.57,11257650,554.42,563.56,546.3,0.541,0.537
21/04/2021,508.9,22897450,508,515.46,503.6001,0.205,0.51
22/04/2021,508.78,9061062,513.82,513.96,500.55,0.565,0.482
23/04/2021,505.55,7314659,509.01,509.7,500.7,0.664,0.519
24/04/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.51,0.528
25/04/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.586,0.527
26/04/2021,510.3,4388839,506.76,510.48,503,0.583,0.522
27/04/2021,505.55,3761327,512.62,512.99,504.5808,0.562,0.525
28/04/2021,506.52,3192983,505.2,508.395,503.34,0.489,0.566
29/04/2021,509,5127792,507.6,509.29,499,0.703,0.585
30/04/2021,513.47,4413242,505,514.55,505,0.568,0.572
01/05/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.241,0.533
02/05/2021,#N/A,#N/A,#N/A,#N/A,#N/A,-0.031,0.445
03/05/2021,509.11,4091895,512.65,518.95,505.2,0.492,0.432
04/05/2021,503.18,4349502,510.78,511.63,496.79,0.941,0.486
05/05/2021,496.08,3129366,504.99,507.7843,494.63,0.353,0.467
06/05/2021,499.55,3783698,495.99,499.55,491.37,0.446,0.43
07/05/2021,503.84,3132786,504.62,508.55,501.12,0.578,0.431
08/05/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.968,0.535
09/05/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.66,0.634
10/05/2021,486.69,5131632,502,503.15,486.11,0.628,0.653
11/05/2021,495.08,4401000,479.75,497.99,478.63,0.458,0.584
12/05/2021,484.98,4121540,486.83,493.54,482.7,0.214,0.565
13/05/2021,486.66,2716561,489.13,490.775,482.71,0.933,0.634
14/05/2021,493.37,2882464,487.86,494.85,486.59,0.535,0.628
15/05/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.727,0.594
16/05/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.957,0.636
17/05/2021,488.94,2701057,485.59,492.71,482.81,0.491,0.616
18/05/2021,486.28,2350496,488.395,493.4778,486.1895,0.615,0.639
19/05/2021,487.7,3349930,481.625,488.57,478.54,0.311,0.653
20/05/2021,501.67,3721218,489.55,502.7,488.975,0.408,0.578
21/05/2021,497.89,3322925,503.12,505.4,497.26,0.364,0.553
22/05/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.744,0.556
23/05/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.916,0.55
24/05/2021,502.9,2412595,501.05,504.25,499.51,0.494,0.55
25/05/2021,501.34,2699459,506,506.365,499.22,0.471,0.53
26/05/2021,502.36,2465303,502.34,504.14,500.5,0.546,0.563
27/05/2021,503.86,3253773,501.8,505.1,498.54,0.947,0.64
28/05/2021,502.81,2911297,504.4,511.76,502.53,0.556,0.668
29/05/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.962,0.699
30/05/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.842,0.688
31/05/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.783,0.73
01/06/2021,499.08,2482555,504.01,505.41,497.7443,0.999,0.805
02/06/2021,499.24,2268979,499.82,503.22,495.82,0.962,0.864
03/06/2021,489.43,3887445,495.19,496.66,487.25,0.652,0.822
04/06/2021,494.74,3160487,492,501.86,490.95,0.769,0.853
05/06/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.273,0.754
06/06/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.862,0.757
07/06/2021,494.66,2791932,492.917,496.7,490.55,0.861,0.768
08/06/2021,492.39,2374037,497,498.82,489.37,-0.06,0.617
09/06/2021,485.81,3055029,494.5,496.09,484.65,-0.058,0.471
10/06/2021,487.27,4382928,487.165,490.21,482.14,0.63,0.468
11/06/2021,488.77,3123969,490,491.41,487.78,0.547,0.436
12/06/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.839,0.517
14/06/2021,499.89,4400222,489.68,503.5,486.91,0.96,0.531
15/06/2021,491.9,3104073,501.23,501.23,490.4,0.72,0.511
16/06/2021,492.41,3533206,495,496.46,486.28,0.687,0.618
17/06/2021,498.34,3198273,490.25,501.8,490.15,0.638,0.717
18/06/2021,500.77,5197576,496.4,504.49,495.24,0.639,0.719
20/06/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.663,0.735
21/06/2021,497,5277297,501.64,502.05,492.28,0.508,0.688
22/06/2021,508.82,5809271,498.54,513.55,495.795,0.84,0.671
23/06/2021,512.74,3944782,508.48,516.63,508.2,0.596,0.653
24/06/2021,518.06,3361202,517.96,520.96,514.4001,0.681,0.652
25/06/2021,527.07,5299072,528.84,533.06,525,0.498,0.632
26/06/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.606,0.627
27/06/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.811,0.649
28/06/2021,533.03,2820227,528.12,533.9399,524.56,0.85,0.697
29/06/2021,533.5,2314647,533.55,536.13,528.57,0.488,0.647
30/06/2021,528.21,2773445,534.055,534.38,526.82,0.737,0.667
01/07/2021,533.54,2805402,525.72,537.04,525.72,0.742,0.676
02/07/2021,533.98,1980316,535.5,538.5351,529.39,0.067,0.614
03/07/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.728,0.632
04/07/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.677,0.613
05/07/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.708,0.592
06/07/2021,541.64,2775051,533,542.86,533,0.992,0.664
07/07/2021,535.96,2722498,544.24,544.64,531.66,0.725,0.663
08/07/2021,530.76,3268988,530.93,535.5,529.09,0.304,0.6
09/07/2021,535.98,2777231,531,538.26,528.58,0.709,0.692
10/07/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.161,0.611
12/07/2021,537.31,1780738,540.3,540.6497,532.92,0.619,0.603
13/07/2021,540.68,2751593,535.76,545.33,535.76,0.794,0.615
14/07/2021,547.95,4659535,541.01,554.1,541.01,0.66,0.567
15/07/2021,542.95,5713873,553.97,557.5399,538.2,0.391,0.52
16/07/2021,530.31,3442101,541.81,544.06,527.05,0.682,0.574
17/07/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.916,0.603
18/07/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.624,0.669
19/07/2021,532.28,3885764,526.05,534.913,522.2401,0.55,0.66
20/07/2021,531.05,6930440,526.07,536.64,520.3,0.41,0.605
21/07/2021,513.63,11906790,526.13,530.99,505.61,0.362,0.562
22/07/2021,511.77,4328061,510.206,513.68,507,0.415,0.566
23/07/2021,515.41,3820478,512.16,517.41,504.66,0.304,0.512
24/07/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.302,0.424
25/07/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.35,0.385
26/07/2021,516.49,2254538,514.38,521.13,509.0101,0.748,0.413
27/07/2021,518.91,2759037,518.08,521.95,512.05,0.467,0.421
28/07/2021,519.3,2390466,521.82,524.47,516.98,0.716,0.472
29/07/2021,514.25,1736014,519.96,520.7799,513.7927,0.389,0.468
30/07/2021,517.57,2537107,512.69,519.79,510.9642,0.541,0.502
31/07/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.245,0.494
01/08/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.21,0.474
02/08/2021,515.15,2096632,519,519.85,510.51,0.64,0.458
03/08/2021,510.82,2579427,514.39,515.63,505.37,0.759,0.5
04/08/2021,517.35,2039374,513,517.98,510.37,0.435,0.46
05/08/2021,524.89,2556687,517.13,525.41,514.02,-0.01,0.403
06/08/2021,520.55,1919798,524,526.84,519.39,0.455,0.391
09/08/2021,519.97,1367782,521.1469,522.6699,517.99,0.609,0.443
10/08/2021,515.84,1960544,520,520.79,512.965,-0.07,0.403
11/08/2021,512.4,1673904,517,519.57,509.77,0.878,0.437
12/08/2021,510.72,1686170,511.86,513,507.2014,0.409,0.387
13/08/2021,515.92,2177736,512.64,521.44,511.51,0.647,0.417
16/08/2021,517.92,2033176,515.24,523.38,512.3,0.742,0.524
17/08/2021,518.91,2309803,515.465,520.79,514.2,0.768,0.569
18/08/2021,521.87,2582046,520,526.38,518.65,0.688,0.58
19/08/2021,543.71,7497292,522.74,548.39,521.87,0.847,0.711
20/08/2021,546.88,3776429,545.09,551.3883,539.1,0.906,0.715
21/08/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.68,0.754
22/08/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.824,0.779
23/08/2021,553.33,2602010,545.98,555.55,543.74,0.445,0.737
24/08/2021,553.41,2109525,551.484,555.3141,549.27,0.968,0.765
25/08/2021,547.58,2065621,550.16,552.84,545.45,0.722,0.77
26/08/2021,550.12,1595499,546.16,552.604,545.9,0.735,0.754
27/08/2021,558.92,3252595,551.6,564.17,549.25,0.634,0.715
28/08/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.226,0.651
29/08/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.533
30/08/2021,566.18,2434839,557.25,567.1648,556.45,0.382,0.524
31/08/2021,569.19,2431886,566.12,569.48,561.611,0.663,0.48
01/09/2021,582.07,5626214,569,591,569,0.508,0.45
02/09/2021,588.55,6184782,583.68,598.7567,583.68,0.624,0.434
03/09/2021,590.53,2684005,585.8,591.8783,583.14,0.591,0.428
04/09/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.395
05/09/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.574,0.477
06/09/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.985,0.564
07/09/2021,606.71,5830979,594.69,613.85,593.99,0.493,0.539
08/09/2021,606.05,5424503,603.84,615.6,595.71,0.565,0.547
09/09/2021,597.54,2954214,606.47,609.44,596.55,0.773,0.569
10/09/2021,598.72,3950764,598.16,609.45,593.67,0.729,0.588
12/09/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.898,0.717
13/09/2021,589.29,3062871,598.57,598.57,582.775,0.465,0.701
14/09/2021,577.76,3456958,584.89,587.28,575.56,-0.308,0.516
15/09/2021,582.87,2755615,578.17,584.62,575.37,0.416,0.505
16/09/2021,586.5,1832028,584.3,587.48,577.72,0.896,0.553
17/09/2021,589.35,4145145,587.85,590.28,580.8501,0.836,0.562
18/09/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.644,0.55
19/09/2021,#N/A,#N/A,#N/A,#N/A,#N/A,-0.083,0.409
20/09/2021,575.43,3732227,586.79,591.53,568.08,0.765,0.452
21/09/2021,573.14,2250884,578.31,581.88,569.37,0.775,0.607
22/09/2021,590.65,4021845,579.69,595.65,579.69,0.648,0.64
23/09/2021,593.26,2526161,590.79,599.32,589.1301,0.54,0.589
24/09/2021,592.39,2126246,592.5,592.98,583.64,0.504,0.542
25/09/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.615,0.538
27/09/2021,592.64,2504738,587.95,593.58,576.93,0.511,0.623
28/09/2021,583.85,4431051,589,599.5353,580.16,0.59,0.598
29/09/2021,599.06,6221026,589.01,609.8799,588.01,0.423,0.547
30/09/2021,610.34,6616040,608.05,619,608.05,0.637,0.546
01/10/2021,613.15,4090847,604.24,614.99,597.505,0.696,0.568
02/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.304,0.539
03/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.202,0.48
04/10/2021,603.35,4995932,613.39,626.125,594.68,0.532,0.483
05/10/2021,634.81,9534293,606.94,640.39,606.89,0.4,0.456
06/10/2021,639.1,4580434,628.18,639.8699,626.36,0.52,0.47
07/10/2021,631.85,3556886,642.225,646.84,630.45,0.655,0.473
08/10/2021,632.66,3272093,634.165,643.8,630.86,0.249,0.409
09/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.129,0.384
10/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A,-0.53,0.279
11/10/2021,627.04,2862470,633.195,639.42,626.78,0.4,0.26
12/10/2021,624.94,3227349,633.02,637.655,621.99,0.461,0.269
13/10/2021,629.76,2424638,632.1791,632.1791,622.1,0.368,0.247
14/10/2021,633.8,2672535,632.23,636.88,626.79,0.427,0.215
15/10/2021,628.29,4116874,638,639.42,625.16,0.503,0.251
16/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.618,0.321
17/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.777,0.508
18/10/2021,637.97,4669071,632.1,638.41,620.5901,0.49,0.521
19/10/2021,639,7633147,636.969,641,632.3,0.591,0.539
20/10/2021,625.14,10622000,625.573,637.4,617.15,0.512,0.56
21/10/2021,653.16,8437070,628.89,654.01,628.65,0.534,0.575
22/10/2021,664.78,6186016,651.81,665.46,651.81,0.581,0.586
23/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.622,0.587
24/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.388,0.531
25/10/2021,671.66,3833526,663.74,675.88,657.07,0.684,0.559
26/10/2021,668.52,2904840,673.76,676.4899,662.77,0.574,0.556
27/10/2021,662.92,2276914,669,671.41,661.85,0.896,0.611
28/10/2021,674.05,2859409,670.949,676.8,668.03,0.444,0.598
29/10/2021,690.31,3825279,673.06,690.9699,671.24,0.811,0.631
30/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A,-0.784,0.43
31/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A,0.822,0.492
01/11/2021,681.17,3110911,689.06,689.97,676.54,0.258,0.432
02/11/2021,677.72,3888597,683.11,687.68,673.82,0.327,0.396
03/11/2021,688.29,2334852,677.27,689.39,677.27,0.66,0.363
04/11/2021,668.4,4865023,685.89,685.94,665.5,0.75,0.406
05/11/2021,645.72,5283488,663.97,665.64,645.01,0.504,0.362
