Date,Close,Volume,Open,High,Low
02/10/2020,116.7005,2925228,115.2196,117.8427,115.0067
07/10/2020,120.0882,2815663,118.7331,120.3979,118.3944
08/10/2020,127.2701,25288930,126.6603,131.1514,125.6053
09/10/2020,123.6888,8353704,127.7637,127.7637,123.5049
12/10/2020,123.1274,4635115,123.9598,124.1341,122.3821
16/10/2020,121.8885,4714320,121.1529,122.3725,120.6544
19/10/2020,121.4917,7478735,122.7306,123.2629,121.0658
20/10/2020,113.6032,21501070,115.9552,116.294,113.0902
21/10/2020,111.3674,9755308,112.916,113.9129,111.106
04/11/2020,108.3088,5800071,108.725,110.2543,107.5925
03/12/2020,119.643,4548161,120.1753,120.8529,119.3332
16/12/2020,121.5207,4530096,121.8885,122.5107,121.2652
17/12/2020,121.5207,3787962,122.0337,122.0434,120.9013
21/12/2020,119.43,6115671,119.9914,120.1947,117.8136
30/12/2020,120.3495,3380494,119.8269,120.8432,119.6623
04/01/2021,119.9624,5179161,121.8111,121.8763,119.0913
05/01/2021,122.0918,6114619,120.998,122.6144,120.6109
07/01/2021,124.8503,4507382,125.8666,126.2731,124.1437
08/01/2021,124.4051,4676487,124.4438,125.1697,122.9048
09/01/2021,#N/A,#N/A,#N/A,#N/A,#N/A
12/01/2021,125.0633,3749213,124.9471,125.6827,123.834
14/01/2021,124.831,7503180,123.9114,125.9828,123.4565
19/01/2021,124.8793,5397956,125.131,125.4311,123.9777
21/01/2021,127.4249,12819230,125.944,127.996,125.8763
22/01/2021,114.8034,38063530,116.8264,116.8264,113.5936
25/01/2021,114.7744,13686390,114.9506,115.7017,113.6807
28/01/2021,116.2263,8084051,118.859,119.2461,116.2166
29/01/2021,115.2874,11825500,116.3618,117.4071,115.0841
31/01/2021,#N/A,#N/A,#N/A,#N/A,#N/A
04/02/2021,117.1361,4562124,116.0617,117.2135,115.0551
08/02/2021,119.643,5887999,118.6847,119.9979,118.4718
09/02/2021,118.1814,4717014,117.9879,118.6608,117.1651
10/02/2021,118.3169,4866765,119.0816,119.4494,117.3237
11/02/2021,117.0296,5381556,118.0846,118.2831,116.7586
12/02/2021,116.9232,3871195,117.1167,117.4652,116.2359
13/02/2021,#N/A,#N/A,#N/A,#N/A,#N/A
16/02/2021,116.2166,6639790,116.294,116.7296,115.5294
19/02/2021,115.1712,6578741,116.8748,116.8844,114.5808
23/02/2021,116.836,4531464,117.0393,117.4555,115.9552
25/02/2021,118.5396,5691830,119.4107,120.3592,118.4089
26/02/2021,115.1132,9050990,118.3266,118.3266,115.0648
01/03/2021,116.8651,5715767,116.4876,118.3944,116.0181
03/03/2021,118.4331,7404269,116.6328,118.6983,116.1295
04/03/2021,116.2553,8068492,118.0846,119.2655,114.9438
05/03/2021,118.888,6949265,116.7683,119.7785,116.3908
07/03/2021,#N/A,#N/A,#N/A,#N/A,#N/A
08/03/2021,120.8045,7239191,119.0429,122.779,118.9364
09/03/2021,120.1947,5609029,121.3755,122.3725,120.1753
10/03/2021,123.7663,7247807,121.0368,124.1244,120.6109
11/03/2021,123.0597,5146937,123.9792,124.5115,122.7112
12/03/2021,123.5146,4010100,123.1081,123.5824,122.5467
13/03/2021,#N/A,#N/A,#N/A,#N/A,#N/A
14/03/2021,#N/A,#N/A,#N/A,#N/A,#N/A
15/03/2021,124.4535,3421281,123.6695,124.618,123.4469
16/03/2021,124.1244,4653178,124.1631,124.3954,123.2533
18/03/2021,125.886,5835669,124.8019,126.791,123.6888
19/03/2021,124.7632,9844983,125.8473,126.2538,124.4051
20/03/2021,#N/A,#N/A,#N/A,#N/A,#N/A
21/03/2021,#N/A,#N/A,#N/A,#N/A,#N/A
22/03/2021,126.3602,4164914,124.376,126.5248,123.7856
23/03/2021,126.2731,4356359,126.2538,127.3378,125.6343
24/03/2021,126.428,4005027,126.7474,127.8702,126.3796
25/03/2021,128.7994,5553966,126.1473,128.9639,125.6053
26/03/2021,132.0031,5567592,129.0123,132.0999,128.8478
27/03/2021,#N/A,#N/A,#N/A,#N/A,#N/A
29/03/2021,131.4998,4622664,131.616,132.671,131.1611
30/03/2021,130.3964,4790366,131.4998,131.8967,129.7189
31/03/2021,128.9833,4945315,130.2222,130.3867,128.4509
01/04/2021,128.9542,4074161,129.4672,129.6318,128.025
04/04/2021,#N/A,#N/A,#N/A,#N/A,#N/A
05/04/2021,131.5676,5471616,129.3511,132.3032,129.1188
07/04/2021,130.5997,2976136,129.5447,130.6094,129.4866
08/04/2021,130.7836,4087228,130.2512,131.2771,129.8544
09/04/2021,131.374,3023916,130.5416,131.3837,130.3867
10/04/2021,#N/A,#N/A,#N/A,#N/A,#N/A
11/04/2021,#N/A,#N/A,#N/A,#N/A,#N/A
12/04/2021,130.2706,3753959,130.6868,131.0256,129.5543
13/04/2021,126.97,8033530,128.7316,129.3317,126.1957
14/04/2021,128.3735,5868049,127.091,128.5187,126.3312
15/04/2021,128.3251,3883955,129.0026,129.5737,127.9767
16/04/2021,129.3027,5291756,128.7316,129.7963,128.6832
18/04/2021,#N/A,#N/A,#N/A,#N/A,#N/A
19/04/2021,128.8478,8198582,129.3124,129.5205,128.3251
20/04/2021,133.726,15480580,132.671,135.2843,132.3129
21/04/2021,138.943,11909010,133.6292,139.1173,133.2905
22/04/2021,136.7459,7101368,139.0882,140.0948,136.4749
23/04/2021,137.859,4556700,136.7749,139.0011,136.4265
24/04/2021,#N/A,#N/A,#N/A,#N/A,#N/A
26/04/2021,137.0266,4710763,137.8493,139.0205,136.9395
27/04/2021,137.4525,3884037,137.1427,137.9848,136.2329
28/04/2021,138.4107,3768129,138.3333,138.7978,137.5396
29/04/2021,139.6109,4353880,139.5044,143.9665,138.3913
30/04/2021,137.3266,8872181,139.0882,139.214,136.0393
01/05/2021,#N/A,#N/A,#N/A,#N/A,#N/A
02/05/2021,#N/A,#N/A,#N/A,#N/A,#N/A
03/05/2021,140.1045,5733463,139.1947,141.0724,138.943
04/05/2021,141.0724,6350479,139.7754,141.8855,139.698
05/05/2021,140.5594,3622786,141.2563,141.3144,139.7263
06/05/2021,143.6567,7503487,140.5982,143.7487,140.5207
07/05/2021,140.7917,7003467,141.237,141.4499,139.9303
10/05/2021,141.479,6983377,141.1208,143.618,141.1208
11/05/2021,139.5915,7126404,140.3368,140.5304,138.3139
12/05/2021,136.7652,5959579,139.2237,139.5238,136.6104
13/05/2021,139.5431,4598920,136.9104,140.2497,136.7459
14/05/2021,140.0368,2747385,140.453,141.0144,139.3399
17/05/2021,140.453,4275014,139.8045,141.1208,139.698
18/05/2021,139.2915,3824050,140.1336,140.6369,138.6333
19/05/2021,138.5946,4300732,137.7525,138.6043,136.3974
20/05/2021,139.2624,4112690,138.5268,140.2594,137.5976
21/05/2021,140.0948,4033482,139.6496,141.0231,139.6496
22/05/2021,#N/A,#N/A,#N/A,#N/A,#N/A
24/05/2021,140.0755,3297570,140.4046,140.724,139.5528
25/05/2021,139.1753,3937323,140.2691,140.3465,138.6043
26/05/2021,138.7785,3083789,138.8946,139.3683,138.4494
27/05/2021,139.2044,5630345,139.2044,140.1239,139.0205
28/05/2021,139.1269,2534811,139.5819,139.698,138.8801
30/05/2021,#N/A,#N/A,#N/A,#N/A,#N/A
31/05/2021,#N/A,#N/A,#N/A,#N/A,#N/A
01/06/2021,139.5625,2417455,140.3465,141.1499,139.1366
02/06/2021,141.0434,2786916,139.9787,141.0724,139.4851
03/06/2021,140.8788,4130741,140.2594,141.1983,139.4173
04/06/2021,142.6888,3117905,141.3144,142.8147,141.0821
05/06/2021,#N/A,#N/A,#N/A,#N/A,#N/A
07/06/2021,143.2696,3462712,142.8147,143.9665,142.4469
08/06/2021,144.2859,5080099,143.3664,145.3796,143.3664
09/06/2021,145.8345,5303252,144.2472,146.2217,144.0439
10/06/2021,145.7087,4758488,146.6089,147.9349,144.9537
11/06/2021,146.425,3438255,145.6022,146.9718,145.5442
12/06/2021,#N/A,#N/A,#N/A,#N/A,#N/A
14/06/2021,145.2151,3344845,145.8732,146.183,143.8842
15/06/2021,144.5666,2513281,145.0408,145.0989,143.831
16/06/2021,143.0857,3879185,144.9537,144.9537,142.4953
17/06/2021,140.9272,4367387,142.8147,143.3083,140.6175
18/06/2021,138.5268,9156505,139.8432,140.0368,138.4494
21/06/2021,141.9435,4285711,139.4851,142.3501,139.4367
22/06/2021,141.6629,2437121,141.8177,142.0984,140.6853
23/06/2021,139.969,3202644,141.7306,141.7984,139.9303
24/06/2021,140.7724,3609679,141.1208,141.4983,140.0464
25/06/2021,142.1274,3594218,140.7143,142.2146,140.2933
28/06/2021,140.6272,3888869,142.292,142.5727,140.2614
29/06/2021,140.8788,2428626,140.5982,142.0307,140.4433
30/06/2021,141.8855,3245091,140.4723,142.2146,140.0658
01/07/2021,142.1274,2686289,142.2436,142.7663,141.8661
02/07/2021,135.5263,16828160,142.1952,142.2339,134.9843
06/07/2021,134.3261,8093747,135.4973,135.9135,132.7
07/07/2021,135.3327,4059667,134.3068,135.8264,134.3068
08/07/2021,136.2232,5487425,133.3582,136.7749,133.2421
09/07/2021,136.9782,3904059,136.9104,137.4234,136.321
12/07/2021,136.3974,3342627,136.8911,137.404,135.6183
13/07/2021,135.778,3164294,136.3974,136.3974,135.1488
14/07/2021,135.3327,4403752,136.2039,136.2329,134.4687
15/07/2021,135.9425,3639698,134.8488,135.9522,134.346
16/07/2021,134.4423,4109308,136.4749,136.4749,134.1422
18/07/2021,#N/A,#N/A,#N/A,#N/A,#N/A
19/07/2021,133.4937,8582302,132.0709,134.0454,131.8375
20/07/2021,135.4779,13611680,138.4107,140.2691,134.2487
21/07/2021,136.7652,4803977,135.4779,136.8524,135.1682
22/07/2021,136.1942,3314153,137.1137,137.2589,135.9038
23/07/2021,136.804,4474157,136.4362,137.1524,135.8264
24/07/2021,#N/A,#N/A,#N/A,#N/A,#N/A
27/07/2021,138.1687,3137027,137.9558,139.0301,137.0556
28/07/2021,137.2202,2544099,138.4204,138.5075,137.0943
29/07/2021,137.375,2670873,137.7622,138.372,137.0556
30/07/2021,136.4362,3535555,136.9782,137.2976,136.2716
31/07/2021,#N/A,#N/A,#N/A,#N/A,#N/A
01/08/2021,#N/A,#N/A,#N/A,#N/A,#N/A
03/08/2021,139.4463,4084724,137.346,140.0561,137.104
04/08/2021,138.1784,2830079,139.185,139.5528,137.8977
06/08/2021,139.4657,3826835,138.4107,139.7561,138.3042
07/08/2021,#N/A,#N/A,#N/A,#N/A,#N/A
09/08/2021,136.7168,4904065,137.6364,137.9219,136.4458
10/08/2021,136.8427,5299869,136.6781,137.2598,135.8361
12/08/2021,138.4784,2089418,137.6944,138.5559,137.5169
13/08/2021,138.5849,1910443,138.0622,138.9721,137.8687
17/08/2021,137.8493,3074078,138.4107,138.5656,136.562
18/08/2021,134.994,3510694,137.1234,137.3605,134.9165
19/08/2021,133.5905,4160129,134.239,134.9746,132.8065
20/08/2021,134.6455,2657763,133.3195,134.9069,132.8646
23/08/2021,135.1392,3039587,135.1392,135.6522,134.3455
24/08/2021,135.3521,2365638,135.294,135.7296,134.8488
25/08/2021,135.3715,2012817,135.4295,136.2813,134.9843
26/08/2021,134.3261,2498915,135.4779,136.2813,134.2584
27/08/2021,134.9359,2459643,134.2584,135.1053,133.9583
28/08/2021,#N/A,#N/A,#N/A,#N/A,#N/A
30/08/2021,134.51,1995526,135.023,135.3908,134.36
01/09/2021,134.8294,2474544,135.4876,135.5746,134.723
02/09/2021,135.5166,2715659,135.236,135.5554,134.5681
03/09/2021,135.1004,1924215,135.1972,135.9619,134.8294
05/09/2021,#N/A,#N/A,#N/A,#N/A,#N/A
06/09/2021,#N/A,#N/A,#N/A,#N/A,#N/A
07/09/2021,133.6292,3285363,135.1682,135.3037,133.3402
08/09/2021,134.2196,2985409,133.7067,134.6262,133.184
09/09/2021,133.3195,3508363,133.426,134.5003,133.1404
10/09/2021,132.6226,3975115,134.3648,134.8971,132.6032
11/09/2021,#N/A,#N/A,#N/A,#N/A,#N/A
13/09/2021,133.7163,4144345,133.9583,134.5294,133.0969
14/09/2021,131.8483,4454291,133.9583,134.1229,130.9965
15/09/2021,132.7968,3254122,131.8483,133.3776,131.3159
16/09/2021,132.0515,2643975,132.8743,133.5228,131.3546
20/09/2021,129.9996,4770651,129.6027,130.8417,128.5187
22/09/2021,130.3093,3602416,129.4285,131.0256,129.1865
23/09/2021,132.3419,3013238,130.9094,133.0098,130.6965
27/09/2021,134.1132,3306865,133.5324,134.602,133.0678
28/09/2021,133.0582,4314595,134.7036,135.205,132.8065
29/09/2021,134.7133,3774236,133.3098,135.4392,132.0612
30/09/2021,134.4713,5824431,135.507,136.0587,134.0551
01/10/2021,138.7204,6604064,136.4749,139.3496,135.8651
02/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A
04/10/2021,139.4851,7351128,138.159,141.3144,137.7816
05/10/2021,138.5559,6976648,140.1045,140.3465,138.0622
06/10/2021,137.7912,5328433,137.9074,138.7688,136.3684
07/10/2021,137.2589,3823803,138.1494,138.793,136.9879
08/10/2021,138.6236,3731279,137.2589,139.0398,136.5233
09/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A
10/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A
11/10/2021,137.859,2793298,138.8946,139.456,137.8299
12/10/2021,135.9619,3148559,137.646,137.7332,135.7973
13/10/2021,136.2426,2880747,136.0103,136.8717,135.1779
14/10/2021,138.7882,4217305,136.5136,139.3012,136.4846
15/10/2021,139.969,3222778,138.7882,140.2013,138.2074
17/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A
18/10/2021,137.7525,6154055,139.3786,140.2884,137.2095
19/10/2021,137.4234,4339548,136.5523,138.3526,136.0104
20/10/2021,137.346,6189255,137.133,137.6364,136.1845
21/10/2021,124.2115,31466530,129.2253,129.4285,123.9889
22/10/2021,123.7759,11582200,123.9405,126.0699,122.5477
24/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A
25/10/2021,123.5436,6374038,123.4372,124.5212,122.8661
26/10/2021,123.05,8520872,123.4275,124.1825,122.687
27/10/2021,121.1529,6973432,123.3501,123.7759,120.998
28/10/2021,121.8014,6503003,121.1529,122.2563,120.6206
29/10/2021,121.0852,5916789,121.4046,122.266,120.9013
30/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A
01/11/2021,122.2273,5905521,121.0368,122.2563,119.8632
02/11/2021,122.1305,4514438,122.2466,123.0887,120.9013
03/11/2021,123.05,5421406,122.1789,123.2049,121.6465
04/11/2021,120.85,7208736,123.05,123.34,119.9
05/11/2021,123.61,6790478,121.43,123.77,121.43
06/11/2021,#N/A,#N/A,#N/A,#N/A,#N/A
08/11/2021,124.54,5625275,123.985,124.78,123.53
09/11/2021,120.85,7236608,122.56,122.9,120.26
10/11/2021,120.22,6268961,121,122.43,119.932
11/11/2021,120.27,4643257,120.9,121.7894,120.08
12/11/2021,118.96,5418279,120,120.64,118.78
15/11/2021,118.87,5046321,119.54,120.16,118.31
16/11/2021,118.46,4750760,118.92,119.9,118.42
17/11/2021,118.06,4043289,118.38,119.33,117.78
18/11/2021,116.66,5047879,118.36,118.36,116.31
19/11/2021,116.05,5384548,116.49,116.56,115.27
21/11/2021,#N/A,#N/A,#N/A,#N/A,#N/A
22/11/2021,116.47,6417218,116,118.81,115.19
23/11/2021,116.79,4914995,116.79,117.94,116.04
24/11/2021,116.73,3220802,116.16,117.27,116.08
26/11/2021,115.81,3322012,115,116.335,114.56
29/11/2021,118.5,8949795,118.62,119.61,117.53
30/11/2021,117.1,9252701,117.5,119.2399,116.45
01/12/2021,116.92,5959867,118.25,118.93,116.85
03/12/2021,118.84,6630139,117.36,119.36,117.36
04/12/2021,#N/A,#N/A,#N/A,#N/A,#N/A
06/12/2021,119.91,4785560,119.4,121.15,119.4
07/12/2021,121.58,5193991,120.475,122.08,120.07
08/12/2021,123.02,5483948,122,123.38,121.52
09/12/2021,123.57,4601092,122.15,123.95,121.79
10/12/2021,124.09,4966921,124.3,125.33,123.36
11/12/2021,#N/A,#N/A,#N/A,#N/A,#N/A
12/12/2021,#N/A,#N/A,#N/A,#N/A,#N/A
13/12/2021,122.58,6847468,123.76,124.3554,120.79
14/12/2021,123.76,5716124,122.35,125.03,122.3
15/12/2021,123.11,4990028,123.8,124.815,122.18
16/12/2021,125.93,7280537,123.51,126.6399,123.475
17/12/2021,127.4,10382690,125.87,128.64,125.2093
18/12/2021,#N/A,#N/A,#N/A,#N/A,#N/A
20/12/2021,127.06,4941411,125.72,127.2,124.7
21/12/2021,128.97,4855972,127.66,129.3356,127.66
23/12/2021,130.63,3649044,130,130.96,129.52
27/12/2021,131.62,4294499,130.63,131.65,129.95
28/12/2021,132.63,3447079,131.6,133.22,131.59
29/12/2021,133.35,4239935,132.4,134.21,132.3
30/12/2021,133.91,3158111,133.75,134.37,133.33
31/12/2021,133.66,3362060,134,134.99,133.61
01/01/2022,#N/A,#N/A,#N/A,#N/A,#N/A
03/01/2022,136.04,4610665,134.07,136.295,133.63
04/01/2022,138.02,7300011,136.1,139.95,135.9
05/01/2022,138.22,8956910,138.31,142.2,137.88
06/01/2022,135.34,9908081,138.2,138.4099,132.51
07/01/2022,134.83,5238099,134.9,135.6618,133.5111
08/01/2022,#N/A,#N/A,#N/A,#N/A,#N/A
10/01/2022,135.03,5432807,134.47,136.2,133.38
11/01/2022,132.87,11105320,130.52,133.25,127.97
12/01/2022,133.59,5352014,133.25,134.47,131.37
13/01/2022,134.76,4868349,133.9,136.05,133.56
14/01/2022,134.21,5310305,134.55,135.14,133.3
17/01/2022,#N/A,#N/A,#N/A,#N/A,#N/A
18/01/2022,132.94,5247453,132.95,133.89,131.78
19/01/2022,131.58,4103694,132.9,133.9,131.5
20/01/2022,130.82,5278244,131.26,132.88,130.5705
21/01/2022,129.35,5906950,131.65,131.87,129.27
22/01/2022,#N/A,#N/A,#N/A,#N/A,#N/A
23/01/2022,#N/A,#N/A,#N/A,#N/A,#N/A
24/01/2022,128.82,13777650,127.99,129.15,124.193
25/01/2022,136.1,19715700,129.14,137.3361,128.3
26/01/2022,134.26,8335992,136.47,137.07,133.13
27/01/2022,132.52,5499566,133.66,134.75,132.08
28/01/2022,134.5,5471497,133.19,134.53,131.79
29/01/2022,#N/A,#N/A,#N/A,#N/A,#N/A
31/01/2022,133.57,5859043,134.09,134.09,132.3
01/02/2022,135.53,6206448,133.76,135.96,132.5
02/02/2022,137.25,5357237,135.7,137.555,135.26
03/02/2022,137.78,6100777,137,138.76,135.831
04/02/2022,137.15,4142045,137.86,138.82,136.215
05/02/2022,#N/A,#N/A,#N/A,#N/A,#N/A
06/02/2022,#N/A,#N/A,#N/A,#N/A,#N/A
07/02/2022,137.24,3759046,137.45,137.8223,136.27
08/02/2022,137.02,4181825,137.23,137.52,135.78
09/02/2022,137.79,5393478,137.84,138.35,136.83
10/02/2022,133.52,5978640,135.47,136.56,133.17
12/02/2022,#N/A,#N/A,#N/A,#N/A,#N/A
14/02/2022,130.15,5345289,132.59,132.65,129.07
15/02/2022,129.94,4395714,130.64,131.68,129.61
16/02/2022,129.18,4875612,129.45,130.44,128.26
17/02/2022,124.97,6796997,128.05,128.5,124.85
18/02/2022,124.35,4609212,124.94,125.44,123.61
22/02/2022,123.92,5349687,124.2,125,122.68
23/02/2022,122.07,4086367,124.38,124.7,121.87
24/02/2022,121.97,6563202,120,122.1,118.81
25/02/2022,124.18,4460904,122.05,124.2625,121.45
28/02/2022,122.51,6757332,122.21,123.3851,121.0388
01/03/2022,121.35,4873331,122.67,123.39,120.7
02/03/2022,123.86,4891435,122.59,124.64,121.8
04/03/2022,126.62,4402911,124.4,127.35,124.2103
07/03/2022,126.07,5047358,126.47,127.905,125.62
08/03/2022,125.68,4887565,126.62,128.345,124.82
09/03/2022,126.22,4403499,127.41,128.1,125.91
10/03/2022,124.35,5326835,125.75,126.03,123.125
11/03/2022,123.96,4119630,125,126.77,123.91
13/03/2022,#N/A,#N/A,#N/A,#N/A,#N/A
14/03/2022,123.94,3289440,124.45,125.16,122.685
15/03/2022,125.64,4021228,124,125.9398,123.22
16/03/2022,127.04,4292845,126.5,127.2842,124.71
17/03/2022,127.96,3671903,127.1,128.29,126.53
18/03/2022,128.76,7466026,127.38,128.93,126.37
19/03/2022,#N/A,#N/A,#N/A,#N/A,#N/A
21/03/2022,128.1,3384636,129,129.74,127.4
22/03/2022,129.06,2690193,128.5,129.3,127.85
23/03/2022,128.3,2924535,129.08,129.32,128.25
24/03/2022,129.25,2971075,128.33,129.37,127.8
25/03/2022,131.35,3531746,129.5,131.4,129.31
27/03/2022,#N/A,#N/A,#N/A,#N/A,#N/A
28/03/2022,131.47,2483492,130.82,131.5,129.6
29/03/2022,131.94,5791032,132.04,132.84,130.43
30/03/2022,132.13,2622860,132.01,133.08,131.39
31/03/2022,130.02,4274029,130.72,131.88,130
01/04/2022,130.15,4012373,129.66,130.27,128.06
02/04/2022,#N/A,#N/A,#N/A,#N/A,#N/A
04/04/2022,130.27,2811100,130.26,130.45,128.93
05/04/2022,128.89,3107181,129.85,131.23,128.66
06/04/2022,129.39,3958057,127.78,129.515,127.25
09/04/2022,#N/A,#N/A,#N/A,#N/A,#N/A
11/04/2022,126.37,3202545,127.95,128.175,126.18
12/04/2022,125.98,2690998,126.42,127.34,125.5835
13/04/2022,126.14,3064918,125.64,126.67,124.91
14/04/2022,126.56,6384180,128.93,130.58,126.38
15/04/2022,#N/A,#N/A,#N/A,#N/A,#N/A
16/04/2022,#N/A,#N/A,#N/A,#N/A,#N/A
17/04/2022,#N/A,#N/A,#N/A,#N/A,#N/A
18/04/2022,126.17,4884150,126.6,127.3899,125.53
19/04/2022,129.15,7971361,126.08,129.4,126
20/04/2022,138.32,17859160,135,139.56,133.38
21/04/2022,139.85,9922349,138.23,141.88,137.35
22/04/2022,138.25,6508599,139.7,140.4399,137.35
25/04/2022,139.1,5748289,137.59,139.65,135.19
26/04/2022,136.19,4956236,139,139.87,136.17
27/04/2022,135.06,4369052,135.78,137.12,134.63
28/04/2022,135.74,4477068,136.85,136.99,134.81
29/04/2022,132.21,5078660,135.13,135.5545,132
30/04/2022,#N/A,#N/A,#N/A,#N/A,#N/A
01/05/2022,#N/A,#N/A,#N/A,#N/A,#N/A
02/05/2022,133.04,4213477,133,133.77,130.89
