Date,Close,Volume,Open,High,Low,Avg,7MA,Average Score,7 MA
07/12/2020,94.07,39815650,94.95,95,92.97,0.964,0.992,0.964,0.992
09/12/2020,89.83,52170380,92.76,94.7,89.16,0.958,0.986,0.958,0.986
17/12/2020,96.84,32023730,97.55,97.92,96.25,0.988,0.986,0.988,0.986
30/12/2020,92.29,25844970,90.78,92.85,90.19,0.992,0.985,0.992,0.985
06/01/2021,90.33,51911660,91.62,92.28,89.46,0.957,0.979,0.957,0.979
08/01/2021,94.58,39816400,95.98,96.4,93.27,0.396,0.893,0.396,0.893
12/01/2021,95.355,67672310,97.86,98.97,94.07,0.998,0.893,0.998,0.893
13/01/2021,91.78,60712900,93.01,93.89,90.84,0.97,0.894,0.97,0.894
14/01/2021,90.79,53408240,91.77,92.36,90.45,0.494,0.828,0.494,0.828
15/01/2021,88.21,49340340,90.75,91.59,87.86,0.856,0.809,0.856,0.809
20/01/2021,88.75,35185810,90.55,90.78,88.6,0.752,0.775,0.752,0.775
22/01/2021,92.79,71294710,94.42,95.95,91.88,0.861,0.761,0.861,0.761
25/01/2021,94.13,55086940,94.14,95.74,91.4,0.992,0.846,0.992,0.846
26/01/2021,94.71,59449050,94.91,95.7171,93.63,1,0.846,1,0.846
28/01/2021,87.52,47048360,89.83,89.88,87.3,0.997,0.85,0.997,0.85
29/01/2021,85.64,56735830,87.56,88.33,85.02,0.988,0.921,0.988,0.921
11/02/2021,92.66,35571030,92.9,93.65,91.33,0.966,0.96,0.966,0.96
12/02/2021,93.77,38538350,92.75,94.22,91.9,0.996,0.98,0.996,0.98
16/02/2021,91.46,35105920,93.9,94,90.7499,0.972,0.977,0.972,0.977
18/02/2021,88.64,35624950,89.09,89.6,87.31,-0.273,0.795,-0.273,0.795
19/02/2021,89.58,29548270,89.75,90.4163,88.69,1,0.795,1,0.795
22/02/2021,85.37,36930180,88.15,88.3,85.21,0.714,0.756,0.714,0.756
01/03/2021,86.39,32746180,85.365,86.5,83.97,0.772,0.735,0.772,0.735
02/03/2021,84.13,34828160,86.92,86.95,84.04,0.812,0.713,0.812,0.713
03/03/2021,80.86,43541040,84.28,84.38,80.85,0.742,0.677,0.742,0.677
04/03/2021,77.75,60549370,80.23,81.8067,76.78,0.996,0.68,0.996,0.68
05/03/2021,78.52,58548910,79,79.48,74.2,0.68,0.817,0.68,0.817
08/03/2021,73.96,54563870,78.03,79,73.86,0.991,0.815,0.991,0.815
09/03/2021,78.53,45088340,76.73,79.215,75.77,0.666,0.808,0.666,0.808
10/03/2021,77.52,45416620,79.75,80.04,77.41,0.601,0.784,0.601,0.784
11/03/2021,81.23,43583720,79.4,81.89,79.37,1,0.811,1,0.811
12/03/2021,81.05,32937950,79.73,81.19,79.23,0.996,0.847,0.996,0.847
15/03/2021,82.5,39365420,81.91,83.39,81.2,0.769,0.476,0.769,0.476
16/03/2021,82.75,42971550,83.66,84.75,82.255,0.768,0.491,0.768,0.491
17/03/2021,82.63,43320570,81.75,83.25,80.411,0.995,0.547,0.995,0.547
18/03/2021,78.12,51036500,81.055,81.62,78.01,0.976,0.544,0.976,0.544
19/03/2021,79.06,42283390,78.49,79.34,77.59,0.982,0.542,0.982,0.542
22/03/2021,80.3,39648610,79.99,81.265,79.22,0.771,0.894,0.771,0.894
23/03/2021,78.38,40466640,80.13,80.34,77.95,0.98,0.924,0.98,0.924
24/03/2021,76.48,43753640,77.55,78.8,76.4,0.926,0.946,0.926,0.946
25/03/2021,76.22,44735100,75.85,76.95,74.96,0.709,0.906,0.709,0.906
26/03/2021,77.41,49148660,76.62,77.4995,75.03,0.568,0.847,0.568,0.847
29/03/2021,77.14,37144300,77.03,78.02,76.26,0.99,0.848,0.99,0.848
30/03/2021,76,39169250,76.47,76.56,74.85,0.081,0.718,0.081,0.718
31/03/2021,78.5,43659460,76.57,79.13,76.52,0,0.608,0,0.608
01/04/2021,81.09,40182380,80.155,81.31,79.48,0.509,0.54,0.509,0.54
05/04/2021,81.43,32610550,81.74,81.9,80.39,0.379,0.338,0.379,0.338
06/04/2021,81.44,29327950,81.21,82.455,80.88,0.838,0.317,0.838,0.317
07/04/2021,82.2,35590930,81.32,83.1,80.35,-0.231,0.272,-0.231,0.272
08/04/2021,83.35,41925280,83.32,83.79,82.435,0.982,0.412,0.982,0.412
09/04/2021,82.76,32759870,82.8,83.59,82.16,0.656,0.433,0.656,0.433
12/04/2021,78.58,62098800,82.055,82.18,78.03,0.457,0.487,0.457,0.487
13/04/2021,80.19,37767260,79.67,80.72,78.98,0.723,0.543,0.723,0.543
14/04/2021,78.55,34263830,79.88,80.13,77.935,0.557,0.569,0.557,0.569
15/04/2021,83.01,68942820,80.32,83.95,79.97,0.583,0.532,0.583,0.532
16/04/2021,82.15,47280570,83.3,83.59,81.53,0.654,0.659,0.654,0.659
19/04/2021,81.11,39115460,82.13,83.18,80.39,0.99,0.687,0.99,0.687
20/04/2021,79.27,34977750,80.82,81.11,78.51,0.833,0.702,0.833,0.702
21/04/2021,81.61,35068960,78.99,81.66,78.86,0.997,0.765,0.997,0.765
22/04/2021,79.06,38846050,81.61,81.79,78.59,0.761,0.791,0.761,0.791
23/04/2021,82.76,49267280,80.21,83.3,79.96,0.478,0.765,0.478,0.765
26/04/2021,85.41,57594540,83.35,85.9,82.7,0.462,0.499,0.462,0.499
27/04/2021,85.21,61909870,85.67,87.15,85.13,0.553,0.459,0.553,0.459
28/04/2021,84.02,108920300,88.85,89.2,83.92,0.321,0.362,0.321,0.362
29/04/2021,83.91,51294530,84.7,85.27,82.63,0.636,0.344,0.636,0.344
30/04/2021,81.62,46601860,82.97,84.1,81.415,0.969,0.415,0.969,0.415
03/05/2021,78.55,66323270,81.97,82,78.46,0.765,0.516,0.765,0.516
04/05/2021,78.61,59194330,77.95,78.67,77.04,0.639,0.621,0.639,0.621
05/05/2021,77.83,42310150,79.05,79.3,77.36,0.659,0.649,0.659,0.649
06/05/2021,77.89,38661330,77.63,78.0599,76.47,0.334,0.618,0.334,0.618
07/05/2021,78.81,36954180,78.75,79.5718,78.22,0.545,0.65,0.545,0.65
10/05/2021,75.99,45134490,78.2,78.3,75.92,-0.07,0.549,-0.07,0.549
11/05/2021,76.83,51008240,73.57,76.93,72.75,0.687,0.508,0.687,0.508
12/05/2021,74.64,42531420,75.09,76.13,74.16,1,0.542,1,0.542
13/05/2021,73.09,48646750,75.21,75.7,72.5,0.496,0.522,0.496,0.522
17/05/2021,74.65,40722380,74.215,75.52,73.41,0.952,0.563,0.952,0.563
18/05/2021,74.44,31982480,74.74,75.7699,74.24,0.814,0.632,0.814,0.632
19/05/2021,76.23,73966160,73.16,76.97,72.76,0.866,0.678,0.866,0.678
20/05/2021,78.06,49135010,76.81,78.27,76.25,0.865,0.811,0.865,0.811
21/05/2021,77.17,40201090,78.55,78.81,77.04,0.714,0.815,0.714,0.815
25/05/2021,77.86,47353100,77.33,78.77,76.8365,0.997,0.815,0.997,0.815
26/05/2021,78.34,30354000,77.83,78.59,77.59,0.795,0.858,0.795,0.858
27/05/2021,78.42,35883220,78.11,78.43,77.47,0.992,0.863,0.992,0.863
28/05/2021,80.08,40952660,78.66,81.09,78.66,0.773,0.857,0.773,0.857
01/06/2021,80.81,43433040,81.01,82.91,80.66,0.678,0.831,0.678,0.831
02/06/2021,81.97,35203220,81,82.6,80.66,0.923,0.839,0.923,0.839
03/06/2021,80.28,29811970,81.13,81.89,80.26,0.998,0.879,0.998,0.879
04/06/2021,81.58,26387800,80.92,82.19,80.81,0.998,0.88,0.998,0.88
07/06/2021,81.35,29006780,81.4,81.68,80.38,0.962,0.866,0.962,0.866
08/06/2021,80.89,26956630,81.87,82.645,80.45,0.996,0.912,0.996,0.912
09/06/2021,79.96,28454650,81.09,81.677,79.8,0,0.78,0,0.78
10/06/2021,81.56,28606360,80.02,81.71,79.7,0.81,0.753,0.81,0.753
11/06/2021,81.31,24310890,81.61,82.33,80.7,0.998,0.753,0.998,0.753
14/06/2021,81.55,27830240,81.51,81.55,80.2,0.796,0.799,0.796,0.799
15/06/2021,80.47,26194340,81.59,81.68,80.225,0.759,0.766,0.759,0.766
16/06/2021,80.11,29598310,80.75,81.45,78.96,0.556,0.845,0.556,0.845
17/06/2021,84.56,77822820,80.77,85.37,80.57,0.667,0.825,0.667,0.825
18/06/2021,84.65,58736810,84.28,85.77,83.48,0.825,0.8,0.825,0.8
21/06/2021,82.59,44417110,83.49,84.19,82.21,0.461,0.723,0.461,0.723
22/06/2021,83.58,32107700,82.9,84.04,82.48,0.821,0.698,0.821,0.698
23/06/2021,83.82,25992440,83.83,84.485,83.1603,0.998,0.727,0.998,0.727
24/06/2021,86.1,42217670,84.39,87.1399,84.365,0.924,0.75,0.924,0.75
25/06/2021,85.62,27804540,86.34,86.36,85.1,0.635,0.762,0.635,0.762
28/06/2021,87.08,30262040,86.38,88,86.15,0.998,0.809,0.998,0.809
29/06/2021,89.52,46181000,87.41,90.3,86.66,0.428,0.752,0.428,0.752
30/06/2021,93.93,70721530,90.82,94.335,90.6,0.546,0.764,0.546,0.764
01/07/2021,93.31,58059020,94.04,94.175,91.7,0.746,0.754,0.746,0.754
02/07/2021,94.7,51342980,93.28,95.27,92.205,0.666,0.706,0.666,0.706
06/07/2021,94.47,44930120,94.875,95.41,93.32,0.745,0.689,0.745,0.689
07/07/2021,90.54,51498480,95.02,95.44,90.31,0.177,0.653,0.177,0.653
08/07/2021,89.74,45673450,87.86,90.3399,87.45,0.3,0.618,0.3,0.618
09/07/2021,90.9,35278420,90.04,91.26,88.53,0.452,0.576,0.452,0.576
12/07/2021,90.81,28526560,91.22,91.9,89.65,0.682,0.36,0.682,0.36
13/07/2021,90.26,30367600,90.48,91.41,89.8299,0.899,0.382,0.899,0.382
14/07/2021,89.05,28108510,90.76,91.395,88.94,0.575,0.439,0.575,0.439
15/07/2021,86.93,38944740,89.78,89.78,86.1801,0.621,0.485,0.621,0.485
16/07/2021,85.89,35860740,87.32,88.03,85.68,0.623,0.51,0.623,0.51
19/07/2021,86.58,39244800,84.99,87.2294,84.24,0.448,0.569,0.448,0.569
20/07/2021,87.11,28088960,87.09,87.77,85.165,0.452,0.614,0.452,0.614
21/07/2021,89.41,29469860,87.25,89.49,86.9,0.617,0.605,0.617,0.605
22/07/2021,91.21,33730080,89.4,91.36,89.08,0.814,0.593,0.814,0.593
23/07/2021,92.15,31708900,91.348,92.37,90.19,0.52,0.585,0.52,0.585
26/07/2021,91.82,27668460,92.01,92.75,91.12,0.487,0.482,0.487,0.482
27/07/2021,91.03,69427020,92.94,94.1,89.1,0.533,0.495,0.533,0.495
28/07/2021,97.93,140561000,93.44,98.71,89.65,0.504,0.502,0.504,0.502
29/07/2021,102.95,164091800,96.58,105.74,96.58,0.556,0.493,0.556,0.493
30/07/2021,106.19,125632000,101.6,106.97,101.38,0.92,0.508,0.92,0.508
02/08/2021,108.63,115581900,105.93,110.33,103.83,0.945,0.525,0.945,0.525
03/08/2021,112.56,157723100,108.15,114.85,107.66,0.777,0.56,0.777,0.56
04/08/2021,118.77,225368700,114.36,122.49,114.16,0.536,0.565,0.536,0.565
05/08/2021,112.35,137860900,116.63,117.68,111.59,0.598,0.571,0.598,0.571
06/08/2021,110.11,143899000,110.55,116.2599,109.7,0.986,0.58,0.986,0.58
09/08/2021,107.58,115749900,111.31,112.33,107.06,0.785,0.77,0.785,0.77
10/08/2021,106.48,113012300,107.895,109.17,104.36,0.939,0.793,0.939,0.793
11/08/2021,107.68,91788290,107.6,109.79,105.62,0.997,0.859,0.997,0.859
13/08/2021,110.55,100135700,107.17,111.71,106.57,0.217,0.804,0.217,0.804
16/08/2021,107.48,73398940,110.2,111.58,105.865,0.307,0.548,0.307,0.548
17/08/2021,107.56,74053910,106.644,108.7,105.35,0.706,0.537,0.706,0.537
18/08/2021,103.44,79387940,107.35,108.07,103.27,0.737,0.508,0.737,0.508
19/08/2021,103.7,71117490,103.315,106.18,101.975,0.27,0.404,0.27,0.404
20/08/2021,104.65,55227560,104.32,105.98,103.99,0.509,0.446,0.509,0.446
23/08/2021,108.77,68835280,105.295,109.02,104.86,0.468,0.368,0.468,0.368
24/08/2021,107.65,51239300,109.45,109.61,107.28,0.858,0.447,0.858,0.447
25/08/2021,108.3,45485500,108.13,109.91,107.45,0.536,0.422,0.536,0.422
26/08/2021,107.27,51442550,108.57,109.2299,106.84,0.857,0.439,0.857,0.439
27/08/2021,111.4,61030010,108.01,111.78,107.8,0.397,0.458,0.397,0.458
30/08/2021,111.32,56130470,112.61,114.4899,111.26,0.994,0.734,0.994,0.734
31/08/2021,110.72,49338960,111.26,111.26,109.0343,0.946,0.746,0.946,0.746
01/09/2021,109.99,38579560,111.3,111.85,109.85,0.74,0.775,0.74,0.775
02/09/2021,109.2,40108760,110.32,110.88,108.77,0.997,0.795,0.997,0.795
03/09/2021,109.92,42623780,108.85,111.17,108.5,0.812,0.855,0.812,0.855
07/09/2021,109.15,28815230,109.955,110.58,108.66,0.652,0.852,0.652,0.852
08/09/2021,106.17,43067910,108.88,109.3,105.52,0.996,0.889,0.996,0.889
09/09/2021,106.15,31857870,106.56,107.2953,105.84,0.578,0.829,0.578,0.829
10/09/2021,105.2,32602290,106.99,106.9913,104.98,0.992,0.855,0.992,0.855
13/09/2021,104.8,37767790,105.26,105.28,102.63,0.998,0.838,0.998,0.838
14/09/2021,105.73,40629530,105.52,106.82,104.42,0.761,0.804,0.761,0.804
15/09/2021,105.6,37998940,106,106.32,104.03,0.565,0.791,0.565,0.791
16/09/2021,106.22,38150270,104.915,106.75,103.76,0.998,0.792,0.998,0.792
17/09/2021,103.88,44528340,105.555,105.98,103.71,0.748,0.816,0.748,0.816
20/09/2021,101.55,45228410,101.58,102.51,99.51,0.087,0.578,0.087,0.578
21/09/2021,102.82,35481500,102.15,103.4299,101.18,0.254,0.471,0.254,0.471
22/09/2021,104.38,34126280,102.815,104.56,102.21,0.874,0.488,0.874,0.488
23/09/2021,106.15,32816660,104.89,106.86,103.89,0.498,0.478,0.498,0.478
24/09/2021,105.8,26482610,105.185,106.0499,104.68,0.21,0.365,0.21,0.365
27/09/2021,108.16,51944350,105.065,108.44,103.44,0.272,0.253,0.272,0.253
28/09/2021,101.52,74468970,106.835,107.65,101.42,0.517,0.315,0.517,0.315
29/09/2021,100.35,52224720,102.295,102.66,99.81,0.71,0.38,0.71,0.38
30/09/2021,102.9,57636700,102.08,104.44,101.99,0.764,0.364,0.764,0.364
01/10/2021,102.45,41491590,102.6,103,100.64,0.444,0.356,0.444,0.356
04/10/2021,100.34,41967150,101.742,101.85,99.82,0.699,0.47,0.699,0.47
05/10/2021,101.81,31455250,100.92,102.8699,100.6101,0.82,0.514,0.82,0.514
06/10/2021,103.64,39071700,100.445,103.72,100.35,0.982,0.553,0.982,0.553
07/10/2021,106.45,41543110,104.6,107.95,104.46,0.603,0.53,0.603,0.53
08/10/2021,105.06,30623050,106.55,107.28,104.89,0.549,0.545,0.549,0.545
11/10/2021,104.68,31284390,104.62,107.2,104.022,0.195,0.487,0.195,0.487
12/10/2021,105.04,34039910,105.165,106.04,104.34,0.131,0.568,0.131,0.568
13/10/2021,109.16,55631920,106.275,109.88,106.25,0.578,0.551,0.578,0.551
14/10/2021,111.99,46900160,110.5,112.22,109.6301,0.489,0.504,0.489,0.504
15/10/2021,112.12,34203010,112.505,112.835,111.11,0.798,0.478,0.798,0.478
18/10/2021,116.43,47537760,111.9,116.88,111.37,0.441,0.511,0.441,0.511
19/10/2021,116.33,39593940,116.16,117.17,114.47,0.597,0.578,0.597,0.578
20/10/2021,116.39,34244810,116.29,118.3001,115.421,0.536,0.572,0.536,0.572
21/10/2021,119.33,34794950,116.5,119.68,116.26,0.57,0.584,0.57,0.584
22/10/2021,119.82,38992690,120.825,121.56,118.37,0.348,0.519,0.348,0.519
25/10/2021,122.36,47834120,120.515,123.4599,118.6,0.628,0.427,0.628,0.427
26/10/2021,122.93,59458930,122.99,127.2,122.5782,0.543,0.442,0.543,0.442
27/10/2021,122.28,98245320,121.63,128.08,121.05,0.402,0.414,0.402,0.414
28/10/2021,121.16,58002460,122.855,123.5,120.26,0.667,0.433,0.667,0.433
29/10/2021,120.23,43320130,120.95,122.57,119.88,0.818,0.468,0.818,0.468
01/11/2021,125.23,54559780,119.45,125.67,118.1301,0.883,0.705,0.883,0.705
02/11/2021,127.63,53491940,124.98,128.455,124.2,0.941,0.749,0.941,0.749
03/11/2021,130.53,59537820,127.75,130.6,126.7901,0.902,0.801,0.902,0.801
04/11/2021,137.5,84825160,132.01,139,130.77,0.847,0.864,0.847,0.864
05/11/2021,136.34,64920600,139.185,141.22,134.42,0.976,0.908,0.976,0.908
08/11/2021,150.16,141493800,137.7,153.6,137.7,0.858,0.905,0.858,0.905
09/11/2021,148.92,98442600,154.01,155.65,143.89,0.602,0.865,0.602,0.865
10/11/2021,139.87,82989150,143.93,146.3,138.52,0.863,0.854,0.863,0.854
11/11/2021,146.01,67934850,142.955,146.47,140.84,0.839,0.845,0.839,0.845
12/11/2021,147.89,52162140,146.025,148.59,144.25,0.889,0.851,0.889,0.851
15/11/2021,146.49,52271270,148,148.98,142.86,0.816,0.838,0.816,0.838
16/11/2021,152.45,53100810,145.93,153.08,145.34,0.902,0.844,0.902,0.844
17/11/2021,151.34,54527480,151.98,154.6599,149.69,0.704,0.859,0.704,0.859
18/11/2021,155.02,60612730,157.07,158.89,152.56,0.52,0.81,0.52,0.81
19/11/2021,155.41,41668860,155.76,156.92,153.445,0.89,0.817,0.89,0.817
22/11/2021,152.52,58674080,157.14,161.8799,152.39,0.854,0.812,0.854,0.812
23/11/2021,149.92,62852710,150.41,152.66,145.2996,0.927,0.802,0.927,0.802
24/11/2021,157.8,60677060,149.46,157.93,147.19,0.633,0.776,0.633,0.776
26/11/2021,154.81,36245070,155.8,158.1,152.81,0.119,0.706,0.119,0.706
29/11/2021,161.91,57438870,157.5,162.505,156.1,0.393,0.591,0.393,0.591
30/11/2021,158.37,75182550,163.28,164.4599,155.6801,0.845,0.579,0.845,0.579
01/12/2021,149.11,64185120,160.37,160.88,148.92,0.998,0.632,0.998,0.632
02/12/2021,150.68,56161220,147.675,152.53,146.47,0.645,0.581,0.645,0.581
03/12/2021,144.01,65910030,151.645,152.38,140.72,0.869,0.688,0.869,0.688
06/12/2021,139.06,66776490,141.135,141.31,134.2,0.573,0.755,0.573,0.755
07/12/2021,144.85,53359430,143.9,145.76,141.0001,0.877,0.743,0.877,0.743
08/12/2021,145.24,40977480,144.96,147.04,142.7,0.996,0.829,0.996,0.829
09/12/2021,138.1,53019930,145.16,146.69,137.8,0.988,0.849,0.988,0.849
10/12/2021,138.55,42224280,141.29,141.365,135.82,0.624,0.796,0.624,0.796
13/12/2021,133.8,42173960,138.25,139.4,133.415,0.752,0.739,0.752,0.739
14/12/2021,135.6,50754640,131.67,137.24,130.6,0.806,0.729,0.806,0.729
15/12/2021,146.5,72425780,135.11,146.69,133.81,0.432,0.648,0.432,0.648
16/12/2021,138.64,63369550,147,147.93,137.02,0.662,0.602,0.662,0.602
17/12/2021,137.75,55692280,136.3,142.04,136.11,0.997,0.655,0.997,0.655
20/12/2021,135.8,38195400,135.97,138.26,133.52,0.398,0.686,0.398,0.686
21/12/2021,144.25,57785240,138.185,144.5,135.15,0.496,0.649,0.496,0.649
22/12/2021,143.88,46923680,142.65,144.5,140.27,0.349,0.584,0.349,0.584
23/12/2021,146.14,48653790,143.89,149.018,143.85,0.876,0.647,0.876,0.647
27/12/2021,154.36,53296380,147.51,154.89,147.25,0.679,0.65,0.679,0.65
28/12/2021,153.15,58699070,155.88,156.73,151.38,0.785,0.654,0.785,0.654
29/12/2021,148.26,51300210,152.82,154.3399,147.29,0.611,0.685,0.611,0.685
30/12/2021,145.15,44358000,147.44,148.85,144.85,0.502,0.686,0.502,0.686
31/12/2021,143.9,49448140,146.16,148.61,143.55,0.586,0.72,0.586,0.72
03/01/2022,150.24,59477670,145.135,151.65,145.02,0.643,0.574,0.643,0.574
04/01/2022,144.42,80200460,151.01,152.42,140.7,0.678,0.559,0.678,0.559
05/01/2022,136.15,65403170,142.815,143.76,135.29,0.752,0.579,0.752,0.579
06/01/2022,136.23,64802940,136.19,138,131.77,0.716,0.609,0.716,0.609
07/01/2022,132,58441100,136.28,137.44,131.13,0.76,0.634,0.76,0.634
10/01/2022,132,84671340,129.08,132.42,125.03,0.35,0.491,0.35,0.491
11/01/2022,137.31,77153910,133.45,138.99,131.59,0.542,0.477,0.542,0.477
12/01/2022,137.47,69669600,138.585,140.57,135.77,0.836,0.5,0.836,0.5
13/01/2022,132.74,76618060,139.44,141.25,131.81,0.711,0.494,0.711,0.494
14/01/2022,136.88,71078440,131.68,137,131.43,0.777,0.502,0.777,0.502
18/01/2022,131.93,56589460,134.5,136.3893,131.59,0.91,0.696,0.91,0.696
19/01/2022,128.27,69831850,133.55,134.57,128.02,0.929,0.779,0.929,0.779
20/01/2022,121.89,91157290,126.04,128.51,121.41,0.482,0.771,0.482,0.771
21/01/2022,118.81,95685270,120.14,125.02,118.39,0.624,0.74,0.624,0.74
24/01/2022,116.53,116301800,115.4,116.77,107.5,0.787,0.783,0.787,0.783
25/01/2022,111.13,85102910,114.1,114.82,109.86,0.704,0.777,0.704,0.777
26/01/2022,110.71,94752610,114.55,117.16,108.63,0.604,0.733,0.604,0.733
27/01/2022,102.6,125954100,111.96,112.75,101.94,0.773,0.711,0.773,0.711
28/01/2022,105.24,98749520,101.55,105.4,99.35,0.92,0.773,0.92,0.773
31/01/2022,114.25,97205990,107.93,114.31,106.9,0.672,0.704,0.672,0.704
01/02/2022,116.78,122467900,116.75,117.26,112.73,0.586,0.687,0.586,0.687
02/02/2022,122.76,180065000,129.89,130.06,120.64,0.689,0.699,0.689,0.699
03/02/2022,120.08,103599500,120.32,125.37,118.816,0.864,0.712,0.864,0.712
04/02/2022,123.6,86212010,120.34,124.96,118.58,0.82,0.698,0.82,0.698
07/02/2022,123.67,81672500,123.56,127.63,122.785,0.911,0.792,0.911,0.792
08/02/2022,128.23,84902750,122.38,128.705,122.05,0.928,0.828,0.928,0.828
09/02/2022,132.85,92948860,129.6,132.96,127.65,0.77,0.854,0.77,0.854
10/02/2022,125.77,108939900,128.84,131.7589,124.61,0.564,0.837,0.564,0.837
11/02/2022,113.18,164723200,126.14,127.1699,111.81,0.454,0.778,0.454,0.778
14/02/2022,114.27,135146400,115.51,118.37,113.46,0.584,0.527,0.584,0.527
15/02/2022,121.47,144139700,117.19,121.88,114.36,0.763,0.504,0.763,0.504
16/02/2022,117.69,119109600,119.05,119.54,114.22,0.976,0.533,0.976,0.533
17/02/2022,112.37,98179640,116.26,116.98,112.26,0.869,0.577,0.869,0.577
18/02/2022,113.83,114321200,113.9,115.635,109.89,0.836,0.631,0.836,0.631
22/02/2022,115.65,141648500,115.27,119.2,113.61,0.852,0.899,0.852,0.899
23/02/2022,109.76,120299400,117.4,118.65,109.04,0.688,0.889,0.688,0.889
24/02/2022,116.61,142956600,104.56,116.96,104.26,0.82,0.866,0.82,0.866
25/02/2022,121.06,127821000,117.16,121.23,116.0421,0.56,0.822,0.56,0.822
28/02/2022,123.34,124666100,120.31,124.61,119.2,0.179,0.675,0.179,0.675
01/03/2022,113.83,126552200,122.33,122.43,112.8,0.172,0.557,0.172,0.557
02/03/2022,118.28,118354500,115.47,119.48,113.31,0.486,0.504,0.486,0.504
03/03/2022,111.98,123916700,118.13,118.26,111.05,0.629,0.496,0.629,0.496
04/03/2022,108.41,100671300,112,113,106.81,0.646,0.471,0.646,0.471
07/03/2022,102.95,92599970,108.53,109.53,102.82,0.803,0.482,0.803,0.482
08/03/2022,105.53,135348300,102.81,109.9,100.08,0.811,0.572,0.811,0.572
09/03/2022,111.05,102310300,108.41,111.71,106.85,0.934,0.681,0.934,0.681
10/03/2022,106.46,102557400,108.89,109.07,103.07,0.94,0.746,0.94,0.746
11/03/2022,104.29,87584430,108.13,108.19,104.08,0.999,0.799,0.999,0.799
14/03/2022,102.25,89731680,102.99,105.2397,101.04,0.712,0.809,0.712,0.809
15/03/2022,109.33,112425500,102.66,109.69,101.79,0.686,0.791,0.686,0.791
16/03/2022,115.37,113689800,111.6,115.42,109.89,0.996,0.8,0.996,0.8
17/03/2022,111.69,103201700,112.14,114.27,109.71,0.827,0.784,0.827,0.784
18/03/2022,113.46,105834800,111.28,114.93,110.55,0.611,0.729,0.611,0.729
21/03/2022,115.92,101905900,113.73,117.57,112.54,0.857,0.794,0.857,0.794
22/03/2022,114.78,101672600,115.43,117.95,113.81,0.992,0.834,0.992,0.834
23/03/2022,113.92,90579150,114.29,117.55,112.21,0.811,0.852,0.811,0.852
24/03/2022,120.53,121961300,114.96,120.55,113.71,0.87,0.834,0.87,0.834
25/03/2022,119.67,95852380,119.915,121.4,117.2533,0.78,0.827,0.78,0.827
28/03/2022,120.24,92966150,117.7,120.41,116.71,0.899,0.729,0.899,0.729
29/03/2022,123.23,94143030,122.28,123.71,119.59,0.999,0.75,0.999,0.75
30/03/2022,119.22,99476950,123.04,125.67,118.59,0.792,0.721,0.792,0.721
31/03/2022,109.34,147004800,116.31,116.38,109.02,0.489,0.675,0.489,0.675
01/04/2022,108.19,111867100,110.48,111.42,106.102,0.464,0.617,0.464,0.617
04/04/2022,110.53,90220030,109.97,110.9391,107.03,0.663,0.714,0.663,0.714
05/04/2022,106.82,79531960,109.685,110.48,106.05,0.777,0.697,0.777,0.697
06/04/2022,103.67,105256600,104.45,105.744,101.7106,0.734,0.659,0.734,0.659
07/04/2022,103.72,91895530,103.92,105.24,100.91,0.593,0.63,0.593,0.63
08/04/2022,101,92746660,102.51,102.99,100.4205,0.53,0.636,0.53,0.636
11/04/2022,97.37,95527660,98.6,98.67,95.94,0.542,0.598,0.542,0.598
12/04/2022,95.1,89246450,98.78,99.59,94.6,0.246,0.523,0.246,0.523
13/04/2022,97.74,77728420,95.3,98.33,94.71,0.831,0.536,0.831,0.536
14/04/2022,93.06,73354370,98.37,98.39,92.92,0.707,0.553,0.707,0.553
18/04/2022,93.89,80605750,92.03,95.16,91.64,0.846,0.598,0.846,0.598
19/04/2022,96.93,77069500,93.385,97.07,92.84,0.925,0.728,0.925,0.728
20/04/2022,94.02,62489050,97.84,97.91,93.2,0.755,0.693,0.755,0.693
21/04/2022,89.85,76680640,95.16,96.23,89.24,0.621,0.704,0.621,0.704
22/04/2022,88.14,75017650,90.03,91.46,87.935,0.512,0.742,0.512,0.742
25/04/2022,90.69,93481040,89.86,91.37,88.61,0.64,0.715,0.64,0.715
26/04/2022,85.16,89127400,89.74,90.12,85.08,0.282,0.654,0.282,0.654
27/04/2022,84.91,83125050,84.25,87.9,84.02,0.434,0.596,0.434,0.596
28/04/2022,89.64,91495450,86.67,90.58,84.78,0.494,0.534,0.494,0.534
29/04/2022,85.52,82647700,88.05,91.79,85.38,0.752,0.534,0.752,0.534
02/05/2022,89.84,98304090,85.655,90.37,85.3201,0.428,0.624,0.428,0.624
03/05/2022,91.13,126381800,89.85,92.21,89.01,0.783,0.696,0.783,0.696
04/05/2022,99.42,225394100,98.18,99.69,91.7,0.446,0.698,0.446,0.698
05/05/2022,93.87,153129800,97.65,97.84,92.17,0.802,0.742,0.802,0.742
06/05/2022,95.34,144286600,94.34,98.18,92.65,0.736,0.739,0.736,0.739
09/05/2022,86.36,144523700,92.865,93.74,85.38,0.775,0.679,0.775,0.679
10/05/2022,88.73,137235500,89.18,90.7721,85.41,0.802,0.681,0.802,0.681
11/05/2022,87.92,136137900,87.84,93.46,86.53,0.793,0.731,0.793,0.731
12/05/2022,87.06,129214200,86.6,88.55,83.27,0.638,0.708,0.638,0.708
