Date,Close/Last,Volume,Open,High,Low,Avg,7MA
07/07/2021,20.3718,418427200,20.8535,20.875,20.3321,0.673,0.782
08/07/2021,19.9028,503299600,19.8565,20.133,19.7007,0.476,0.747
09/07/2021,20.0503,296622680,19.9625,20.0801,19.7542,0.772,0.722
12/07/2021,20.5125,321984760,20.24,20.5328,20.1878,0.642,0.59
13/07/2021,20.25,290706320,20.4005,20.4613,20.114,0.997,0.643
14/07/2021,19.8415,380099200,20.3577,20.4178,19.7528,0.664,0.642
15/07/2021,18.9662,550564400,19.8118,19.847,18.8585,0.402,0.631
16/07/2021,18.161,688222800,19.0305,19.1571,18.073,0.551,0.599
19/07/2021,18.7798,749058800,17.9153,19.042,17.8655,0.706,0.497
20/07/2021,18.612,434686500,18.73,18.838,18.164,0.404,0.412
21/07/2021,19.41,371017400,18.882,19.527,18.742,0.555,0.397
22/07/2021,19.594,323826000,19.642,19.887,19.276,0.548,0.418
23/07/2021,19.558,195672000,19.6564,19.7,19.25,0.273,0.378
26/07/2021,19.294,203943200,19.311,19.442,18.914,0.589,0.401
27/07/2021,19.208,248862600,19.265,19.622,18.741,0.351,0.393
28/07/2021,19.503,202191200,19.3192,19.646,18.995,0.723,0.417
29/07/2021,19.662,190780900,19.519,19.853,19.328,0.262,0.377
30/07/2021,19.499,183497500,19.418,19.63,19.263,0.958,0.474
02/08/2021,19.75,217444000,19.7,19.961,19.361,0.709,0.639
03/08/2021,19.815,301810700,19.74,20.222,19.22,0.667,0.608
04/08/2021,20.274,231309400,19.99,20.318,19.828,0.485,0.594
05/08/2021,20.637,211435400,20.5,20.733,20.342,0.36,0.595
06/08/2021,20.366,178496600,20.524,20.57,20.21,0.958,0.628
09/08/2021,20.295,146443100,20.446,20.508,20.143,0.997,0.725
10/08/2021,19.936,179237800,20.322,20.43,19.8345,0.368,0.676
11/08/2021,19.699,185924800,20.043,20.049,19.43,0.885,0.707
12/08/2021,19.905,151861600,19.87,20.029,19.62,0.155,0.66
13/08/2021,20.188,183062900,19.905,20.2138,19.851,0.215,0.639
16/08/2021,19.95,211152800,20.135,20.287,19.453,0.244,0.376
17/08/2021,19.458,204584900,19.685,19.77,19.267,0.11,0.339
18/08/2021,19.04,285913500,19.5,19.6337,19,0.373,0.266
19/08/2021,19.798,766554800,19.494,20.495,18.762,0.416,0.303
20/08/2021,20.816,675741300,19.991,20.8651,19.933,0.434,0.334
23/08/2021,21.958,575806600,20.971,21.997,20.95,0.556,0.361
24/08/2021,21.793,297298900,21.753,21.959,21.535,0.788,0.458
25/08/2021,22.213,347701000,21.737,22.47,21.722,0.649,0.497
26/08/2021,22.068,237940400,22.2,22.34,21.79,0.481,0.507
27/08/2021,22.636,304722200,22.184,22.722,22.167,0.565,0.525
30/08/2021,22.688,262579900,22.83,23.043,22.551,0.623,0.589
31/08/2021,22.385,259849700,22.695,22.695,22.12,0.817,0.593
01/09/2021,22.441,201767000,22.485,22.697,22.3565,0.999,0.643
02/09/2021,22.396,188109600,22.518,22.593,22.2945,0.934,0.708
03/09/2021,22.843,280832000,22.325,22.986,22.2,0.813,0.743
07/09/2021,22.662,198107200,22.833,22.899,22.5224,0.615,0.753
08/09/2021,22.339,254434200,22.513,22.61,21.977,0.475,0.704
09/09/2021,22.177,196856000,22.312,22.538,22.131,0.617,0.649
10/09/2021,22.478,248375700,22.3483,22.626,22.27,0.787,0.628
13/09/2021,22.152,297499900,22.684,22.964,21.858,0.906,0.752
14/09/2021,22.242,199754600,22.275,22.41,22.086,0.934,0.798
15/09/2021,22.341,166538000,22.309,22.367,21.966,0.626,0.819
16/09/2021,22.242,156033400,22.1835,22.277,21.927,0.994,0.873
17/09/2021,21.9,294502800,22.3,22.321,21.83,0.757,0.869
20/09/2021,21.113,349440500,21.146,21.433,20.662,0.002,0.719
21/09/2021,21.246,204688100,21.4165,21.425,20.95,0.453,0.655
22/09/2021,21.941,268725600,21.3655,21.96,21.196,0.342,0.57
23/09/2021,22.482,248554900,22.14,22.5345,21.89,0.655,0.574
24/09/2021,22.081,217655500,22.07,22.149,21.861,0.758,0.541
27/09/2021,21.66,245215100,21.7104,21.799,21.325,0.831,0.492
28/09/2021,20.699,343069000,21.2135,21.419,20.651,0.925,0.624
29/09/2021,20.517,218393600,20.9395,21.017,20.467,0.771,0.669
30/09/2021,20.716,221009100,20.7684,21.066,20.688,0.496,0.691
01/10/2021,20.742,240978000,20.75,20.859,20.203,0.677,0.694
04/10/2021,19.732,345635000,20.504,20.5418,19.555,0.439,0.696
05/10/2021,20.451,279281700,19.95,20.648,19.854,0.555,0.643
06/10/2021,20.7,297201800,20.12,20.72,20.08,0.793,0.646
07/10/2021,21.075,256918900,21.092,21.322,20.972,0.663,0.67
08/10/2021,20.831,151257900,21.101,21.206,20.775,0.613,0.661
11/10/2021,20.695,163387500,20.575,21.063,20.511,0.657,0.653
12/10/2021,20.671,162133500,20.8275,21.057,20.528,0.574,0.613
13/10/2021,20.939,180651900,20.918,20.99,20.713,0.698,0.65
14/10/2021,21.746,243588800,21.288,21.755,21.122,0.798,0.685
15/10/2021,21.862,226994000,21.81,21.931,21.662,0.651,0.665
18/10/2021,22.222,189493600,21.749,22.291,21.644,0.431,0.617
19/10/2021,22.29,161473300,22.276,22.379,22.037,0.4,0.58
20/10/2021,22.103,146275900,22.3045,22.433,21.982,0.353,0.549
21/10/2021,22.692,187590300,22.097,22.711,22.083,0.383,0.504
22/10/2021,22.726,249383800,22.823,23.13,22.561,0.442,0.453
25/10/2021,23.166,230234800,22.973,23.355,22.77,0.594,0.488
26/10/2021,24.717,485898300,23.989,25.259,23.924,0.575,0.508
27/10/2021,24.451,245989900,24.474,25.09,24.282,0.236,0.485
28/10/2021,24.941,234204300,24.878,24.95,24.523,0.59,0.519
29/10/2021,25.567,292502800,25.0005,25.709,25,0.995,0.606
01/11/2021,25.827,265739800,25.649,25.894,25.227,0.997,0.753
02/11/2021,26.401,294112400,25.822,26.678,25.8,0.574,0.753
03/11/2021,26.598,239910300,26.67,26.784,26.235,0.806,0.835
04/11/2021,29.801,1153631000,27.229,31.365,27.118,0.738,0.856
05/11/2021,29.752,851260200,30.187,31.4,29.41,0.572,0.795
08/11/2021,30.804,503100900,30.149,31.1,29.907,0.847,0.733
09/11/2021,30.657,646746200,32.282,32.31,29.964,0.692,0.75
10/11/2021,29.459,636205700,29.356,30.85,28.778,0.712,0.736
11/11/2021,30.39,332172100,30.468,30.59,29.777,0.788,0.744
12/11/2021,30.39,413054300,30.01,30.68,29.63,0.694,0.761
15/11/2021,30.025,384909000,30.552,30.644,29.247,0.776,0.718
16/11/2021,30.203,264483700,29.759,30.39,29.7059,0.785,0.731
17/11/2021,29.261,428508000,30.418,30.509,28.8,0.485,0.699
18/11/2021,31.675,781710800,32.367,32.76,31.321,0.469,0.653
19/11/2021,32.985,533866700,32.243,33.088,31.905,0.623,0.643
22/11/2021,31.956,754335200,33.517,34.647,31.9,0.876,0.731
23/11/2021,31.746,532162700,31.535,32.36,30.88,0.819,0.736
24/11/2021,32.674,435162300,31.461,32.855,30.928,0.552,0.746
26/11/2021,31.503,283068900,32.6,32.71,31.35,0.337,0.779
29/11/2021,33.376,454964000,32.366,33.412,32.036,0.453,0.613
30/11/2021,32.676,622066500,33.169,33.353,31.864,0.884,0.622
01/12/2021,31.435,485802000,33.2195,33.2893,31.38,0.742,0.649
02/12/2021,32.126,472890300,31.214,32.478,31.025,0.353,0.558
03/12/2021,30.693,544325100,32,32.129,30.13,0.429,0.571
06/12/2021,30.037,658938500,29.88,30.241,28.038,0.611,0.57
07/12/2021,32.427,593053500,30.957,32.449,30.651,0.63,0.534
08/12/2021,31.826,475551500,31.999,32.29,31.421,0.663,0.523
09/12/2021,30.49,488507200,31.734,32.205,30.428,0.676,0.569
10/12/2021,30.198,488825100,31.15,31.305,29.861,0.609,0.595
13/12/2021,28.161,598343700,30.249,30.294,28.116,0.618,0.694
14/12/2021,28.337,667035400,27.699,28.678,27.25,0.64,0.695
15/12/2021,30.459,698296900,28.4,30.5,27.838,0.513,0.674
16/12/2021,28.387,707366000,31.152,31.16,28.093,0.594,0.662
17/12/2021,27.801,716622400,27.985,28.922,27.76,0.137,0.595
20/12/2021,27.719,461846800,27.305,28.144,27.145,0.333,0.502
21/12/2021,29.075,524384900,28.374,29.12,27.401,0.547,0.488
22/12/2021,29.4,395184400,28.891,29.555,28.449,0.657,0.509
23/12/2021,29.64,343021700,29.755,30.059,29.431,0.851,0.546
27/12/2021,30.945,403685900,29.66,31.0865,29.64,0.803,0.712
28/12/2021,30.322,420591200,31.312,31.33,30.0118,0.578,0.747
29/12/2021,30.001,343139300,30.2725,30.548,29.366,0.592,0.753
30/12/2021,29.586,308864200,29.827,30.457,29.54,0.78,0.771
31/12/2021,29.411,266529900,29.674,30.03,29.3306,0.521,0.724
03/01/2022,30.121,392402900,29.815,30.711,29.785,0.827,0.712
04/01/2022,29.29,527154400,30.277,30.468,28.349,0.685,0.695
05/01/2022,27.604,498063900,28.949,29.416,27.533,0.463,0.679
06/01/2022,28.178,454186400,27.64,28.438,27.065,0.642,0.686
07/01/2022,27.247,409938500,28.141,28.422,27.057,0.632,0.665
10/01/2022,27.4,594681000,26.581,27.469,25.6438,0.481,0.57
11/01/2022,27.817,404089300,27.3225,28.065,26.839,0.452,0.537
12/01/2022,27.999,383413500,28.0665,28.595,27.608,0.733,0.575
13/01/2022,26.575,538868100,28.379,28.48,26.498,0.574,0.565
14/01/2022,26.942,395832400,26.3,27.1969,26.21,0.662,0.57
18/01/2022,25.903,425306200,26.26,26.638,25.77,0.929,0.611
19/01/2022,25.067,488314500,26.079,26.5432,25.052,0.891,0.634
20/01/2022,24.15,435180700,25.304,25.579,24.078,0.812,0.668
21/01/2022,23.374,718957800,23.507,24.823,23.263,0.541,0.651
24/01/2022,23.372,915810600,22.33,23.38,20.888,0.638,0.786
25/01/2022,22.324,664616400,22.546,22.943,22,0.449,0.717
26/01/2022,22.772,755958700,23.24,24.057,22.3,0.445,0.647
27/01/2022,21.944,573352700,23.568,23.995,21.675,0.781,0.632
28/01/2022,22.84,543774300,22.0122,22.858,21.296,0.51,0.589
31/01/2022,24.486,564679700,23.182,24.509,23.052,0.878,0.47
01/02/2022,24.638,518925200,25.104,25.145,23.89,0.703,0.507
02/02/2022,25.242,543419400,25.794,25.817,24.553,0.678,0.54
03/02/2022,23.948,410177800,24.458,25.077,23.78,0.878,0.554
04/02/2022,24.319,354828500,23.972,24.635,23.632,0.717,0.583
07/02/2022,24.728,376867500,24.372,25.182,24.202,0.836,0.574
08/02/2022,25.108,410358600,24.359,25.23,23.98,0.509,0.546
09/02/2022,26.705,524281700,25.622,26.725,25.353,0.548,0.528
10/02/2022,25.824,513199700,25.995,26.925,25.6,0.841,0.522
11/02/2022,23.949,605472000,25.916,26.152,23.773,0.333,0.467
14/02/2022,24.267,440424400,23.934,24.875,23.755,0.654,0.532
15/02/2022,26.495,701752800,24.949,26.545,24.784,0.683,0.557
16/02/2022,26.511,732676300,26.259,26.582,25.552,0.662,0.573
17/02/2022,24.507,810595100,25.63,25.785,24.165,0.194,0.481
18/02/2022,23.642,761254900,24.6675,24.986,23.1,0.224,0.465
22/02/2022,23.39,633422400,23.035,24.064,23,0.436,0.36
23/02/2022,22.387,566510800,23.802,24.155,22.301,0.711,0.367
24/02/2022,23.748,735800600,21.015,23.8,20.89,0.463,0.405
25/02/2022,24.157,528865500,23.721,24.217,23.381,0.471,0.44
28/02/2022,24.385,477318600,23.992,24.665,23.707,0.531,0.44
01/03/2022,23.477,412056000,24.291,24.377,23.132,0.04,0.384
02/03/2022,24.22,389641900,23.756,24.409,23.415,0.158,0.305
03/03/2022,23.714,365095000,24.2615,24.326,23.469,0.405,0.296
04/03/2022,22.936,432010700,23.384,23.68,22.482,0.306,0.273
07/03/2022,21.352,450820900,22.817,23.033,21.33,0.458,0.372
08/03/2022,21.514,557467200,21.309,22.373,20.65,0.456,0.431
09/03/2022,23.014,492742000,22.387,23.22,22.247,0.555,0.488
10/03/2022,22.658,428065700,22.531,22.788,21.882,0.794,0.543
11/03/2022,22.1,367208600,23.022,23.145,22.046,0.778,0.611
14/03/2022,21.33,385354200,21.869,22.262,21.159,0.455,0.568
15/03/2022,22.973,491995700,21.518,23.038,21.322,0.359,0.554
16/03/2022,24.496,671421700,23.5,24.597,23.172,0.575,0.557
17/03/2022,24.766,471941200,24.12,24.842,23.906,0.867,0.567
18/03/2022,26.453,730718600,24.799,26.569,24.624,0.525,0.531
21/03/2022,26.734,591727100,26.507,27.152,25.967,0.56,0.444
22/03/2022,26.524,547007100,26.727,27.238,26.072,0.899,0.521
23/03/2022,25.634,502119900,26.126,26.6115,25.575,0.559,0.519
24/03/2022,28.15,877379100,26.166,28.32,25.907,0.494,0.465
25/03/2022,27.692,579016200,27.886,28.358,27.271,0.662,0.485
28/03/2022,28.219,425493900,27.7555,28.25,27.206,0.372,0.634
29/03/2022,28.656,488984400,28.6945,28.946,27.98,0.762,0.615
30/03/2022,27.69,463487100,28.304,28.4955,27.503,0.476,0.603
31/03/2022,27.286,523440200,27.782,28.248,27.27,0.501,0.604
01/04/2022,26.712,517235100,27.375,27.496,26.267,0.408,0.568
04/04/2022,27.36,397707800,26.728,27.558,26.613,0.65,0.555
05/04/2022,25.931,436614700,27.254,27.319,25.82,0.489,0.516
06/04/2022,24.407,703832600,24.934,25.3,24.003,0.469,0.515
07/04/2022,24.208,557992400,24.441,24.722,23.478,0.724,0.547
08/04/2022,23.119,524780600,23.917,23.923,23.062,0.645,0.581
11/04/2022,21.917,575206800,22.214,22.3199,21.66,0.285,0.496
12/04/2022,21.504,662258100,22.537,22.725,21.282,0.596,0.511
13/04/2022,22.203,516943400,21.728,22.5,21.455,0.471,0.511
14/04/2022,21.258,569096900,22.505,22.777,21.163,0.577,0.49
18/04/2022,21.783,525700600,21.2,22.088,21.079,0.798,0.52
19/04/2022,22.198,512780600,21.72,22.373,21.314,0.666,0.575
20/04/2022,21.482,468974400,22.5171,22.6704,21.2,0.718,0.592
21/04/2022,20.183,656209400,21.7092,22.392,20,0.593,0.609
22/04/2022,19.515,624713400,20.303,20.486,19.5,0.402,0.584
25/04/2022,19.902,641565600,19.202,19.945,19.096,0.593,0.506
26/04/2022,18.788,653142500,19.718,19.788,18.67,0.385,0.447
27/04/2022,18.415,499460200,18.598,19.167,18.29,0.345,0.401
28/04/2022,19.782,570326700,18.967,20.037,18.4896,0.749,0.406
29/04/2022,18.547,500434900,19.402,20.1285,18.517,0.101,0.336
02/05/2022,19.533,572048700,18.5405,19.574,18.391,0.493,0.42
03/05/2022,19.602,475750800,19.4,19.825,19.133,0.46,0.401
04/05/2022,20.334,648854600,19.923,20.4,18.751,0.518,0.42
05/05/2022,18.844,626331400,19.867,19.925,18.5,0.636,0.461
06/05/2022,18.675,633296700,18.736,19.512,17.99,0.401,0.412
09/05/2022,16.95,644454500,18.034,18.255,16.827,0.373,0.409
10/05/2022,17.595,761474300,17.689,18.198,17.025,0.554,0.423
11/05/2022,16.63,670167000,17.347,17.753,16.568,0.59,0.433
12/05/2022,16.175,708728400,16.2191,16.788,15.567,0.392,0.398
13/05/2022,17.706,670436500,16.788,17.9284,16.5925,0.598,0.426
16/05/2022,17.264,521446000,17.509,17.788,17.106,0.63,0.547
17/05/2022,18.177,585829700,18.074,18.371,17.634,0.75,0.601
18/05/2022,16.938,545161100,17.705,18.118,16.864,0.751,0.629
19/05/2022,17.124,621309600,16.937,17.687,16.7341,0.602,0.631
20/05/2022,16.694,739105300,17.332,17.41,15.755,0.474,0.643
23/05/2022,16.898,639888700,16.274,16.915,16.179,0.564,0.382
24/05/2022,16.154,588550000,16.51,16.597,15.78,0.378,0.329
25/05/2022,16.975,781131900,16.02,17.111,16,0.334,0.269
26/05/2022,17.851,996574500,16.036,18.092,16.022,0.264,0.221
27/05/2022,18.811,738379400,18.186,18.881,18.1,0.365,0.205
31/05/2022,18.672,664099500,18.98,19.2,18.35,0.779,0.512
01/06/2022,18.32,544513900,18.724,19.0532,18.122,0.674,0.561
02/06/2022,19.592,648655800,18.292,19.619,18.198,0.568,0.604
03/06/2022,18.72,598778700,19.0815,19.3323,18.5216,0.536,0.629
06/06/2022,18.786,422406200,19.139,19.337,18.5642,0.756,0.688
07/06/2022,18.926,388914100,18.472,19,18.188,0.623,0.655
08/06/2022,18.648,363252500,18.799,19.18,18.535,0.981,0.684
09/06/2022,18.048,395573800,18.481,18.933,18.041,0.529,0.663
10/06/2022,16.974,465649700,17.6,17.697,16.869,0.791,0.695
13/06/2022,15.647,604153400,16,16.312,15.606,0.586,0.665
14/06/2022,15.836,469679500,15.731,16.066,15.412,0.406,0.615
15/06/2022,16.527,563935700,16.095,16.868,15.926,0.474,0.594
16/06/2022,15.601,545748700,15.86,15.9423,15.401,0.668,0.549
17/06/2022,15.88,630334000,15.648,15.995,15.328,0.109,0.489
21/06/2022,16.566,483088900,16.4745,17.008,16.407,0.632,0.453
22/06/2022,16.36,437997400,16.226,16.662,16.18,0.197,0.423
23/06/2022,16.225,463679600,16.5185,16.585,15.853,0.834,0.474
24/06/2022,17.126,472152800,16.5,17.14,16.31,0.573,0.461
27/06/2022,16.869,427967900,17.312,17.33,16.6255,0.636,0.61
28/06/2022,15.982,461859400,16.9,17.202,15.945,0.245,0.554
29/06/2022,15.542,482352300,15.814,15.82,15.17,0.21,0.556
30/06/2022,15.159,686070000,15.361,15.567,14.862,0.58,0.52
01/07/2022,14.523,577610100,14.899,15.0629,14.392,0.141,0.458
05/07/2022,14.964,652207600,14.175,14.971,14.055,-0.034,0.333
06/07/2022,15.13,529065900,15.01,15.319,14.789,0.475,0.37
07/07/2022,15.858,492902800,15.4555,15.945,15.389,0.363,0.339
08/07/2022,15.838,467971800,15.43,16.037,15.389,0.609,0.406
11/07/2022,15.152,438388700,15.526,15.527,15.038,0.269,0.477
12/07/2022,15.082,458483100,15.268,15.431,14.877,0.559,0.562
13/07/2022,15.164,521918300,14.59,15.375,14.465,0.362,0.546
14/07/2022,15.372,456234800,15.108,15.473,14.728,0.219,0.525
15/07/2022,15.762,385935500,15.659,15.782,15.445,0.286,0.479
18/07/2022,16.101,670517500,16.302,16.897,16.002,0.654,0.466
19/07/2022,16.992,702366100,16.486,17.11,16.172,0.63,0.476
20/07/2022,17.807,760537800,16.947,17.9325,16.801,0.62,0.513
21/07/2022,18.05,557049300,17.885,18.144,17.5446,0.585,0.566
22/07/2022,17.319,536670900,17.893,17.967,17.1365,0.658,0.619
25/07/2022,17.024,480747500,17.019,17.124,16.649,0.257,0.578
26/07/2022,16.533,397864900,16.889,16.919,16.478,0.599,0.574
27/07/2022,17.79,569776200,17.032,17.936,16.913,0.532,0.561
28/07/2022,17.984,474646300,17.975,18.14,17.44,0.952,0.614
29/07/2022,18.163,435460400,17.813,18.244,17.692,0.545,0.598
01/08/2022,18.441,476469000,18.182,18.846,17.99,0.425,0.551
02/08/2022,18.526,489526900,18.122,18.9375,18.092,0.574,0.548
03/08/2022,18.893,418145600,18.184,18.968,18.137,0.54,0.549
04/08/2022,19.215,409652300,18.849,19.274,18.76,0.506,0.485
05/08/2022,18.989,386068300,18.81,19.2289,18.666,0.561,0.487
08/08/2022,17.793,983783200,17.502,18.239,17.242,0.223,0.528
09/08/2022,17.086,668262700,17.252,17.4472,16.724,0.265,0.484
10/08/2022,18.097,597422500,17.698,18.118,17.317,0.445,0.47
11/08/2022,17.942,509326600,18.131,18.707,17.876,0.806,0.513
12/08/2022,18.709,478094200,18.16,18.718,17.953,0.413,0.492
15/08/2022,19.032,457665600,18.701,19.164,18.613,0.439,0.462
16/08/2022,18.879,451239600,18.9195,19.142,18.501,0.718,0.526
17/08/2022,18.335,446799100,18.523,18.688,18.145,0.42,0.523
18/08/2022,18.773,415446600,18.301,18.865,18.183,0.066,0.417
19/08/2022,17.849,441588300,18.406,18.52,17.77,0.505,0.43
22/08/2022,17.034,409592700,17.49,17.558,16.966,0.346,0.404
23/08/2022,17.181,369985800,16.9885,17.465,16.97,0.498,0.413
24/08/2022,17.222,522660700,17.012,17.406,16.895,0.188,0.337
25/08/2022,17.913,770691300,16.844,17.947,16.833,0.39,0.333
26/08/2022,16.26,769127400,17.857,17.924,16.237,0.195,0.351
29/08/2022,15.801,496131900,16.02,16.338,15.767,0.447,0.191
30/08/2022,15.468,530180700,15.96,16.039,15.182,0.51,0.193
31/08/2022,15.094,573709900,15.384,15.54,14.9585,0.859,0.289
01/09/2022,13.937,1178865000,14.209,14.38,13.2702,0.198,0.261
02/09/2022,13.647,743157500,14.1,14.171,13.591,0.328,0.28
06/09/2022,13.465,535751200,13.731,13.779,13.351,0.345,0.448
07/09/2022,13.714,512657500,13.563,13.838,13.346,0.807,0.44
08/09/2022,13.99,624873100,13.459,14.008,13.369,0.72,0.515
09/09/2022,14.387,487128400,14.157,14.474,14.126,0.497,0.539
12/09/2022,14.505,484159200,14.369,14.547,14.198,0.581,0.529
13/09/2022,13.131,714955600,13.802,13.922,13.099,0.4,0.537
14/09/2022,13.128,588506500,13.254,13.29,12.913,0.462,0.488
15/09/2022,12.929,523625200,13.0152,13.233,12.79,0.43,0.446
16/09/2022,13.198,670751400,12.7415,13.212,12.617,0.548,0.453
19/09/2022,13.382,569685300,13.012,13.463,13.01,0.612,0.409
20/09/2022,13.176,524817800,13.2145,13.4828,13.057,0.812,0.468
21/09/2022,13.261,807679400,13.213,14.031,13.11,0.728,0.506
22/09/2022,12.561,759162200,13.07,13.149,12.428,0.606,0.531
23/09/2022,12.516,663309300,12.42,12.611,12.257,0.611,0.54
26/09/2022,12.228,547342700,12.491,12.659,12.214,0.932,0.658
27/09/2022,12.413,553854100,12.507,12.736,12.258,0.361,0.594
28/09/2022,12.736,542413900,12.41,12.823,12.3539,0.804,0.605
29/09/2022,12.22,532763100,12.448,12.5,11.946,0.248,0.554
30/09/2022,12.139,565638400,12.087,12.633,12.075,0.502,0.538
03/10/2022,12.512,547478500,12.347,12.678,12.105,0.696,0.586
04/10/2022,13.167,584181700,12.879,13.22,12.879,0.591,0.619
05/10/2022,13.209,507130700,12.9107,13.321,12.621,0.573,0.586
06/10/2022,13.13,644156900,13.22,13.656,13.103,0.739,0.656
07/10/2022,12.076,672478200,12.505,12.67,12.022,0.483,0.653
10/10/2022,11.67,698699300,12.037,12.1243,11.4081,0.135,0.389
11/10/2022,11.586,667481600,11.561,11.846,11.283,0.314,0.349
12/10/2022,11.5,492590200,11.579,11.735,11.345,0.651,0.36
13/10/2022,11.96,850103000,10.971,12.078,10.813,0.631,0.345
14/10/2022,11.227,713432000,12.057,12.111,11.204,0.797,0.39
17/10/2022,11.888,580774200,11.518,11.948,11.517,0.821,0.643
18/10/2022,11.967,659362100,12.344,12.492,11.618,0.665,0.693
19/10/2022,12.051,523130600,11.879,12.35,11.834,0.739,0.706
20/10/2022,12.194,652397600,12.113,12.769,12.105,0.364,0.668
21/10/2022,12.466,609494400,12.0982,12.498,11.887,0.524,0.629
24/10/2022,12.599,517457400,12.508,12.71,12.064,0.516,0.482
25/10/2022,13.261,505482300,12.6935,13.3,12.664,0.551,0.466
26/10/2022,12.896,535533300,12.869,13.388,12.708,0.505,0.432
27/10/2022,13.176,583113100,13.63,13.838,13.122,0.706,0.481
28/10/2022,13.834,521039900,13.104,13.85,13.061,0.578,0.489
31/10/2022,13.497,486341000,13.778,13.838,13.297,0.693,0.641
01/11/2022,13.543,432816900,13.811,13.925,13.519,0.77,0.677
02/11/2022,13.219,672627800,13.85,14.21,13.2112,0.641,0.69
03/11/2022,13.421,500064900,13.043,13.781,12.956,0.849,0.739
04/11/2022,14.156,612575900,13.986,14.229,13.697,0.711,0.74
07/11/2022,14.301,410061000,14.228,14.412,13.954,0.316,0.73
08/11/2022,14.602,595292000,14.801,14.891,14.216,0.322,0.666
09/11/2022,13.776,454413700,14.1615,14.211,13.759,0.7,0.675
10/11/2022,15.75,700819300,14.8,15.773,14.547,0.7,0.653
11/11/2022,16.327,655487500,15.8075,16.389,15.482,0.686,0.65
14/11/2022,16.295,527852500,16.218,16.54,15.922,0.698,0.603
15/11/2022,16.666,545875500,16.7215,16.998,16.382,0.674,0.654
16/11/2022,15.91,649546800,16.1615,16.362,15.873,0.363,0.605
17/11/2022,15.677,710893600,15.715,16.266,15.535,0.504,0.577
18/11/2022,15.409,492071700,15.966,16.002,15.12,0.395,0.536
21/11/2022,15.317,404739300,15.147,15.477,15.08,0.91,0.599
22/11/2022,16.038,472866100,15.328,16.0576,15.1216,0.84,0.619
23/11/2022,16.519,427240900,16.098,16.527,16.048,0.523,0.598
25/11/2022,16.27,167934300,16.318,16.487,16.172,0.774,0.657
28/11/2022,15.827,304152000,16.026,16.357,15.725,0.581,0.527
29/11/2022,15.639,298384500,15.827,15.932,15.52,0.997,0.55
30/11/2022,16.923,565298200,15.697,16.93,15.597,0.708,0.576
01/12/2022,17.135,470976600,16.999,17.265,16.635,0.384,0.558
02/12/2022,16.876,371388600,16.659,16.9326,16.445,0.478,0.516
05/12/2022,16.61,352255200,16.679,16.995,16.472,0.559,0.513
06/12/2022,15.987,352694300,16.53,16.573,15.819,0.745,0.477
07/12/2022,16.12,372387600,15.772,16.186,15.667,0.687,0.474
08/12/2022,17.169,515455500,16.273,17.179,15.959,0.342,0.468
09/12/2022,17.001,465338200,17.16,17.583,16.975,0.678,0.497
12/12/2022,17.535,457327800,17.037,17.538,16.797,0.47,0.469
13/12/2022,18.072,656588800,18.531,18.79,17.711,0.764,0.472
14/12/2022,17.674,496888100,17.987,18.252,17.42,0.726,0.477
15/12/2022,16.952,478542100,17.146,17.32,16.7,0.562,0.509
16/12/2022,16.571,478231900,16.8642,17.041,16.41,0.354,0.462
19/12/2022,16.254,354038800,16.572,16.609,16.145,0.563,0.498
20/12/2022,16.085,403259800,16.064,16.31,15.852,0.637,0.48
21/12/2022,16.501,325025400,16.114,16.627,16.102,0.345,0.426
22/12/2022,15.339,565045300,16.0935,16.138,14.882,0.355,0.396
23/12/2022,15.206,349325600,15.196,15.339,14.883,0.381,0.4
27/12/2022,14.121,464902300,15.074,15.1,14.056,0.375,0.293
28/12/2022,14.036,351066500,13.927,14.262,13.884,0.583,0.327
29/12/2022,14.603,354923200,14.402,14.683,14.227,0.718,0.379
30/12/2022,14.614,310489800,14.334,14.629,14.233,0.948,0.46
03/01/2023,14.315,401276600,14.851,14.996,14.096,0.649,0.646
04/01/2023,14.749,431323600,14.567,14.853,14.241,0.724,0.666
05/01/2023,14.265,389168100,14.491,14.564,14.148,0.818,0.681
06/01/2023,14.859,405043600,14.474,15.01,14.034,0.53,0.621
09/01/2023,15.628,504230600,15.284,16.056,15.141,0.47,0.69
10/01/2023,15.909,384101300,15.507,15.962,15.472,0.877,0.707
11/01/2023,16.001,353284900,15.8395,16.028,15.563,0.487,0.684
12/01/2023,16.511,551409100,16.1,16.637,15.492,0.66,0.675
13/01/2023,16.899,447287100,16.278,16.922,16.165,0.607,0.644
17/01/2023,17.702,511102200,16.899,17.728,16.899,0.652,0.677
18/01/2023,17.377,439623600,17.667,17.873,17.282,0.63,0.697
19/01/2023,16.765,452931600,17.036,17.197,16.731,0.775,0.714
20/01/2023,17.839,564967100,17.011,17.856,16.825,0.634,0.717
23/01/2023,19.193,655162600,18.064,19.245,17.8175,0.632,0.562
24/01/2023,19.265,496204100,18.827,19.495,18.82,0.745,0.575
25/01/2023,19.323,449537100,18.9125,19.37,18.58,0.554,0.565
26/01/2023,19.802,489535400,19.701,20.166,19.278,0.149,0.475
27/01/2023,20.365,542142000,19.462,20.628,19.405,0.224,0.417
30/01/2023,19.162,488611200,19.95,20.14,19.15,0.783,0.528
31/01/2023,19.537,498016600,19.1695,19.687,18.95,0.265,0.46
