Date,Close,Volume,Open,High,Low,avg,7ma,
31/07/2023,133.68,41901520.00,133.20,133.87,130.58,0.72,0.688,
28/07/2023,132.21,46317380.00,129.69,133.01,129.33,0.628,0.488,
27/07/2023,128.25,52610660.00,131.00,132.63,127.79,0.569,0.471,
26/07/2023,128.15,53910090.00,126.51,129.08,126.11,0.644,0.48,
25/07/2023,129.13,39236660.00,129.31,129.58,128.53,0.682,0.467,
24/07/2023,128.80,45671540.00,130.31,131.66,128.35,0.605,0.485,
21/07/2023,130.00,133307300.00,131.34,131.37,128.42,0.51,0.64,
20/07/2023,129.96,59820580.00,134.07,134.79,129.33,0.628,0.669,
19/07/2023,135.36,41785510.00,136.32,137.45,134.61,0.554,0.69,
18/07/2023,132.83,54969130.00,132.71,133.86,131.36,0.808,0.698,
17/07/2023,133.56,48450200.00,134.56,135.62,133.21,0.794,0.651,
14/07/2023,134.68,41442480.00,133.74,135.19,132.71,0.713,0.668,
13/07/2023,134.30,61170880.00,134.04,134.67,132.71,0.777,0.66,
12/07/2023,130.80,54022850.00,130.31,131.26,128.83,0.611,0.657,
11/07/2023,128.78,49951460.00,127.75,129.77,127.35,0.476,0.666,
10/07/2023,127.13,61889290.00,129.07,129.28,125.92,0.628,0.653,
07/07/2023,129.78,41992250.00,128.59,130.97,128.13,0.656,0.681,
06/07/2023,128.36,40697850.00,128.25,128.73,127.37,0.76,0.677,
05/07/2023,130.38,35895410.00,130.24,131.40,129.64,0.674,0.675,
03/07/2023,130.22,27939570.00,130.82,131.85,130.07,0.784,0.723,
30/06/2023,130.36,54350680.00,129.47,131.25,128.95,0.823,0.668,
29/06/2023,127.90,40760960.00,128.77,129.26,127.26,0.629,0.648,
28/06/2023,129.04,52149510.00,128.94,131.48,128.44,0.747,0.64,
27/06/2023,129.18,46801010.00,128.63,130.09,127.55,0.762,0.577,
26/06/2023,127.33,59989320.00,129.33,131.49,127.10,0.63,0.574,
23/06/2023,129.33,70343340.00,131.94,132.24,127.47,0.683,0.586,
22/06/2023,130.15,90354570.00,125.31,130.33,125.14,0.569,0.567,
21/06/2023,124.83,52137670.00,125.64,126.73,124.33,0.31,0.578,
20/06/2023,125.78,56930120.00,124.97,127.25,124.50,0.737,0.586,
16/06/2023,125.49,84247100.00,127.71,127.90,125.30,0.547,0.592,
15/06/2023,127.11,60458470.00,125.21,127.69,124.32,0.644,0.6,
14/06/2023,126.42,52422460.00,126.70,126.95,124.12,0.37,0.587,
13/06/2023,126.66,50564790.00,128.12,128.41,125.18,0.366,0.617,
12/06/2023,126.57,51473380.00,124.02,126.78,123.53,0.586,0.668,
09/06/2023,123.43,51396020.00,124.08,125.80,123.19,0.599,0.603,
08/06/2023,124.25,62159270.00,123.01,125.63,122.26,0.552,0.6,
07/06/2023,121.23,95663280.00,127.01,127.37,120.63,0.579,0.63,
06/06/2023,126.61,45695210.00,125.07,127.40,125.00,0.724,0.607,
05/06/2023,125.30,47950130.00,123.36,125.80,123.19,0.603,0.604,
02/06/2023,124.25,62159270.00,123.01,125.63,122.26,0.582,0.779,
01/06/2023,122.77,54375130.00,120.69,123.49,119.93,0.756,0.834,
31/05/2023,120.58,72800790.00,121.45,122.04,119.17,0.423,0.851,
30/05/2023,121.66,64314810.00,122.37,122.92,119.86,0.698,0.933,
26/05/2023,120.11,96779890.00,116.04,121.50,116.02,0.966,0.731,
25/05/2023,115.00,66496680.00,116.63,116.87,114.31,0.876,0.711,
24/05/2023,116.75,63487940.00,115.35,117.34,115.02,0.996,0.661,
23/05/2023,114.99,67576260.00,114.27,117.14,113.78,0.403,0.603,
22/05/2023,115.01,70741120.00,116.77,116.77,114.25,0.606,0.64,
19/05/2023,116.25,55056310.00,118.16,118.31,115.70,0.811,0.691,
18/05/2023,118.15,73174090.00,116.69,118.60,116.34,0.82,0.65,
17/05/2023,115.50,65655180.00,114.89,115.83,114.22,0.528,0.62,
16/05/2023,113.40,71472910.00,111.05,114.79,111.05,0.588,0.645,
15/05/2023,111.20,53011150.00,111.15,112.29,109.25,0.665,0.683,
12/05/2023,110.26,49852670.00,112.16,112.64,109.32,0.521,0.723,
11/05/2023,112.18,74924840.00,111.03,113.28,110.49,0.61,0.749,
10/05/2023,110.19,78627620.00,108.10,110.67,108.05,0.706,0.744,
09/05/2023,106.62,44089360.00,105.48,106.79,105.16,0.854,0.721,
08/05/2023,105.83,49430910.00,105.04,106.10,104.70,0.711,0.677,
05/05/2023,105.66,56951740.00,104.27,105.76,103.55,0.819,0.55,
04/05/2023,104.00,45345520.00,104.04,105.39,103.31,0.698,0.512,
03/05/2023,103.65,65051930.00,103.74,105.96,103.28,0.578,0.505,
02/05/2023,103.63,73469350.00,101.47,103.90,101.15,0.546,0.529,
01/05/2023,102.05,74728100.00,104.95,105.23,101.82,0.542,0.558,
28/04/2023,105.45,130715900.00,107.73,109.48,104.33,0.554,0.624,
27/04/2023,109.82,149961200.00,108.16,110.86,106.80,0.651,0.603,
26/04/2023,104.98,73803790.00,105.04,106.10,104.70,0.748,0.588,
25/04/2023,102.57,65026820.00,104.91,105.45,102.45,0.749,0.554,
24/04/2023,106.21,69575610.00,107.66,109.23,105.07,0.605,0.532,
21/04/2023,106.96,86774190.00,106.10,108.15,105.08,0.405,0.567,
20/04/2023,103.81,57696870.00,103.53,105.25,103.21,0.55,0.621,
19/04/2023,104.30,58398890.00,101.58,105.12,101.39,0.51,0.633,
18/04/2023,102.30,39790520.00,103.95,104.20,101.52,0.595,0.633,
17/04/2023,102.74,39919460.00,103.16,103.73,101.59,0.774,0.613,
14/04/2023,102.51,51450520.00,102.07,103.20,101.11,0.777,0.658,
13/04/2023,102.40,67925140.00,98.95,102.57,98.71,0.639,0.661,
12/04/2023,97.83,56735010.00,100.40,100.51,97.71,0.506,0.668,
11/04/2023,99.92,60417850.00,100.80,101.00,99.01,0.46,0.703,
10/04/2023,102.17,37261190.00,100.96,102.20,99.57,0.53,0.743,
06/04/2023,102.06,43808020.00,100.75,102.38,99.80,0.797,0.713,
05/04/2023,101.10,45175390.00,103.91,103.91,100.75,0.684,0.705,
04/04/2023,103.95,48662500.00,102.75,104.20,101.52,0.756,0.734,
03/04/2023,102.41,41135730.00,102.30,103.29,101.43,0.738,0.714,
31/03/2023,103.29,56750320.00,102.16,103.49,101.95,0.576,0.652,
30/03/2023,102.00,53633400.00,101.55,103.04,101.01,0.745,0.655,
29/03/2023,100.25,49783280.00,98.69,100.42,98.56,0.885,0.652,
28/03/2023,97.24,38720050.00,98.11,98.44,96.29,0.618,0.64,
27/03/2023,98.04,46721300.00,99.07,99.34,97.08,0.598,0.604,
24/03/2023,98.13,56144800.00,98.07,98.30,96.40,0.595,0.581,
23/03/2023,98.71,57559310.00,100.43,101.06,97.62,0.725,0.591,
22/03/2023,98.70,57475370.00,100.45,102.10,98.61,0.797,0.564,
21/03/2023,100.61,58597280.00,98.14,100.85,98.00,0.365,0.516,
20/03/2023,97.71,62388910.00,98.41,98.48,95.70,0.317,0.539,
17/03/2023,98.95,87300240.00,99.79,100.66,97.46,0.667,0.516,
16/03/2023,100.04,84558930.00,95.75,100.99,95.61,0.534,0.535,
15/03/2023,96.20,70731790.00,93.22,96.67,93.07,0.463,0.547,
14/03/2023,94.88,60912670.00,93.83,95.07,92.71,0.525,0.568,
13/03/2023,92.43,72397050.00,89.97,94.02,88.12,0.647,0.57,
10/03/2023,90.73,69827490.00,92.67,93.57,90.25,0.802,0.641,
09/03/2023,92.25,56218710.00,93.68,96.21,92.18,0.621,0.615,
08/03/2023,93.92,44899130.00,93.60,94.17,92.18,0.606,0.62,
07/03/2023,93.55,49100670.00,94.06,95.09,92.78,0.538,0.624,
06/03/2023,93.75,52112360.00,95.19,96.55,93.74,0.722,0.654,
03/03/2023,94.90,55759610.00,92.74,94.94,92.66,0.626,0.659,
02/03/2023,92.13,55574820.00,91.41,92.23,90.39,0.655,0.659,
01/03/2023,92.17,52299520.00,93.87,94.68,91.59,0.633,0.667,
28/02/2023,94.23,43959290.00,93.14,94.69,92.92,0.745,0.659,
27/02/2023,93.76,47470320.00,94.28,94.78,93.14,0.484,0.619,
24/02/2023,93.50,57053810.00,93.53,94.14,92.32,0.623,0.626,
23/02/2023,95.82,48466990.00,96.12,96.43,93.67,0.711,0.641,
22/02/2023,95.79,59534090.00,95.10,97.01,94.80,0.576,0.618,
21/02/2023,94.58,56580360.00,95.34,95.61,94.27,0.467,0.624,
17/02/2023,97.20,60029410.00,97.80,97.94,95.65,0.73,0.583,
16/02/2023,98.15,56339170.00,99.21,100.63,98.10,0.546,0.565,
15/02/2023,101.16,48053880.00,99.09,101.17,98.45,0.618,0.535,
14/02/2023,99.70,56202900.00,98.41,98.48,95.70,0.569,0.516,
13/02/2023,99.54,52841460.00,97.85,99.68,96.91,0.574,0.481,
10/02/2023,97.61,52740130.00,97.56,98.82,96.23,0.603,0.458,
09/02/2023,98.24,64622490.00,101.32,101.78,97.57,0.337,0.404,
08/02/2023,100.05,75878300.00,102.04,102.67,98.78,0.482,0.428,
07/02/2023,102.11,119501300.00,101.17,102.41,98.08,0.329,0.434,
06/02/2023,102.18,81945200.00,102.93,103.95,100.65,0.601,0.484,
03/02/2023,103.39,144374800.00,105.26,108.78,102.52,0.229,0.508,
02/02/2023,112.91,158154200.00,110.25,114.00,108.88,0.501,0.537,
01/02/2023,105.15,80450120.00,102.53,106.24,101.24,0.527,0.545,
31/01/2023,103.13,66527250.00,101.16,103.35,101.14,0.678,0.534,
30/01/2023,100.55,70691860.00,101.09,101.74,99.01,0.513,0.51,
27/01/2023,102.24,87775610.00,99.53,103.49,99.53,0.429,0.398,
26/01/2023,99.22,68523560.00,98.24,99.49,96.92,0.554,0.401,
25/01/2023,97.18,94261570.00,92.56,97.24,91.52,0.454,0.415,
24/01/2023,96.32,66929450.00,96.93,98.09,96.00,0.512,0.414,
23/01/2023,97.52,76501100.00,97.56,98.82,96.23,0.356,0.423,
20/01/2023,97.25,67481540.00,93.86,97.35,93.20,0.446,0.471,
19/01/2023,93.68,69002660.00,94.74,95.44,92.86,0.655,0.473,
18/01/2023,95.46,79570370.00,97.25,99.32,95.38,0.45,0.468,
17/01/2023,96.05,72755000.00,98.68,98.89,95.73,0.575,0.495,
13/01/2023,98.12,85549430.00,94.18,98.37,94.12,0.461,0.525,
12/01/2023,95.27,85254780.00,96.93,98.09,96.00,0.624,0.517,
11/01/2023,95.09,103126200.00,90.93,95.26,90.93,0.635,0.484,
10/01/2023,89.87,67756600.00,87.57,90.19,87.29,0.519,0.454,
09/01/2023,87.36,65266060.00,87.46,89.48,87.08,0.297,0.425,
06/01/2023,86.08,83303360.00,83.03,86.40,81.43,0.404,0.448,
05/01/2023,83.12,67930830.00,85.33,85.42,83.07,0.39,0.503,
04/01/2023,85.14,68885120.00,86.55,86.98,83.36,0.426,0.544,
03/01/2023,85.82,76706040.00,85.46,86.96,84.21,0.319,0.564,
30/12/2022,84.00,62401190.00,83.12,84.05,82.47,0.785,0.527,
29/12/2022,84.18,54995900.00,82.87,84.55,82.55,0.683,0.489,
28/12/2022,81.82,58228580.00,82.80,83.48,81.69,0.563,0.479,
27/12/2022,83.04,57284040.00,84.97,85.35,83.00,0.728,0.458,
23/12/2022,85.25,57433660.00,83.25,85.78,82.93,0.517,0.553,
22/12/2022,83.79,81431310.00,85.52,85.68,82.25,0.611,0.565,
21/12/2022,86.77,59267160.00,86.18,87.23,85.21,0.422,0.537,
20/12/2022,85.19,74348300.00,85.33,85.42,83.07,0.56,0.546,
19/12/2022,84.92,83531460.00,87.51,87.63,84.51,0.606,0.56,
16/12/2022,87.86,146144100.00,88.27,89.35,86.73,0.597,0.534,
15/12/2022,88.45,84802880.00,89.89,89.97,87.47,0.419,0.532,
14/12/2022,91.58,70298010.00,92.50,93.46,89.87,0.482,0.572,
13/12/2022,92.49,100212000.00,95.23,96.25,90.52,0.66,0.541,
12/12/2022,90.55,61999760.00,89.21,90.58,87.87,0.746,0.545,
09/12/2022,89.09,67398510.00,88.90,90.30,88.63,0.583,0.565,
08/12/2022,90.35,73305890.00,89.24,90.86,87.88,0.696,0.586,
07/12/2022,88.46,68086880.00,88.34,89.89,87.48,0.269,0.573,
06/12/2022,88.25,75503630.00,90.50,91.04,87.90,0.684,0.636,
05/12/2022,91.01,71535530.00,93.05,94.06,90.82,0.698,0.634,
02/12/2022,94.13,72496390.00,94.48,95.36,93.78,0.733,0.65,
01/12/2022,95.50,68487970.00,96.99,97.23,94.92,0.606,0.641,
30/11/2022,96.54,102805800.00,92.47,96.54,91.53,0.705,0.653,
29/11/2022,92.42,65567290.00,94.04,94.41,91.44,0.67,0.636,
28/11/2022,93.95,75062320.00,93.93,96.40,93.43,0.659,0.643,
25/11/2022,93.41,35088610.00,93.79,94.43,93.07,0.676,0.6,
23/11/2022,94.13,72496390.00,94.48,95.36,93.78,0.585,0.549,
22/11/2022,93.20,62191960.00,92.62,93.35,90.87,0.721,0.515,
21/11/2022,92.46,84330270.00,93.97,95.02,90.59,0.455,0.468,
18/11/2022,94.14,72428190.00,95.95,95.99,92.48,0.616,0.378,
17/11/2022,94.85,82617870.00,95.37,96.97,94.03,0.389,0.352,
16/11/2022,97.12,87958830.00,96.85,98.49,95.54,0.348,0.365,
15/11/2022,98.94,111336300.00,103.21,103.79,97.34,0.395,0.377,
14/11/2022,98.49,99533070.00,98.77,100.12,97.29,0.363,0.397,
11/11/2022,100.79,111590500.00,97.88,101.19,96.66,0.43,0.452,
10/11/2022,96.63,173414900.00,92.94,98.69,91.65,0.48,0.458,
09/11/2022,86.14,90796250.00,89.47,89.48,87.08,0.433,0.455,
08/11/2022,89.98,88703370.00,90.79,91.72,88.23,0.538,0.468,
07/11/2022,90.53,77495730.00,91.95,92.10,89.04,0.583,0.456,
04/11/2022,90.98,129101300.00,91.49,92.44,88.04,0.472,0.499,
03/11/2022,89.30,136683300.00,92.47,96.54,91.53,0.458,0.49,
02/11/2022,92.12,135761800.00,97.32,97.74,92.01,0.53,0.493,
01/11/2022,96.79,153370000.00,103.99,104.58,96.06,0.453,0.492,
31/10/2022,102.44,99251400.00,103.56,104.87,100.74,0.467,0.521,
28/10/2022,103.41,223133400.00,97.91,103.96,97.66,0.408,0.517,
27/10/2022,110.96,129605400.00,113.92,114.12,109.77,0.48,0.527,
26/10/2022,115.66,69002460.00,116.00,119.35,114.76,0.523,0.499,
25/10/2022,120.60,50934610.00,119.65,121.32,118.95,0.657,0.501,
24/10/2022,119.82,49531520.00,119.98,120.39,116.57,0.536,0.474,
21/10/2022,119.32,55660490.00,114.79,119.59,114.50,0.476,0.464,
20/10/2022,115.25,48795100.00,113.83,118.24,113.51,0.282,0.456,
19/10/2022,115.07,47198120.00,114.71,116.59,113.22,0.54,0.493,
18/10/2022,116.36,65607450.00,119.06,119.52,114.79,0.469,0.503,
17/10/2022,113.79,62781990.00,110.11,114.19,110.09,0.802,0.532,
14/10/2022,106.90,67737340.00,114.10,114.96,106.60,0.418,0.616,
13/10/2022,112.53,86868100.00,107.88,113.44,105.35,0.541,0.646,
12/10/2022,112.90,45728660.00,112.49,113.83,111.40,0.608,0.642,
11/10/2022,112.21,56432230.00,112.71,115.48,110.39,0.674,0.646,
10/10/2022,113.67,42339680.00,115.10,116.25,112.43,0.588,0.627,
07/10/2022,114.56,54677980.00,118.00,118.17,113.88,0.623,0.512,
06/10/2022,120.30,42253760.00,120.77,121.53,119.50,0.515,0.513,
05/10/2022,120.95,48217540.00,118.58,121.75,117.69,0.639,0.503,
04/10/2022,121.09,62812560.00,119.89,123.00,119.79,0.538,0.516,
03/10/2022,115.88,50941850.00,113.58,116.91,112.45,0.606,0.541,
30/09/2022,113.00,59479590.00,114.08,116.92,112.84,0.628,0.512,
29/09/2022,114.80,58969710.00,115.60,116.07,113.06,0.448,0.481,
28/09/2022,118.01,55763750.00,114.38,118.70,113.80,0.73,0.495,
27/09/2022,114.41,60094690.00,117.20,118.32,113.05,0.712,0.481,
26/09/2022,115.15,62723270.00,113.30,117.34,115.02,0.482,0.469,
23/09/2022,113.78,65126670.00,116.00,119.35,114.76,0.41,0.481,
22/09/2022,117.31,55229190.00,117.08,118.79,116.26,0.548,0.491,
21/09/2022,118.54,58498890.00,122.49,123.76,118.45,0.63,0.484,
20/09/2022,122.19,47698430.00,123.35,124.40,121.14,0.631,0.465,
19/09/2022,124.66,47279730.00,122.16,124.71,121.80,0.588,0.441,
16/09/2022,123.53,115667800.00,122.78,123.87,120.70,0.485,0.561,
15/09/2022,126.28,52887200.00,127.38,130.37,125.50,0.496,0.557,
14/09/2022,128.55,45316770.00,127.36,128.84,126.33,0.498,0.568,
13/09/2022,126.82,72694010.00,131.01,131.40,129.64,0.464,0.566,
12/09/2022,136.45,53826860.00,134.10,136.49,134.00,0.718,0.575,
09/09/2022,133.27,49422260.00,130.91,133.69,131.62,0.456,0.595,
08/09/2022,129.82,43988510.00,127.72,130.28,127.10,0.577,0.618,
07/09/2022,129.48,42178620.00,128.82,130.74,128.05,0.483,0.611,
06/09/2022,126.11,43888590.00,127.92,128.62,124.74,0.524,0.626,
02/09/2022,127.51,57429830.00,129.50,131.38,126.39,0.618,0.608,
01/09/2022,127.82,56636150.00,126.00,128.02,123.66,0.527,0.585,
31/08/2022,126.77,53648700.00,129.45,130.59,126.74,0.591,0.596,
30/08/2022,128.73,49202990.00,131.25,132.07,126.85,0.689,0.595,
29/08/2022,129.79,45824690.00,132.98,133.31,128.95,0.638,0.584,
26/08/2022,130.75,53322660.00,136.55,137.83,130.50,0.458,0.553,
25/08/2022,137.28,37496280.00,135.26,137.42,134.28,0.606,0.574,
24/08/2022,133.80,38626980.00,132.75,133.57,131.71,0.586,0.574,
23/08/2022,133.62,36252100.00,133.41,134.99,132.95,0.609,0.536,
22/08/2022,133.22,48497700.00,131.62,134.07,131.15,0.616,0.527,
19/08/2022,138.23,38365930.00,136.86,138.85,136.75,0.606,0.493,
18/08/2022,142.30,37458740.00,141.32,142.77,140.38,0.608,0.491,
17/08/2022,142.10,48149780.00,142.69,143.57,140.09,0.32,0.486,
16/08/2022,144.78,59102860.00,143.91,146.57,142.00,0.545,0.491,
15/08/2022,143.18,39014580.00,142.80,143.76,141.49,0.515,0.488,
12/08/2022,143.55,47643480.00,142.05,143.57,140.09,0.595,0.514,
11/08/2022,140.64,44867340.00,143.86,144.49,139.76,0.575,0.498,
10/08/2022,142.69,54773820.00,142.90,144.60,141.01,0.353,0.496,
09/08/2022,137.83,40434720.00,138.05,138.95,136.21,0.527,0.533,
08/08/2022,139.41,52303480.00,142.05,143.57,140.09,0.347,0.528,
05/08/2022,140.80,50686870.00,140.10,142.86,139.60,0.483,0.441,
04/08/2022,142.57,70585020.00,140.58,143.56,139.55,0.56,0.449,
03/08/2022,139.52,71827780.00,136.21,140.49,136.05,0.608,0.439,
02/08/2022,134.16,61922430.00,134.72,137.44,134.09,0.496,0.427,
01/08/2022,135.39,76846910.00,134.96,138.83,133.51,0.428,0.402,
29/07/2022,134.95,148892900.00,134.90,137.65,132.41,0.539,0.455,
28/07/2022,122.28,82245540.00,121.57,122.84,118.08,0.493,0.435,
27/07/2022,120.97,61582020.00,117.31,121.90,117.16,0.522,0.435,
26/07/2022,114.81,67075060.00,115.79,118.15,114.53,0.321,0.421,
25/07/2022,121.14,50221260.00,122.70,123.64,120.03,0.314,0.434,
22/07/2022,122.42,51463800.00,125.01,125.50,121.35,0.399,0.493,
21/07/2022,124.63,60239890.00,123.20,124.85,121.26,0.498,0.507,
20/07/2022,122.77,54375130.00,120.69,123.49,119.93,0.419,0.496,
19/07/2022,118.21,60990040.00,115.70,118.95,114.03,0.412,0.522,
18/07/2022,113.76,59115420.00,115.00,117.24,113.15,0.617,0.555,
15/07/2022,113.55,84317820.00,112.50,115.59,111.59,0.492,0.482,
14/07/2022,110.63,51163140.00,110.24,111.18,107.58,0.425,0.469,
13/07/2022,110.40,61353810.00,107.03,111.78,106.01,0.599,0.479,
12/07/2022,109.22,54280260.00,112.16,112.64,109.32,0.641,0.447,
11/07/2022,111.75,53540020.00,114.08,114.30,110.87,0.495,0.408,
08/07/2022,115.54,45719690.00,114.60,116.58,113.69,0.4,0.265,
07/07/2022,116.33,57872320.00,113.85,116.99,113.49,0.492,0.267,
06/07/2022,114.33,66958880.00,113.21,115.48,110.39,0.377,0.26,
05/07/2022,113.50,76684410.00,107.60,114.08,106.32,0.368,0.263,
01/07/2022,109.56,73021170.00,106.29,109.75,105.85,0.411,0.403,
30/06/2022,106.21,69575610.00,107.66,109.23,105.07,0.445,0.414,
29/06/2022,108.92,66375340.00,107.38,110.99,106.91,0.394,0.433,
28/06/2022,107.40,75172030.00,113.50,114.85,107.04,0.464,0.452,
27/06/2022,113.22,62133240.00,117.09,117.98,112.70,0.536,0.479,
24/06/2022,116.46,69867620.00,112.38,116.71,111.43,0.491,0.504,
23/06/2022,112.44,64345300.00,110.39,113.00,107.93,0.577,0.498,
22/06/2022,108.95,60040130.00,107.43,112.13,107.02,0.528,0.463,
21/06/2022,108.68,70901250.00,108.20,111.63,103.56,0.651,0.479,
17/06/2022,106.22,99772150.00,102.80,106.98,102.51,0.45,0.501,
16/06/2022,103.66,82186300.00,104.47,104.58,96.06,0.329,0.521,
15/06/2022,107.67,85011060.00,103.86,109.06,103.53,0.64,0.531,
14/06/2022,102.31,69728760.00,104.19,104.88,101.43,0.598,0.538,
13/06/2022,103.67,99277740.00,104.19,104.88,101.43,0.514,0.514,
10/06/2022,109.65,87412250.00,113.42,114.50,109.05,0.592,0.583,
09/06/2022,116.15,67029840.00,119.99,121.30,116.10,0.395,0.569,
08/06/2022,121.18,64926590.00,122.61,123.75,120.75,0.692,0.602,
07/06/2022,123.00,85156710.00,122.01,124.10,120.63,0.432,0.598,
06/06/2022,124.79,135269000.00,125.25,128.99,123.81,0.716,0.631,
03/06/2022,122.35,97603320.00,124.20,124.40,121.05,0.495,0.602,
02/06/2022,125.51,100560680.00,121.68,125.61,120.05,0.628,0.639,
01/06/2022,121.68,127528980.00,122.26,125.18,120.62,0.659,0.638,
31/05/2022,120.21,144634160.00,116.28,121.99,115.68,0.662,0.646,
27/05/2022,115.15,93660160.00,113.55,115.19,112.63,0.753,0.576,
26/05/2022,111.08,93002600.00,107.97,112.67,107.45,0.624,0.569,
25/05/2022,106.78,93120100.00,103.66,108.18,103.65,0.715,0.524,
24/05/2022,104.10,102934680.00,104.03,105.40,101.26,0.626,0.442,
23/05/2022,107.56,107797360.00,108.46,108.82,103.95,0.569,0.425,
20/05/2022,107.59,99500640.00,109.57,109.90,105.01,0.705,0.475,
19/05/2022,107.32,88142540.00,106.28,110.03,106.19,0.311,0.455,
18/05/2022,107.11,108379180.00,111.44,112.85,106.25,0.139,0.499,
17/05/2022,115.37,76447740.00,113.28,115.80,111.28,0.503,0.557,
16/05/2022,110.81,74565740.00,113.10,113.99,110.35,0.346,0.526,
13/05/2022,113.06,93684560.00,109.07,113.18,107.80,0.569,0.457,
12/05/2022,106.93,132025140.00,102.75,104.20,101.52,0.616,0.427,
11/05/2022,105.37,109703640.00,108.10,110.16,104.43,0.547,0.393,
10/05/2022,108.86,105433820.00,111.25,112.64,107.17,0.286,0.399,
09/05/2022,108.79,128124380.00,111.31,114.00,108.88,0.288,0.435,
06/05/2022,114.77,124259900.00,114.85,119.05,113.08,0.363,0.437,
05/05/2022,116.41,144391220.00,123.00,123.50,115.07,0.379,0.429,
04/05/2022,125.93,110745360.00,123.60,126.00,119.18,0.583,0.455,
03/05/2022,124.25,79133360.00,124.05,126.22,122.83,0.541,0.444,
02/05/2022,124.50,148788980.00,122.40,124.67,118.38,0.483,0.401,
29/04/2022,124.28,272661800.00,129.85,130.76,121.63,0.308,0.547,
28/04/2022,144.60,117316940.00,142.18,145.94,140.30,0.56,0.549,
27/04/2022,138.17,71336300.00,140.19,141.95,135.78,0.504,0.538,
26/04/2022,139.39,77529160.00,144.80,144.86,138.93,0.237,0.56,
25/04/2022,146.07,61874980.00,144.02,146.22,142.31,0.579,0.608,
22/04/2022,144.35,73078580.00,148.25,149.62,143.70,0.326,0.443,
21/04/2022,148.30,63969320.00,154.71,156.74,147.59,0.484,0.512,
20/04/2022,154.00,59630020.00,157.60,157.60,153.60,0.657,0.527,
19/04/2022,158.12,54926420.00,152.03,158.65,151.55,0.574,0.505,
18/04/2022,152.79,46513520.00,151.52,154.04,150.25,0.526,0.515,
14/04/2022,151.71,51598140.00,155.39,156.20,154.01,0.589,0.54,
13/04/2022,155.54,53390880.00,150.02,156.03,149.60,0.5,0.524,
12/04/2022,150.79,55177440.00,153.69,155.10,150.38,0.645,0.525,
11/04/2022,151.12,52112340.00,152.71,154.14,150.53,0.682,0.514,
08/04/2022,154.46,46001660.00,156.75,157.37,154.23,0.268,0.551,
07/04/2022,157.78,68136780.00,158.40,160.08,154.51,0.476,0.592,
06/04/2022,158.76,79055760.00,161.65,162.20,157.25,0.509,0.597,
05/04/2022,164.06,53728560.00,167.74,168.11,163.27,0.565,0.607,
04/04/2022,168.35,50007960.00,164.13,168.39,163.21,0.596,0.617,
01/04/2022,163.56,57089500.00,164.15,165.83,162.32,0.557,0.566,
31/03/2022,163.00,59965780.00,166.44,166.50,162.95,0.514,0.563,
30/03/2022,166.30,56167260.00,168.51,168.95,165.50,0.579,0.569,
29/03/2022,169.32,66153600.00,170.38,170.83,167.87,0.633,0.559,
28/03/2022,168.99,59853820.00,164.98,169.04,164.90,0.676,0.574,
25/03/2022,164.77,49085500.00,164.00,165.37,162.25,0.535,0.548,
24/03/2022,163.65,56798060.00,163.75,164.12,160.05,0.558,0.538,
23/03/2022,163.41,55811860.00,163.71,166.37,162.69,0.505,0.519,
22/03/2022,164.89,64086120.00,161.81,166.17,161.70,0.739,0.535,
21/03/2022,161.49,66537520.00,161.12,163.08,159.55,0.573,0.492,
18/03/2022,161.25,102962760.00,156.81,161.59,156.01,0.465,0.475,
17/03/2022,157.24,72934840.00,152.64,157.50,152.14,0.428,0.492,
16/03/2022,153.10,84957680.00,148.50,153.15,147.35,0.615,0.5,
15/03/2022,147.37,75584600.00,142.85,147.99,142.00,0.437,0.469,
14/03/2022,141.85,74086100.00,145.98,147.45,140.88,0.503,0.476,
11/03/2022,145.52,68900560.00,149.57,149.68,145.37,0.588,0.47,
10/03/2022,146.82,135062900.00,145.69,148.67,143.98,0.483,0.456,
09/03/2022,139.28,82656660.00,139.50,140.25,136.83,0.395,0.462,
08/03/2022,136.01,91662580.00,136.68,140.70,133.57,0.492,0.49,
07/03/2022,137.45,86933860.00,145.44,146.09,137.42,0.492,0.461,
04/03/2022,145.64,60983120.00,147.16,147.85,144.28,0.491,0.378,
03/03/2022,147.90,65197200.00,153.53,153.93,146.86,0.522,0.397,
02/03/2022,152.05,47334720.00,150.85,153.00,148.75,0.589,0.377,
01/03/2022,151.14,44873580.00,152.73,154.10,149.98,0.295,0.377,
28/02/2022,153.56,57683420.00,152.43,154.45,150.85,0.363,0.427,
25/02/2022,153.79,62395360.00,150.55,153.99,149.21,0.623,0.537,
24/02/2022,151.36,100785760.00,139.84,151.75,139.50,0.383,0.527,
23/02/2022,144.83,64243560.00,151.65,151.76,144.65,0.591,0.546,
22/02/2022,150.20,66128240.00,150.48,152.98,148.49,0.64,0.538,
18/02/2022,152.60,63604100.00,155.50,155.50,150.89,0.551,0.617,
17/02/2022,154.65,64032500.00,158.15,160.35,154.50,0.517,0.609,
16/02/2022,158.10,52704280.00,155.79,158.83,154.73,0.531,0.628,
15/02/2022,156.51,56970660.00,157.61,158.01,154.64,0.572,0.631,
14/02/2022,155.17,83230700.00,151.75,158.45,151.65,0.744,0.636,
11/02/2022,153.29,77100440.00,158.13,159.00,152.73,0.494,0.56,
