Date,Close,Volume,Open,High,Low,avg,7ma,
28/01/2025,238.15,41587190.00,234.29,241.77,233.98,0.132,0.509,
27/01/2025,235.42,49428330.00,226.21,235.61,225.86,0.314,0.631,
24/01/2025,234.85,25890740.00,234.50,236.40,232.93,0.337,0.758,
23/01/2025,235.42,49428330.00,226.21,235.61,225.86,0.707,0.817,
22/01/2025,235.01,41448220.00,232.02,235.44,231.19,0.707,0.825,
21/01/2025,230.71,39951460.00,228.90,231.78,226.94,0.987,0.814,
17/01/2025,225.94,42370120.00,225.84,226.51,223.08,0.753,0.579,
16/01/2025,220.66,24757280.00,224.42,224.65,220.31,0.759,0.537,
15/01/2025,223.35,31291260.00,222.83,223.57,220.75,0.63,0.464,
14/01/2025,217.76,24711650.00,220.44,221.82,216.20,0.75,0.474,
13/01/2025,218.46,27262660.00,218.06,219.40,216.47,0.328,0.448,
10/01/2025,218.94,36811530.00,221.46,221.71,216.50,0.462,0.461,
08/01/2025,222.13,25033290.00,223.19,223.52,220.20,0.699,0.509,
07/01/2025,222.11,28084160.00,227.90,228.38,221.46,0.572,0.51,
06/01/2025,227.61,31849830.00,226.78,228.84,224.84,0.35,0.491,
03/01/2025,224.19,27515610.00,222.51,225.36,221.62,0.545,0.373,
02/01/2025,220.22,33956580.00,222.03,225.15,218.19,0.494,0.357,
31/12/2024,219.39,24819660.00,222.97,223.23,218.94,0.436,0.325,
27/12/2024,223.75,27367150.00,225.60,226.03,220.90,0.399,0.479,
26/12/2024,227.05,16174500.00,228.50,228.50,226.67,0.43,0.462,
24/12/2024,229.05,15007500.00,226.94,229.14,226.13,0.682,0.461,
23/12/2024,225.06,28070010.00,225.01,226.88,223.90,0.627,0.4,
20/12/2024,224.92,88279180.00,219.84,226.21,218.73,0.28,0.258,
19/12/2024,223.29,39918740.00,224.91,226.09,222.92,0.37,0.283,
18/12/2024,220.52,43281440.00,230.77,231.40,220.11,0.355,0.237,
17/12/2024,231.15,35948130.00,232.39,232.73,227.85,0.258,0.237,
16/12/2024,232.93,37552100.00,230.23,233.00,228.01,0.366,0.254,
13/12/2024,227.46,28768080.00,228.40,230.20,225.86,0.456,0.368,
12/12/2024,228.97,28204080.00,229.83,231.09,227.63,0.045,0.379,
11/12/2024,230.26,35385790.00,226.41,231.20,226.26,0.355,0.451,
10/12/2024,225.04,31199860.00,226.09,229.06,224.20,0.379,0.5,
09/12/2024,226.09,46819360.00,227.21,230.08,225.67,0.447,0.503,
06/12/2024,227.03,44178070.00,220.75,227.15,220.60,0.533,0.428,
05/12/2024,220.55,41140220.00,218.03,222.15,217.30,0.545,0.417,
04/12/2024,218.16,48745720.00,215.96,220.00,215.75,0.701,0.388,
03/12/2024,213.44,32214830.00,210.31,214.02,209.65,0.4,0.383,
02/12/2024,210.71,39523190.00,209.96,212.99,209.51,0.079,0.318,
29/11/2024,207.89,24892450.00,205.83,208.20,204.59,0.459,0.403,
27/11/2024,205.74,28061640.00,206.98,207.64,205.05,0.666,0.34,
26/11/2024,207.86,41673740.00,201.90,208.00,201.79,-0.055,0.316,
22/11/2024,197.12,31530840.00,198.25,199.26,196.75,0.433,0.283,
21/11/2024,198.38,58800040.00,203.49,203.49,195.75,0.077,0.304,
20/11/2024,202.88,32768990.00,202.98,203.13,199.45,0.284,0.288,
18/11/2024,201.70,36512470.00,204.15,204.67,200.95,0.497,0.288,
15/11/2024,202.61,86591140.00,206.76,207.34,199.61,0.275,0.266,
14/11/2024,211.48,42620310.00,214.16,215.90,210.88,0.584,0.269,
13/11/2024,214.10,46212940.00,209.40,215.09,209.14,-0.038,0.289,
12/11/2024,208.91,38942920.00,208.37,209.54,206.01,0.288,0.353,
11/11/2024,206.84,35456010.00,208.50,209.65,205.59,0.178,0.356,
08/11/2024,208.18,36075850.00,209.72,209.96,207.44,0.293,0.456,
07/11/2024,210.05,52878380.00,207.44,212.25,207.19,0.727,0.495,
06/11/2024,207.09,72292170.00,200.01,207.55,199.14,0.408,0.463,
05/11/2024,199.50,30564780.00,196.04,199.82,195.99,0.306,0.473,
04/11/2024,195.78,38492060.00,196.45,197.33,194.31,0.393,0.541,
01/11/2024,197.93,99687850.00,199.00,200.50,197.02,0.568,0.483,
31/10/2024,186.40,75146760.00,190.51,190.60,185.23,0.5,0.515,
30/10/2024,192.73,37707550.00,194.70,195.61,192.42,0.48,0.514,
29/10/2024,190.83,35690160.00,188.58,191.46,187.82,0.777,0.465,
28/10/2024,188.39,27930840.00,189.57,190.21,188.21,-0.09,0.452,
25/10/2024,187.83,29362060.00,187.85,190.45,187.53,0.794,0.602,
24/10/2024,186.38,21647400.00,185.25,187.11,183.86,0.492,0.617,
23/10/2024,184.71,31937090.00,188.85,189.16,183.69,0.134,0.675,
22/10/2024,189.70,29650590.00,188.35,191.52,186.98,0.687,0.772,
