Date,Close,Volume,Open,High,Low,Avg,7 MA
16/07/2024,7.97,4234263,7.68,8.1,7.68,0.115,0.099
17/07/2024,8.19,4869836,7.85,8.36,7.82,0.132,0.095
18/07/2024,7.75,3546981,8.23,8.3301,7.71,0.091,0.097
19/07/2024,7.75,3503584,7.68,7.89,7.59,0.225,0.123
23/07/2024,7.98,1764710,7.65,8.03,7.64,0.117,0.138
24/07/2024,7.68,2587691,7.86,8.095,7.67,0.044,0.128
26/07/2024,8.21,2041894,8.26,8.32,8.06,0.116,0.126
29/07/2024,8.07,2194649,8.3,8.47,7.98,0.041,0.119
30/07/2024,8.12,1943352,8.14,8.345,7.865,0,0.087
02/08/2024,7.51,2567547,7.4,7.55,7.21,0.126,0.094
06/08/2024,7,2379896,7.14,7.14,6.91,0.284,0.087
07/08/2024,6.84,9277138,7.13,7.285,6.815,0.055,0.089
08/08/2024,5.86,12433970,5.58,6.06,5.52,0.08,0.084
09/08/2024,5.67,5000073,5.94,6.08,5.64,0.097,0.092
20/08/2024,6.47,2168600,6.64,6.725,6.42,0.031,0.096
27/08/2024,5.97,2649782,6.13,6.15,5.97,-0.035,0.073
30/08/2024,6.02,1833623,6.14,6.165,5.985,0.086,0.085
10/09/2024,5.79,2165336,5.67,5.8,5.53,0.036,0.05
17/09/2024,7.35,4213443,6.96,7.49,6.96,0.076,0.053
18/09/2024,7.04,2481786,7.38,7.3999,7,0.18,0.067
23/09/2024,7.27,2254292,7.33,7.343,7.16,0.103,0.068
25/09/2024,7.5,2313989,7.31,7.57,7.265,0.104,0.079
27/09/2024,7.56,1883647,7.56,7.735,7.505,0.132,0.102
01/10/2024,7.18,2516148,7.3,7.34,7.03,0.095,0.104
09/10/2024,7.39,1978935,7.28,7.48,7.27,0.122,0.116
17/10/2024,7.2,1566171,7.2,7.24,7.12,0.084,0.117
18/10/2024,7.32,4310308,7.25,7.45,7.22,0.123,0.109
23/10/2024,7.08,1656427,7.29,7.38,7.031,0,0.094
29/10/2024,7.34,1986794,7.3,7.45,7.26,0.15,0.101
05/11/2024,7.67,5519388,7.14,7.68,7.1,-0.067,0.072
07/11/2024,8.17,5531250,8.64,8.76,7.82,0.2,0.087
22/11/2024,7.89,4399441,7.66,8.075,7.56,0.025,0.074
02/12/2024,9.87,9990751,9.22,10.32,9.1,0.18,0.087
03/12/2024,9.39,6983447,9.57,9.85,9.09,0.188,0.097
04/12/2024,9.81,4648599,9.61,9.98,9.44,0.078,0.108
05/12/2024,9.93,4094237,9.9,10.05,9.6231,0,0.086
09/12/2024,11.34,7093598,11,11.6186,10.94,0.222,0.128
11/12/2024,10.55,3099279,10.53,10.925,10.41,0,0.099
16/12/2024,11.15,3779600,10.41,11.16,10.33,0.118,0.112
17/12/2024,11.33,3993423,11.08,11.68,11,0.152,0.108
18/12/2024,10.52,5545038,11.79,12.08,10.29,0.145,0.102
19/12/2024,9.98,3978010,10.7,10.7,9.76,0.139,0.111
08/01/2025,9.42,2749513,9.5,9.62,9.16,0.158,0.126
10/01/2025,8.98,2585384,9.15,9.15,8.68,0,0.126
14/01/2025,8.82,1485250,8.99,9.16,8.75,0.024,0.112
15/01/2025,9.45,1826836,9.3,9.555,9.12,0.294,0.132
16/01/2025,9.41,1720154,9.45,9.68,9.398,0.122,0.129
17/01/2025,9.29,2644052,9.71,9.71,9.28,0.175,0.134
21/01/2025,9.6,1667125,9.44,9.67,9.3,0.107,0.126
22/01/2025,9.69,2966195,9.55,10.01,9.46,0.11,0.119
07/02/2025,10.12,2228454,10.06,10.22,9.905,0.7,0.219
10/02/2025,10.58,3847890,10.29,10.76,10.15,0.1,0.23
12/02/2025,10.07,9455103,9.82,10.1274,9.66,0.004,0.188
13/02/2025,7.97,15164900,7.9,8.18,7.455,0.119,0.188
25/02/2025,6.76,2707587,6.87,6.95,6.645,0.225,0.195
27/02/2025,6.73,2696525,7.06,7.16,6.73,0.168,0.204
28/02/2025,6.81,3819703,6.64,6.82,6.535,-0.25,0.152
03/03/2025,6.54,3652879,6.87,7.065,6.53,0,0.038
04/03/2025,6.6,5482827,6.39,6.725,6.31,0.114,0.054
05/03/2025,6.99,2979507,6.68,7.035,6.57,-0.04,0.031
06/03/2025,6.5,3407084,6.78,6.87,6.425,0,-0.001
10/03/2025,6.6,4608132,6.47,6.78,6.445,0,-0.025
12/03/2025,6.76,2348782,6.76,6.95,6.65,0.168,0.035
13/03/2025,6.6,1423937,6.69,6.76,6.58,0.493,0.105
14/03/2025,6.85,1689983,6.74,6.91,6.725,0.012,0.107
17/03/2025,7.25,3546204,6.89,7.41,6.87,0.13,0.122
18/03/2025,7.08,2685792,7.145,7.25,7.03,0,0.122
19/03/2025,7.11,2484031,7.12,7.35,7,0.25,0.134
20/03/2025,7,2772910,6.9,7.07,6.85,0.067,0.073
21/03/2025,7.11,7629971,6.85,7.195,6.8,0.4,0.128
24/03/2025,7.22,2541490,7.33,7.335,7.09,0,0.15
25/03/2025,7.04,2153223,7.33,7.37,7.02,0.067,0.141
26/03/2025,6.87,2096749,7.04,7.13,6.81,0,0.141
27/03/2025,6.69,1366868,6.86,6.895,6.68,0,0.105
28/03/2025,6.51,2427719,6.67,6.735,6.35,0.2,0.124
31/03/2025,6.33,2495411,6.3,6.43,6.18,0.1,0.052
02/04/2025,6.61,1866926,6.33,6.63,6.33,0,0.052
03/04/2025,5.94,2712227,6.25,6.26,5.92,0,0.043
07/04/2025,5.13,5161270,4.92,5.34,4.65,0.1,0.057
08/04/2025,5,4940971,5.29,5.35,4.865,0.075,0.068
09/04/2025,5.8,4453591,4.92,5.92,4.9,0.067,0.049
10/04/2025,5.38,2434706,5.59,5.595,5.23,0.05,0.056
11/04/2025,5.48,1896622,5.36,5.48,5.19,0.05,0.049
14/04/2025,5.37,2606152,5.68,5.755,5.37,0.05,0.042
15/04/2025,5.37,2651058,5.36,5.53,5.25,0.025,0.035
16/04/2025,5.32,1869135,5.22,5.435,5.21,0.125,0.043
17/04/2025,5.39,1840711,5.32,5.42,5.23,0.05,0.043
21/04/2025,5.2,1306573,5.26,5.35,5.125,0,0.036
22/04/2025,5.36,1947648,5.28,5.42,5.175,0,0.036
23/04/2025,5.5,2177659,5.62,5.75,5.455,0,0.036
24/04/2025,5.85,1575750,5.55,5.86,5.52,0,0.029
25/04/2025,5.87,1248604,5.82,5.905,5.74,0.1,0.039
28/04/2025,5.85,1620278,5.91,5.97,5.805,0,0.057
30/04/2025,5.75,"1,690,159",5.66,5.78,5.5813,0.113,0.073
01/05/2025,6,"1,818,718",6,6,5.76,0,0.073
