Date,Close,Volume,Open,High,Low,Avg,7MA
28/05/2020,70.8365,33879520,69.843,72.042,69.8,1,0.963
01/06/2020,71.591,24342800,70.9195,71.898,70.9,-0.882,0.695
05/06/2020,71.9195,34704880,70.6585,72.2525,70.3,0.974,0.722
10/06/2020,73.2925,30503060,72.977,73.713,72.8135,0.996,0.72
26/06/2020,67.995,85353960,71.5695,71.6725,67.5995,0.997,0.722
30/06/2020,70.6805,40847620,69.522,70.9325,69.198,1,0.725
02/07/2020,73.235,37189600,72.347,74.1475,72.321,0.999,0.993
07/07/2020,74.259,29163440,74.5,75.84,74.1775,0.925,0.986
10/07/2020,77.087,37134080,75.3075,77.1915,74.827,0.993,0.987
14/07/2020,76.029,31700320,74.5155,76.1475,74.175,0.992,0.987
15/07/2020,75.682,32213680,76.1565,76.7665,74.9,0.999,0.987
16/07/2020,75.9,30386900,75,75.9345,74.3155,0.996,0.986
23/07/2020,75.784,32552680,78.3485,78.5935,75.3696,-0.805,0.728
28/07/2020,75.017,34043480,76.259,76.324,74.883,0.99,0.727
29/07/2020,76.101,22130680,75.316,76.5626,75.0665,0.983,0.735
30/07/2020,76.5725,33427920,74.85,76.8935,74.611,-0.977,0.454
11/08/2020,74.016,29087300,74.622,75.5,73.9,0.993,0.454
18/08/2020,77.93,40541720,76.309,78.1235,76.1855,0.989,0.453
25/08/2020,80.411,42641680,79.1035,80.581,79.1035,0.992,0.452
28/08/2020,82.2205,29995640,81.6745,82.3585,81.5375,0.998,0.71
31/08/2020,81.709,36468120,82.3945,82.3983,81.5155,0.997,0.711
02/09/2020,86.414,50223600,83.6888,86.659,83.3165,0.776,0.681
03/09/2020,82.092,62155260,85.4857,85.4857,80.753,0.977,0.96
09/09/2020,77.848,35494080,77.8765,78.45,76.8026,0.999,0.961
16/09/2020,76.045,26245980,77.777,78.1,75.991,0.992,0.962
17/09/2020,74.7765,37595020,74.8,75.4149,73.5,0.983,0.96
18/09/2020,72.9995,62077640,74.9005,75.1502,71.8565,0.997,0.96
23/09/2020,70.7605,33147000,72.939,73.048,70.385,0.993,0.96
24/09/2020,71.4145,29004320,70.5515,72.1854,70.4925,0.987,0.99
28/09/2020,73.226,40158820,73.7105,73.84,72.4651,0.992,0.992
29/09/2020,73.4665,19582040,73.5195,73.8332,72.9403,0.974,0.988
02/10/2020,72.921,25681420,73.1015,74.16,72.546,0.5,0.918
05/10/2020,74.301,22265140,73.3105,74.4105,73.2135,0.995,0.92
08/10/2020,74.2965,23756620,73.2545,74.5,73.2545,1,0.92
12/10/2020,78.4575,49651200,77.15,79.693,76.6285,0.995,0.92
15/10/2020,77.9565,30816340,77.3575,78.7553,77.2515,0.934,0.913
20/10/2020,77.7965,44851440,76.3525,78.875,76.2835,0.973,0.91
21/10/2020,79.6655,51366900,78.6665,80.9365,78.5815,0.995,0.913
22/10/2020,80.7665,28680840,79.6525,81.0995,79.25,0.942,0.976
23/10/2020,82.05,27516880,81.3035,82.118,81.0255,0.984,0.975
26/10/2020,79.5225,37065080,81.2505,81.912,78.825,0.997,0.974
27/10/2020,80.213,24580040,79.7835,80.3423,79.139,0.98,0.972
28/10/2020,75.831,36679180,77.987,78.0675,75.731,0.353,0.889
29/10/2020,78.362,40061280,76.118,79.6855,76.112,0.95,0.886
30/10/2020,81.0505,86617240,83.6055,84.35,80.223,0.986,0.885
02/11/2020,81.3015,50708920,81.408,83.0385,80.8015,0.975,0.889
03/11/2020,82.5105,33233060,81.589,83.085,80.831,0.34,0.797
06/11/2020,88.0875,33224500,87.6975,88.6215,87.0175,0.999,0.798
09/11/2020,88.15,45365400,89.545,90.903,88.001,0.442,0.721
12/11/2020,87.492,24975080,87.3815,88.4135,87.28,0.997,0.813
13/11/2020,88.851,30011480,87.8815,89.052,87.2275,0.987,0.818
17/11/2020,88.5075,22942280,88.847,89.25,88.35,0.992,0.819
19/11/2020,88.196,24998200,86.919,88.4795,86.8503,1,0.822
23/11/2020,86.743,43239500,87.48,87.695,85.886,0.921,0.905
24/11/2020,88.444,31594060,86.525,88.58,86.3845,-0.704,0.741
25/11/2020,88.5715,20922440,88.6445,88.927,87.827,0.994,0.74
01/12/2020,89.905,34780900,88.7185,91.2415,88.4685,0.987,0.592
07/12/2020,90.974,26418920,90.95,91.6185,90.289,0.993,0.592
09/12/2020,89.2065,30151160,90.6005,91.7135,88.3905,0.82,0.577
11/12/2020,89.0885,24413020,88.153,89.2225,88,0.997,0.82
15/12/2020,88.3885,29645220,88.221,88.571,87.4975,0.997,0.821
16/12/2020,88.15,30270860,88.644,88.65,87.804,0.713,0.783
22/12/2020,86.175,18766920,86.7215,86.8702,85.6288,0.744,0.893
24/12/2020,86.9425,6935060,86.75,87.3,86.4555,0.78,0.863
28/12/2020,88.8045,27860660,87.5818,89.5364,87.3168,0.5,0.793
30/12/2020,86.976,26122600,88.1005,88.2548,86.28,0.999,0.819
05/01/2021,87.046,22906940,86.25,87.3835,85.9008,0.978,0.816
07/01/2021,89.3625,45300440,87.003,89.42,86.8525,1,0.857
08/01/2021,90.3605,41020040,89.399,90.492,88.6768,0.866,0.874
11/01/2021,88.336,24194700,89.3035,89.7158,88.026,0.991,0.975
12/01/2021,87.3275,27153820,87.696,88.902,86.2655,0.993,0.974
13/01/2021,87.72,21882620,86.929,88.2518,86.9005,0.294,0.874
14/01/2021,87.009,23589540,87.681,88.7505,86.67,1,0.877
15/01/2021,86.8095,26843400,86.9095,87.8,86.0775,0.996,0.876
19/01/2021,89.543,34692280,87.6125,90.4638,87.073,0.995,0.835
20/01/2021,94.345,49805160,91.573,95.1855,91.2765,0,0.694
21/01/2021,94.5625,41278640,94.9,96.743,94.3555,0.997,0.694
22/01/2021,95.0525,25444640,94.784,95.5475,94.088,0.591,0.737
25/01/2021,94.97,38546400,96.0335,96.479,93.3765,0.99,0.735
26/01/2021,95.862,26262780,94.442,96.25,94.2122,0.847,0.714
27/01/2021,91.5395,54965840,94.1265,94.5,90.45,0.999,0.774
28/01/2021,93.1555,35462760,92.197,94.9415,92.132,0.994,0.774
01/02/2021,95.0675,32043640,92.6785,96.1196,92.5465,0.993,0.916
02/02/2021,96.3755,45474460,96.128,97.788,95.7245,0.856,0.896
03/02/2021,103.5035,82363400,103.65,105.825,100.919,0.752,0.919
04/02/2021,103.1185,37046580,103.4445,103.9275,102.1295,0.291,0.819
05/02/2021,104.9,30702700,103.5,105.1255,102.9665,0.994,0.84
08/02/2021,104.6455,24848220,105.2955,106.1773,103.6,0.78,0.681
09/02/2021,104.1755,17797000,103.927,105.2565,103.927,0.994,0.681
10/02/2021,104.769,22709280,104.7105,105.4185,103.1545,0.985,0.7
11/02/2021,104.7945,18913000,104.9755,105.1015,103.866,1,0.735
12/02/2021,105.2055,17117300,104.5125,105.441,104.1565,0.993,0.836
16/02/2021,106.095,22676760,105.218,107.634,105.218,0.366,0.888
17/02/2021,106.4155,21418820,105,106.683,104.946,0.811,0.863
18/02/2021,105.86,22437100,105.5195,106.6368,105.1855,0.966,0.858
19/02/2021,105.057,29152240,105.9635,106.5265,104.8705,0.599,0.802
22/02/2021,103.244,27350660,103.35,104.571,103.107,0.997,0.809
23/02/2021,103.543,33347540,101.2505,104.1005,100.101,0.823,0.793
24/02/2021,104.7585,24966980,102.0915,105.039,101.9065,0.711,0.842
25/02/2021,101.568,36568640,103.3725,104.744,101.0645,0.749,0.834
26/02/2021,101.843,41676020,102.526,103.5505,100.803,0.878,0.821
01/03/2021,104.0755,28102300,102.826,104.326,102.305,0.983,0.866
02/03/2021,103.792,22691900,103.8095,105.2185,103.563,0.492,0.793
03/03/2021,101.3355,29683620,103.3605,104.4259,100.5,0.6,0.762
04/03/2021,102.4545,42360120,101.1685,104.462,101.0135,0.608,0.747
05/03/2021,105.427,43904360,103.656,105.9055,102.3208,0.365,0.692
08/03/2021,101.2085,32948580,105.0565,106.4405,101.0805,0.784,0.545
09/03/2021,102.635,33946120,103.5,103.902,102.3915,0.834,0.594
10/03/2021,102.7515,25371840,103.588,103.75,101.6685,0.455,0.574
11/03/2021,105.7385,24781600,103.703,106.285,103.619,0.705,0.587
12/03/2021,103.096,34515880,104.25,104.513,102.3775,0.499,0.607
15/03/2021,103.3245,25966500,103.115,103.353,102.1755,0.981,0.724
16/03/2021,104.626,29831280,103.9495,106.178,103.5,0.487,0.675
17/03/2021,104.554,25980320,103.8015,105.489,102.7,0.268,0.648
18/03/2021,101.811,27248600,103.05,103.775,101.6775,0.602,0.633
19/03/2021,102.16,46297860,102.1025,102.655,100.884,0.334,0.61
22/03/2021,101.9295,39096320,102.092,102.8995,101.3035,0.449,0.298
23/03/2021,102.648,27339940,102.585,103.6151,101.961,0.407,0.286
24/03/2021,102.253,23080580,103.2685,103.9105,102.0778,0.256,0.285
25/03/2021,102.218,28378140,102.2405,102.9435,100.5365,0.082,0.21
26/03/2021,101.7775,29876000,101.943,102.5495,100.701,0.47,0.23
29/03/2021,102.7975,24595540,101.394,102.9215,100.781,0.545,0.229
30/03/2021,102.777,20735480,102.8815,103.539,102.2015,0.484,0.24
31/03/2021,103.4315,29198600,102.956,104.6664,102.8373,0.418,0.263
01/04/2021,106.8875,33979560,104.8975,107.147,104.8445,0.674,0.348
05/04/2021,111.2775,43297500,107.647,111.8655,107.581,0.382,0.503
06/04/2021,111.2375,27060720,111.125,111.883,110.74,0.64,0.526
07/04/2021,112.484,25797220,111.3065,112.75,111.2665,0.667,0.561
08/04/2021,113.272,27165180,113.898,114.2003,112.884,0.315,0.51
09/04/2021,114.294,20887300,112.835,114.452,112.6857,0.42,0.494
12/04/2021,112.7395,31317020,113.3125,113.766,111.9233,0.683,0.591
13/04/2021,113.3635,23316080,113.0735,113.8605,112.8045,0.509,0.572
14/04/2021,112.742,20219340,113.758,113.8995,112.4595,0.46,0.542
15/04/2021,114.833,27472240,113.849,115.3298,113.3,0.657,0.591
16/04/2021,114.888,22601800,115.15,115.322,114.2225,0.255,0.568
19/04/2021,115.12,24688900,114.599,115.9225,114.3922,0.395,0.389
20/04/2021,114.6815,21774980,115.3945,115.48,113.5855,0.376,0.37
21/04/2021,114.6645,23934620,114.2625,114.766,112.9285,0.485,0.373
22/04/2021,113.396,21096160,114.6615,115.1881,112.8225,0.504,0.352
23/04/2021,115.765,28703240,114.1735,116.291,113.9105,0.745,0.422
26/04/2021,116.337,20833000,115.9965,117.063,115.692,0.462,0.437
27/04/2021,115.356,31971660,116.8,116.8725,115.2135,0.52,0.458
28/04/2021,118.9955,59728780,120.3573,122.6189,118.7425,0.503,0.461
29/04/2021,121.4945,39553540,120.5165,121.826,120.114,0.66,0.483
30/04/2021,120.506,39142600,120.2245,121.357,120.108,0.533,0.453
03/05/2021,119.7585,33787780,120.136,120.985,119.225,0.501,0.573
04/05/2021,117.7125,35120300,118.487,118.963,115.585,0.68,0.596
05/05/2021,117.837,21805500,118.421,119.11,117.5705,0.41,0.583
06/05/2021,119.0675,20617180,117.532,119.1355,117.1169,0.398,0.545
07/05/2021,119.9345,23277840,120,120.8205,119.5,0.313,0.514
10/05/2021,117.083,26005420,118.7445,118.9,116.7365,0.648,0.578
11/05/2021,115.438,32110960,114.593,116.1,114.15,0.453,0.546
12/05/2021,111.954,34933280,113.0855,114.2685,111.5025,0.421,0.547
13/05/2021,113.0985,26670160,113.0545,113.8301,112.136,0.601,0.576
14/05/2021,115.808,26624960,114.5915,116.057,114.166,0.477,0.6
17/05/2021,116.0705,19835840,115.466,116.167,114.75,0.511,0.439
18/05/2021,115.1715,17302380,116.8453,117.1575,115.158,0.69,0.473
19/05/2021,115.4355,19350880,113.22,115.838,113.176,0.546,0.491
20/05/2021,117.8045,23831860,116.402,118.017,116.0545,0.457,0.47
21/05/2021,117.255,22832640,118.2995,118.45,117.1185,0.767,0.512
24/05/2021,120.3335,21243780,118.35,120.924,118.0055,0.485,0.572
25/05/2021,120.4535,18838560,121,121.6445,120.1495,0.511,0.547
26/05/2021,121.6765,21856380,120.6418,122.1472,120.6258,0.654,0.562
27/05/2021,120.1255,38962260,121.847,122,120.1,0.534,0.573
28/05/2021,120.578,24107640,121.098,121.407,120.3845,0.38,0.518
01/06/2021,121.4905,19165780,121.1,121.8985,120.244,0.72,0.634
02/06/2021,121.064,17162100,121.7655,122.1,120.21,0.719,0.643
03/06/2021,120.2305,18345820,119.751,120.4873,119.1415,0.602,0.653
04/06/2021,122.588,25948680,121.126,122.693,120.8885,0.715,0.701
07/06/2021,123.3045,23849060,122.566,123.4,122.0536,0.665,0.637
08/06/2021,124.1425,25065060,123.995,124.7248,123.412,0.574,0.616
09/06/2021,124.57,20126740,124.975,125.25,124.3665,0.787,0.625
10/06/2021,126.08,31234660,124.7005,126.163,124.7,0.473,0.607
11/06/2021,125.6965,25246180,126.246,126.3495,124.9145,0.504,0.577
14/06/2021,126.352,22550440,125.6695,126.4115,125.047,0.673,0.608
15/06/2021,126.033,22182600,126.522,126.862,125.6485,0.744,0.632
16/06/2021,125.6965,26316760,126.2475,126.5235,124.15,0.626,0.609
17/06/2021,126.371,25755820,125.523,127.1965,125.515,0.821,0.659
18/06/2021,125.5675,53306200,125.7055,126.389,124.603,0.753,0.694
21/06/2021,126.455,26256520,125.74,127.0367,125.1343,0.666,0.736
22/06/2021,126.9995,20986200,126.45,127.27,126.0265,0.639,0.721
23/06/2021,126.4615,19693160,126.55,127.796,126.252,0.658,0.726
24/06/2021,127.282,18933240,127.0535,127.5355,126.96,0.66,0.703
25/06/2021,126.995,33485940,126.957,127.505,126.444,0.41,0.654
28/06/2021,126.8195,28110860,127,127.337,125.9738,0.353,0.55
29/06/2021,126.0185,20949560,126.7725,127,125.437,0.533,0.535
30/06/2021,125.316,24009560,125.6536,125.8,124.7575,0.462,0.507
01/07/2021,126.3685,17124600,124.8498,126.4625,124.8498,0.539,0.489
02/07/2021,128.719,21165120,126.8395,128.848,126.769,0.459,0.496
06/07/2021,129.771,21350340,129.4495,129.8845,128.409,0.436,0.431
07/07/2021,130.0775,16683720,130.341,130.6399,129.76,0.216,0.396
08/07/2021,129.177,19779500,128.25,130.0325,128.04,0.26,0.356
09/07/2021,129.5745,15109320,128.9445,129.8495,128.9435,0.348,0.34
12/07/2021,130.564,16950920,129.8335,130.77,129.6,0.588,0.463
13/07/2021,130.9945,16617960,130.8815,132.042,130.637,0.339,0.45
14/07/2021,132.0825,17918540,131.9015,132.996,131.898,0.767,0.528
15/07/2021,131.2665,16586320,132.5,132.595,130.598,0.305,0.535
16/07/2021,131.8455,14861180,131.641,132.183,130.8215,0.683,0.583
19/07/2021,129.254,25709320,131.1555,131.247,128.537,0.871,0.519
20/07/2021,131.1015,19083120,130.004,132.0014,129.1884,0.69,0.569
21/07/2021,132.6005,14741640,130.787,132.6172,130.6015,0.614,0.547
22/07/2021,133.3285,13608140,132.65,133.5045,132.4,0.678,0.6
23/07/2021,137.816,26377740,135.26,138.8085,134.7005,0.533,0.579
26/07/2021,139.6445,23052460,138.25,139.713,137.651,0.45,0.583
27/07/2021,136.7965,42163060,140.011,140.011,135.1,0.488,0.554
28/07/2021,136.3815,54688340,138.562,139.676,136.35,0.49,0.536
29/07/2021,136.5405,19283340,136.3806,137.1515,136.138,0.501,0.511
30/07/2021,135.221,23954500,135.511,135.7714,134.8142,0.518,0.509
02/08/2021,135.9895,20140040,135.4845,136.0205,134.6695,0.555,0.42
03/08/2021,136.28,19064000,136,136.3355,134.1835,0.599,0.436
04/08/2021,136.0285,16527140,136.2495,136.538,135.415,0.482,0.435
05/08/2021,136.94,11871780,136.0285,136.95,135.6,0.646,0.455
06/08/2021,137.036,13565020,136.295,137.08,136.0465,0.589,0.466
09/08/2021,138.002,12379560,136.949,138.3215,136.4288,0.766,0.587
10/08/2021,138.0965,16039080,138.0795,138.5515,137.2265,0.486,0.571
11/08/2021,137.6895,15209660,138.283,138.8477,137.35,0.472,0.569
12/08/2021,138.3895,14649400,137.713,138.418,136.779,0.555,0.556
13/08/2021,138.406,12580580,138.3575,138.674,138.005,0.379,0.526
16/08/2021,138.916,18050840,138,138.9905,136.1658,0.347,0.461
17/08/2021,137.3005,21274020,138.191,138.7185,136.7875,0.447,0.456
18/08/2021,136.57,14934460,137.1155,138.294,136.421,0.677,0.485
19/08/2021,136.9135,18295920,135.4675,137.452,135.356,0.481,0.475
20/08/2021,138.437,15566740,137.083,138.6145,136.467,0.168,0.444
23/08/2021,141.0995,21089680,138.9985,142.177,138.7479,0.41,0.357
24/08/2021,142.3985,15126260,141.5435,143.0075,141.3535,0.635,0.384
25/08/2021,142.95,12843060,142.883,143.313,142.4395,0.537,0.364
26/08/2021,142.123,14922000,142.6185,143.1348,142.0915,0.614,0.383
27/08/2021,144.5505,24568240,142.1125,145.011,142.02,0.403,0.417
30/08/2021,145.4695,16915900,144.7045,146.4895,144.6,0.686,0.51
31/08/2021,145.462,26756420,145.8845,146.112,145,0.596,0.505
01/09/2021,145.842,15824680,145.65,146.8205,145.6145,0.392,0.484
02/09/2021,144.219,21855800,145.9495,146.325,144.1065,0.448,0.46
03/09/2021,144.775,19110480,144.146,145.377,143.505,0.308,0.447
07/09/2021,145.519,15172600,144.7495,145.824,144.541,0.465,0.573
08/09/2021,144.8835,15491660,145.3935,145.551,144.2,0.59,0.601
09/09/2021,144.9135,14798560,144.8835,145.6695,144.434,0.809,0.653
10/09/2021,141.921,32896620,145.4435,146.019,141.7415,0.398,0.665
13/09/2021,143.465,20175620,143.201,144.191,142.2825,0.88,0.615
14/09/2021,143.406,18919140,144.161,144.7275,142.9055,0.297,0.591
15/09/2021,145.206,20653420,143.759,145.5815,142.256,0.418,0.566
16/09/2021,144.3735,20298840,145.121,145.2,143.4164,0.394,0.507
17/09/2021,141.4635,60039820,143.7985,144.2495,141.0615,0.452,0.514
20/09/2021,139.017,34917720,139.0002,139.3625,137.053,0.373,0.312
21/09/2021,139.6465,18129380,140.117,140.8116,138.9055,0.474,0.338
22/09/2021,140.9385,22067800,140.0505,141.5835,139.4718,0.5,0.349
23/09/2021,141.8265,17276100,141.6095,142.2525,141.0965,0.184,0.319
24/09/2021,142.633,14949340,140.946,142.9035,140.8505,0.24,0.289
27/09/2021,141.501,18844080,141.5855,142.5,140.5,0.53,0.393
28/09/2021,136.184,42189660,139.0885,139.6065,135.7,0.518,0.399
29/09/2021,134.521,26337220,137.1097,137.3985,134.25,0.052,0.335
30/09/2021,133.2655,35363980,134.325,135.59,133,0.155,0.331
01/10/2021,136.4625,28387300,133.5545,137.071,133.3775,0.62,0.385
04/10/2021,133.765,31529900,135.6995,135.7,131.1665,0.552,0.369
05/10/2021,136.177,24126740,134,137.362,134,0.512,0.368
06/10/2021,137.354,19764320,134.6255,137.852,134.4865,0.659,0.454
07/10/2021,139.1855,18250460,138.863,140.1545,138.563,0.443,0.496
08/10/2021,140.056,18928420,139.906,140.317,139.4293,0.305,0.451
11/10/2021,138.8475,16584760,139.8,140.7636,138.8065,0.366,0.395
12/10/2021,136.713,22535020,139.6375,139.695,136.25,0.482,0.385
13/10/2021,137.9,16393280,137.75,138.55,136.9765,0.763,0.421
14/10/2021,141.412,21437560,139.952,141.6515,139.339,0.601,0.413
15/10/2021,141.675,21253360,142.2,142.2,141.0645,0.522,0.424
18/10/2021,142.9605,16567200,141.2135,142.9988,141.2135,0.586,0.554
19/10/2021,143.822,15315840,143.2915,144.107,143.096,0.64,0.576
20/10/2021,142.415,17939500,144.2225,144.2478,141.912,0.45,0.532
21/10/2021,142.7805,14849920,142.192,142.8495,141.637,0.253,0.482
22/10/2021,138.625,30182640,140.351,141.5585,137.1705,0.211,0.438
25/10/2021,138.773,21081700,138.8105,139.2058,136.7485,0.439,0.517
26/10/2021,139.672,28258740,140.606,140.8395,139.0055,0.578,0.508
27/10/2021,146.4275,51850920,139.9025,149.118,139.9025,0.546,0.521
28/10/2021,146.129,32418060,147.299,147.4245,144.7635,0.483,0.554
29/10/2021,148.2705,28954500,145.52,148.613,145.1665,0.473,0.592
01/11/2021,143.774,32272100,148.165,148.3995,143.5795,0.784,0.591
02/11/2021,145.863,21150580,144.8094,146.9205,144.641,0.625,0.598
03/11/2021,146.79,17886600,146.275,146.9105,145.0535,0.549,0.599
04/11/2021,148.683,24700800,147.2,149.95,146.635,0.554,0.609
05/11/2021,149.241,20408140,149.3535,150.5707,148.652,0.472,0.609
08/11/2021,149.3515,18388140,150,151.0345,149.12,0.409,0.55
09/11/2021,149.2485,16875560,149.746,150.3785,147.507,0.839,0.581
10/11/2021,146.626,22708320,148.0098,148.7,145.325,0.397,0.559
11/11/2021,146.748,12463100,147.107,148.5023,146.6945,0.771,0.59
12/11/2021,149.6455,17047660,147.8315,149.8595,146.454,0.741,0.628
15/11/2021,149.388,16247340,150,150.477,148.6525,0.623,0.663
16/11/2021,149.076,17254860,149.1705,149.8325,148.35,0.266,0.582
17/11/2021,149.062,15290820,149.229,149.626,148.563,0.425,0.586
18/11/2021,150.709,26682400,149.146,151.61,148.9985,0.511,0.548
19/11/2021,149.9525,19782960,151,151.85,149.8875,0.565,0.523
22/11/2021,147.0785,24627700,150.1418,150.7445,147.0055,0.746,0.62
23/11/2021,146.757,18133140,147.113,147.694,144.8895,0.448,0.646
24/11/2021,146.7175,16464060,146.35,147,145.199,0.526,0.66
26/11/2021,142.806,16992120,145.0155,145.297,142.4855,0.772,0.756
29/11/2021,146.114,26276120,144.2985,146.862,144.2985,0.534,0.585
30/11/2021,142.452,41590520,145.4503,146.6285,142.066,0.471,0.589
01/12/2021,141.618,28545780,144.2125,146.4991,141.5,0.562,0.594
02/12/2021,143.7765,21250700,141.824,144.675,140.982,0.492,0.524
03/12/2021,142.5205,26687480,144.4955,145.213,141.15,0.489,0.484
06/12/2021,143.7965,22197700,143.574,144.3515,140.647,0.794,0.571
07/12/2021,148.0365,23258280,145.95,148.3,145.7025,0.313,0.548
08/12/2021,148.7205,18963940,148.3315,149.1565,147.2,0.672,0.564
09/12/2021,148.106,18580600,148.176,149.605,147.529,0.504,0.565
10/12/2021,148.675,21638460,149.1,149.4,147.3575,0.664,0.59
13/12/2021,146.7045,24103920,148.444,148.5625,146.36,0.399,0.595
14/12/2021,144.9705,24778800,144.77,145.442,142.2425,0.319,0.596
15/12/2021,147.3685,27280960,144.366,147.5172,142.7055,0.408,0.558
16/12/2021,144.8385,27399740,148.077,148.5515,144.0925,0.395,0.543
17/12/2021,142.803,43404700,142.7145,144.4601,141.788,0.538,0.525
20/12/2021,142.4015,20263520,140.6796,142.6105,140.25,0.433,0.441
21/12/2021,144.2205,19551940,143.15,144.6921,141.735,0.591,0.48
22/12/2021,146.949,18440480,144.1,147.303,143.963,0.508,0.494
23/12/2021,147.1425,13818680,147.0895,148.5726,146.9508,0.803,0.552
27/12/2021,148.064,13259320,147.4635,148.4265,147.25,0.482,0.455
28/12/2021,146.448,18635840,148.3745,148.3745,145.9355,0.62,0.511
29/12/2021,146.5045,17024720,146.4295,147.1838,145.5045,0.702,0.549
30/12/2021,146.0025,12977020,146.45,147.0625,145.7585,0.76,0.573
31/12/2021,144.6795,17297700,145.544,146.365,144.6775,0.576,0.583
03/01/2022,145.0745,25224500,144.4755,145.55,143.5025,0.701,0.651
04/01/2022,144.4165,22927780,145.5505,146.61,143.8161,0.576,0.664
05/01/2022,137.6535,49641520,144.181,144.298,137.5235,0.368,0.628
06/01/2022,137.551,29049040,137.4975,139.686,136.7635,0.478,0.596
07/01/2022,137.0045,19408240,137.905,138.2547,135.789,0.516,0.561
10/01/2022,138.574,34095680,135.099,138.64,133.1405,0.709,0.588
11/01/2022,140.0175,23501240,138.1805,140.3295,136.8135,0.695,0.587
12/01/2022,141.648,23641580,141.5545,142.8142,141.112,0.805,0.619
13/01/2022,139.131,26565080,141.8405,143.1855,138.914,0.516,0.641
14/01/2022,139.7865,23825920,137.5,141.2005,137.5,0.422,0.633
18/01/2022,136.2905,27401960,136.6,137.3915,135.617,0.657,0.538
19/01/2022,135.652,20795280,136.9385,138.3995,135.5,0.618,0.511
20/01/2022,133.5065,21930560,136.514,137.912,133.1445,0.401,0.495
21/01/2022,130.092,41919220,133.012,134.7605,130.001,0.447,0.498
24/01/2022,130.372,55292040,126.0275,130.7785,124.642,0.635,0.565
25/01/2022,126.7355,36008600,128.4355,129.3385,126.378,0.535,0.548
26/01/2022,129.24,39630880,130.5925,132.8075,127.1535,0.648,0.552
27/01/2022,129.121,30285020,131.361,132.6099,128.945,0.613,0.582
28/01/2022,133.2895,30517560,130,133.3705,128.6945,0.536,0.595
31/01/2022,135.6985,34055560,134.198,135.8435,132.274,0.528,0.555
01/02/2022,137.8785,51203200,137.835,138.2,134.5682,0.604,0.565
02/02/2022,148.0365,89750760,151.8635,152.1,145.5575,0.468,0.539
03/02/2022,142.6505,56930140,145.295,149.1177,142.205,0.424,0.512
04/02/2022,143.016,49224400,143.017,144.5352,139.8175,0.599,0.521
07/02/2022,138.938,44610740,143.709,143.8465,138.699,0.535,0.519
08/02/2022,139.213,34255040,138.9913,139.8371,136.873,0.606,0.519
09/02/2022,141.453,28627160,140.8498,142.1755,140.377,0.534,0.529
10/02/2022,138.6025,33017700,139.5,141.431,138.05,0.429,0.529
11/02/2022,134.13,38808800,138.75,139.2833,133.2885,0.594,0.529
14/02/2022,135.3,26792800,133.3655,136.1665,133.302,0.357,0.353
15/02/2022,136.4255,26577560,137.4715,137.9,135.5395,0.424,0.327
16/02/2022,137.4875,25609660,136.4305,137.946,134.8236,0.544,0.329
17/02/2022,132.3085,30968120,136.15,136.8395,132.202,0.272,0.306
